0,1,2,3,4,5,6,7
USA,Female,IT,CXO,2-10 employees,55+,connected to big companies,1500
USA,Female,IT,CXO,2-10 employees,55+,connected to any,3800
USA,Female,IT,CXO,2-10 employees,35 to 54,connected to big companies,6200
USA,Female,IT,CXO,2-10 employees,35 to 54,connected to any,14000
USA,Female,IT,CXO,2-10 employees,25 to 34,connected to big companies,2300
USA,Female,IT,CXO,2-10 employees,25 to 34,connected to any,7600
USA,Female,IT,CXO,2-10 employees,18 to 24,connected to big companies,790
USA,Female,IT,CXO,2-10 employees,18 to 24,connected to any,1500
USA,Female,IT,CXO,Myself Only,Any Age Range,connected to big companies,1200
USA,Female,IT,CXO,Myself Only,Any Age Range,connected to any,2800
USA,Female,IT,CXO,Myself Only,55+,connected to big companies,0
USA,Female,IT,CXO,Myself Only,55+,connected to any,340
USA,Female,IT,CXO,Myself Only,35 to 54,connected to big companies,720
USA,Female,IT,CXO,Myself Only,35 to 54,connected to any,1300
USA,Female,IT,CXO,Myself Only,25 to 34,connected to big companies,0
USA,Female,IT,CXO,Myself Only,25 to 34,connected to any,950
USA,Female,IT,CXO,Myself Only,18 to 24,connected to big companies,0
USA,Female,IT,CXO,Myself Only,18 to 24,connected to any,0
USA,Female,IT,VP,Any Company Size,Any Age Range,connected to big companies,35000
USA,Female,IT,VP,Any Company Size,Any Age Range,connected to any,84000
USA,Female,IT,VP,Any Company Size,55+,connected to big companies,4200
USA,Female,IT,VP,Any Company Size,55+,connected to any,9300
USA,Female,IT,VP,Any Company Size,35 to 54,connected to big companies,25000
USA,Female,IT,VP,Any Company Size,35 to 54,connected to any,48000
USA,Female,IT,VP,Any Company Size,25 to 34,connected to big companies,4700
USA,Female,IT,VP,Any Company Size,25 to 34,connected to any,22000
USA,Female,IT,VP,Any Company Size,18 to 24,connected to big companies,1400
USA,Female,IT,VP,Any Company Size,18 to 24,connected to any,5100
USA,Female,IT,VP,"10,001+ employees",Any Age Range,connected to big companies,10000
USA,Female,IT,VP,"10,001+ employees",Any Age Range,connected to any,21000
USA,Female,IT,VP,"10,001+ employees",55+,connected to big companies,1400
USA,Female,IT,VP,"10,001+ employees",55+,connected to any,2500
USA,Female,IT,VP,"10,001+ employees",35 to 54,connected to big companies,7300
USA,Female,IT,VP,"10,001+ employees",35 to 54,connected to any,12000
USA,Female,IT,VP,"10,001+ employees",25 to 34,connected to big companies,1200
USA,Female,IT,VP,"10,001+ employees",25 to 34,connected to any,5000
USA,Female,IT,VP,"10,001+ employees",18 to 24,connected to big companies,490
USA,Female,IT,VP,"10,001+ employees",18 to 24,connected to any,1800
USA,Female,IT,VP,"5001-10,000 employees",Any Age Range,connected to big companies,2000
USA,Female,IT,VP,"5001-10,000 employees",Any Age Range,connected to any,3800
USA,Female,IT,VP,"5001-10,000 employees",55+,connected to big companies,0
USA,Female,IT,VP,"5001-10,000 employees",55+,connected to any,440
USA,Female,IT,VP,"5001-10,000 employees",35 to 54,connected to big companies,1500
USA,Female,IT,VP,"5001-10,000 employees",35 to 54,connected to any,2400
USA,Female,IT,VP,"5001-10,000 employees",25 to 34,connected to big companies,0
USA,Female,IT,VP,"5001-10,000 employees",25 to 34,connected to any,680
USA,Female,IT,VP,"5001-10,000 employees",18 to 24,connected to big companies,0
USA,Female,IT,VP,"5001-10,000 employees",18 to 24,connected to any,0
USA,Female,IT,VP,1001-5000 employees,Any Age Range,connected to big companies,5300
USA,Female,IT,VP,1001-5000 employees,Any Age Range,connected to any,9500
USA,Female,IT,VP,1001-5000 employees,55+,connected to big companies,650
USA,Female,IT,VP,1001-5000 employees,55+,connected to any,1100
USA,Female,IT,VP,1001-5000 employees,35 to 54,connected to big companies,3800
USA,Female,IT,VP,1001-5000 employees,35 to 54,connected to any,5900
USA,Female,IT,VP,1001-5000 employees,25 to 34,connected to big companies,670
USA,Female,IT,VP,1001-5000 employees,25 to 34,connected to any,1900
USA,Female,IT,VP,1001-5000 employees,18 to 24,connected to big companies,0
USA,Female,IT,VP,1001-5000 employees,18 to 24,connected to any,570
USA,Female,IT,VP,501-1000 employees,Any Age Range,connected to big companies,2900
USA,Female,IT,VP,501-1000 employees,Any Age Range,connected to any,5000
USA,Female,IT,VP,501-1000 employees,55+,connected to big companies,300
USA,Female,IT,VP,501-1000 employees,55+,connected to any,530
USA,Female,IT,VP,501-1000 employees,35 to 54,connected to big companies,2100
USA,Female,IT,VP,501-1000 employees,35 to 54,connected to any,3300
USA,Female,IT,VP,501-1000 employees,25 to 34,connected to big companies,370
USA,Female,IT,VP,501-1000 employees,25 to 34,connected to any,920
USA,Female,IT,VP,501-1000 employees,18 to 24,connected to big companies,0
USA,Female,IT,VP,501-1000 employees,18 to 24,connected to any,0
USA,Female,IT,VP,201-500 employees,Any Age Range,connected to big companies,4200
USA,Female,IT,VP,201-500 employees,Any Age Range,connected to any,7800
USA,Female,IT,VP,201-500 employees,55+,connected to big companies,460
USA,Female,IT,VP,201-500 employees,55+,connected to any,890
USA,Female,IT,VP,201-500 employees,35 to 54,connected to big companies,3000
USA,Female,IT,VP,201-500 employees,35 to 54,connected to any,4900
USA,Female,IT,VP,201-500 employees,25 to 34,connected to big companies,580
USA,Female,IT,VP,201-500 employees,25 to 34,connected to any,1500
USA,Female,IT,VP,201-500 employees,18 to 24,connected to big companies,0
USA,Female,IT,VP,201-500 employees,18 to 24,connected to any,410
USA,Female,IT,VP,51-200 employees,Any Age Range,connected to big companies,7300
USA,Female,IT,VP,51-200 employees,Any Age Range,connected to any,14000
USA,Female,IT,VP,51-200 employees,55+,connected to big companies,730
USA,Female,IT,VP,51-200 employees,55+,connected to any,1400
USA,Female,IT,VP,51-200 employees,35 to 54,connected to big companies,4900
USA,Female,IT,VP,51-200 employees,35 to 54,connected to any,8400
USA,Female,IT,VP,51-200 employees,25 to 34,connected to big companies,1100
USA,Female,IT,VP,51-200 employees,25 to 34,connected to any,2900
USA,Female,IT,VP,51-200 employees,18 to 24,connected to big companies,470
USA,Female,IT,VP,51-200 employees,18 to 24,connected to any,860
USA,Female,IT,VP,11-50 employees,Any Age Range,connected to big companies,6800
USA,Female,IT,VP,11-50 employees,Any Age Range,connected to any,15000
USA,Female,IT,VP,11-50 employees,55+,connected to big companies,730
USA,Female,IT,VP,11-50 employees,55+,connected to any,1800
USA,Female,IT,VP,11-50 employees,35 to 54,connected to big companies,4200
USA,Female,IT,VP,11-50 employees,35 to 54,connected to any,8600
USA,Female,IT,VP,11-50 employees,25 to 34,connected to big companies,1200
USA,Female,IT,VP,11-50 employees,25 to 34,connected to any,4000
USA,Female,IT,VP,11-50 employees,18 to 24,connected to big companies,610
USA,Female,IT,VP,11-50 employees,18 to 24,connected to any,1100
USA,Female,IT,VP,2-10 employees,Any Age Range,connected to big companies,4500
USA,Female,IT,VP,2-10 employees,Any Age Range,connected to any,12000
USA,Female,IT,VP,2-10 employees,55+,connected to big companies,570
USA,Female,IT,VP,2-10 employees,55+,connected to any,1600
USA,Female,IT,VP,2-10 employees,35 to 54,connected to big companies,2700
USA,Female,IT,VP,2-10 employees,35 to 54,connected to any,6400
USA,Female,IT,VP,2-10 employees,25 to 34,connected to big companies,830
USA,Female,IT,VP,2-10 employees,25 to 34,connected to any,3500
USA,Female,IT,VP,2-10 employees,18 to 24,connected to big companies,410
USA,Female,IT,VP,2-10 employees,18 to 24,connected to any,810
USA,Female,IT,VP,Myself Only,Any Age Range,connected to big companies,500
USA,Female,IT,VP,Myself Only,Any Age Range,connected to any,1200
USA,Female,IT,VP,Myself Only,55+,connected to big companies,0
USA,Female,IT,VP,Myself Only,55+,connected to any,0
USA,Female,IT,VP,Myself Only,35 to 54,connected to big companies,0
USA,Female,IT,VP,Myself Only,35 to 54,connected to any,570
USA,Female,IT,VP,Myself Only,25 to 34,connected to big companies,0
USA,Female,IT,VP,Myself Only,25 to 34,connected to any,400
USA,Female,IT,VP,Myself Only,18 to 24,connected to big companies,0
USA,Female,IT,VP,Myself Only,18 to 24,connected to any,0
USA,Female,IT,Director,Any Company Size,Any Age Range,connected to big companies,100000
USA,Female,IT,Director,Any Company Size,Any Age Range,connected to any,220000
USA,Female,IT,Director,Any Company Size,55+,connected to big companies,8200
USA,Female,IT,Director,Any Company Size,55+,connected to any,19000
USA,Female,IT,Director,Any Company Size,35 to 54,connected to big companies,67000
USA,Female,IT,Director,Any Company Size,35 to 54,connected to any,130000
USA,Female,IT,Director,Any Company Size,25 to 34,connected to big companies,21000
USA,Female,IT,Director,Any Company Size,25 to 34,connected to any,60000
USA,Female,IT,Director,Any Company Size,18 to 24,connected to big companies,3700
USA,Female,IT,Director,Any Company Size,18 to 24,connected to any,10000
USA,Female,IT,Director,"10,001+ employees",Any Age Range,connected to big companies,32000
USA,Female,IT,Director,"10,001+ employees",Any Age Range,connected to any,59000
USA,Female,IT,Director,"10,001+ employees",55+,connected to big companies,3100
USA,Female,IT,Director,"10,001+ employees",55+,connected to any,6000
USA,Female,IT,Director,"10,001+ employees",35 to 54,connected to big companies,23000
USA,Female,IT,Director,"10,001+ employees",35 to 54,connected to any,38000
USA,Female,IT,Director,"10,001+ employees",25 to 34,connected to big companies,4500
USA,Female,IT,Director,"10,001+ employees",25 to 34,connected to any,12000
USA,Female,IT,Director,"10,001+ employees",18 to 24,connected to big companies,1100
USA,Female,IT,Director,"10,001+ employees",18 to 24,connected to any,3300
USA,Female,IT,Director,"5001-10,000 employees",Any Age Range,connected to big companies,6900
USA,Female,IT,Director,"5001-10,000 employees",Any Age Range,connected to any,12000
USA,Female,IT,Director,"5001-10,000 employees",55+,connected to big companies,640
USA,Female,IT,Director,"5001-10,000 employees",55+,connected to any,1200
USA,Female,IT,Director,"5001-10,000 employees",35 to 54,connected to big companies,4900
USA,Female,IT,Director,"5001-10,000 employees",35 to 54,connected to any,7700
USA,Female,IT,Director,"5001-10,000 employees",25 to 34,connected to big companies,1100
USA,Female,IT,Director,"5001-10,000 employees",25 to 34,connected to any,2300
USA,Female,IT,Director,"5001-10,000 employees",18 to 24,connected to big companies,0
USA,Female,IT,Director,"5001-10,000 employees",18 to 24,connected to any,460
USA,Female,IT,Director,1001-5000 employees,Any Age Range,connected to big companies,17000
USA,Female,IT,Director,1001-5000 employees,Any Age Range,connected to any,29000
USA,Female,IT,Director,1001-5000 employees,55+,connected to big companies,1300
USA,Female,IT,Director,1001-5000 employees,55+,connected to any,2500
USA,Female,IT,Director,1001-5000 employees,35 to 54,connected to big companies,12000
USA,Female,IT,Director,1001-5000 employees,35 to 54,connected to any,19000
USA,Female,IT,Director,1001-5000 employees,25 to 34,connected to big companies,3500
USA,Female,IT,Director,1001-5000 employees,25 to 34,connected to any,6800
USA,Female,IT,Director,1001-5000 employees,18 to 24,connected to big companies,650
USA,Female,IT,Director,1001-5000 employees,18 to 24,connected to any,1300
USA,Female,IT,Director,501-1000 employees,Any Age Range,connected to big companies,8000
USA,Female,IT,Director,501-1000 employees,Any Age Range,connected to any,14000
USA,Female,IT,Director,501-1000 employees,55+,connected to big companies,530
USA,Female,IT,Director,501-1000 employees,55+,connected to any,1100
USA,Female,IT,Director,501-1000 employees,35 to 54,connected to big companies,5300
USA,Female,IT,Director,501-1000 employees,35 to 54,connected to any,8600
USA,Female,IT,Director,501-1000 employees,25 to 34,connected to big companies,1900
USA,Female,IT,Director,501-1000 employees,25 to 34,connected to any,3700
USA,Female,IT,Director,501-1000 employees,18 to 24,connected to big companies,310
USA,Female,IT,Director,501-1000 employees,18 to 24,connected to any,650
USA,Female,IT,Director,201-500 employees,Any Age Range,connected to big companies,11000
USA,Female,IT,Director,201-500 employees,Any Age Range,connected to any,20000
USA,Female,IT,Director,201-500 employees,55+,connected to big companies,740
USA,Female,IT,Director,201-500 employees,55+,connected to any,1700
USA,Female,IT,Director,201-500 employees,35 to 54,connected to big companies,6700
USA,Female,IT,Director,201-500 employees,35 to 54,connected to any,12000
USA,Female,IT,Director,201-500 employees,25 to 34,connected to big companies,2700
USA,Female,IT,Director,201-500 employees,25 to 34,connected to any,5400
USA,Female,IT,Director,201-500 employees,18 to 24,connected to big companies,500
USA,Female,IT,Director,201-500 employees,18 to 24,connected to any,970
USA,Female,IT,Director,51-200 employees,Any Age Range,connected to big companies,17000
USA,Female,IT,Director,51-200 employees,Any Age Range,connected to any,34000
USA,Female,IT,Director,51-200 employees,55+,connected to big companies,1200
USA,Female,IT,Director,51-200 employees,55+,connected to any,2700
USA,Female,IT,Director,51-200 employees,35 to 54,connected to big companies,10000
USA,Female,IT,Director,51-200 employees,35 to 54,connected to any,19000
USA,Female,IT,Director,51-200 employees,25 to 34,connected to big companies,4500
USA,Female,IT,Director,51-200 employees,25 to 34,connected to any,9800
USA,Female,IT,Director,51-200 employees,18 to 24,connected to big companies,970
USA,Female,IT,Director,51-200 employees,18 to 24,connected to any,1900
USA,Female,IT,Director,11-50 employees,Any Age Range,connected to big companies,15000
USA,Female,IT,Director,11-50 employees,Any Age Range,connected to any,36000
USA,Female,IT,Director,11-50 employees,55+,connected to big companies,1200
USA,Female,IT,Director,11-50 employees,55+,connected to any,3200
USA,Female,IT,Director,11-50 employees,35 to 54,connected to big companies,8300
USA,Female,IT,Director,11-50 employees,35 to 54,connected to any,18000
USA,Female,IT,Director,11-50 employees,25 to 34,connected to big companies,4400
USA,Female,IT,Director,11-50 employees,25 to 34,connected to any,12000
USA,Female,IT,Director,11-50 employees,18 to 24,connected to big companies,1200
USA,Female,IT,Director,11-50 employees,18 to 24,connected to any,2400
USA,Female,IT,Director,2-10 employees,Any Age Range,connected to big companies,11000
USA,Female,IT,Director,2-10 employees,Any Age Range,connected to any,27000
USA,Female,IT,Director,2-10 employees,55+,connected to big companies,990
USA,Female,IT,Director,2-10 employees,55+,connected to any,2900
USA,Female,IT,Director,2-10 employees,35 to 54,connected to big companies,5800
USA,Female,IT,Director,2-10 employees,35 to 54,connected to any,13000
USA,Female,IT,Director,2-10 employees,25 to 34,connected to big companies,2900
USA,Female,IT,Director,2-10 employees,25 to 34,connected to any,8700
USA,Female,IT,Director,2-10 employees,18 to 24,connected to big companies,960
USA,Female,IT,Director,2-10 employees,18 to 24,connected to any,2000
USA,Female,IT,Director,Myself Only,Any Age Range,connected to big companies,1500
USA,Female,IT,Director,Myself Only,Any Age Range,connected to any,3200
USA,Female,IT,Director,Myself Only,55+,connected to big companies,0
USA,Female,IT,Director,Myself Only,55+,connected to any,0
USA,Female,IT,Director,Myself Only,35 to 54,connected to big companies,880
USA,Female,IT,Director,Myself Only,35 to 54,connected to any,1600
USA,Female,IT,Director,Myself Only,25 to 34,connected to big companies,370
USA,Female,IT,Director,Myself Only,25 to 34,connected to any,1100
USA,Female,IT,Director,Myself Only,18 to 24,connected to big companies,0
USA,Female,IT,Director,Myself Only,18 to 24,connected to any,0
USA,Female,IT,Manager,Any Company Size,Any Age Range,connected to big companies,110000
USA,Female,IT,Manager,Any Company Size,Any Age Range,connected to any,340000
USA,Female,IT,Manager,Any Company Size,55+,connected to big companies,6200
USA,Female,IT,Manager,Any Company Size,55+,connected to any,19000
USA,Female,IT,Manager,Any Company Size,35 to 54,connected to big companies,64000
USA,Female,IT,Manager,Any Company Size,35 to 54,connected to any,160000
USA,Female,IT,Manager,Any Company Size,25 to 34,connected to big companies,37000
USA,Female,IT,Manager,Any Company Size,25 to 34,connected to any,140000
USA,Female,IT,Manager,Any Company Size,18 to 24,connected to big companies,4500
USA,Female,IT,Manager,Any Company Size,18 to 24,connected to any,23000
USA,Female,IT,Manager,"10,001+ employees",Any Age Range,connected to big companies,51000
USA,Female,IT,Manager,"10,001+ employees",Any Age Range,connected to any,130000
USA,Female,IT,Manager,"10,001+ employees",55+,connected to big companies,3200
USA,Female,IT,Manager,"10,001+ employees",55+,connected to any,8900
USA,Female,IT,Manager,"10,001+ employees",35 to 54,connected to big companies,31000
USA,Female,IT,Manager,"10,001+ employees",35 to 54,connected to any,71000
USA,Female,IT,Manager,"10,001+ employees",25 to 34,connected to big companies,15000
USA,Female,IT,Manager,"10,001+ employees",25 to 34,connected to any,46000
USA,Female,IT,Manager,"10,001+ employees",18 to 24,connected to big companies,2200
USA,Female,IT,Manager,"10,001+ employees",18 to 24,connected to any,9200
USA,Female,IT,Manager,"5001-10,000 employees",Any Age Range,connected to big companies,9600
USA,Female,IT,Manager,"5001-10,000 employees",Any Age Range,connected to any,20000
USA,Female,IT,Manager,"5001-10,000 employees",55+,connected to big companies,530
USA,Female,IT,Manager,"5001-10,000 employees",55+,connected to any,1300
USA,Female,IT,Manager,"5001-10,000 employees",35 to 54,connected to big companies,5900
USA,Female,IT,Manager,"5001-10,000 employees",35 to 54,connected to any,11000
USA,Female,IT,Manager,"5001-10,000 employees",25 to 34,connected to big companies,2900
USA,Female,IT,Manager,"5001-10,000 employees",25 to 34,connected to any,6800
USA,Female,IT,Manager,"5001-10,000 employees",18 to 24,connected to big companies,340
USA,Female,IT,Manager,"5001-10,000 employees",18 to 24,connected to any,1000
USA,Female,IT,Manager,1001-5000 employees,Any Age Range,connected to big companies,21000
USA,Female,IT,Manager,1001-5000 employees,Any Age Range,connected to any,47000
USA,Female,IT,Manager,1001-5000 employees,55+,connected to big companies,940
USA,Female,IT,Manager,1001-5000 employees,55+,connected to any,2500
USA,Female,IT,Manager,1001-5000 employees,35 to 54,connected to big companies,11000
USA,Female,IT,Manager,1001-5000 employees,35 to 54,connected to any,24000
USA,Female,IT,Manager,1001-5000 employees,25 to 34,connected to big companies,7600
USA,Female,IT,Manager,1001-5000 employees,25 to 34,connected to any,18000
USA,Female,IT,Manager,1001-5000 employees,18 to 24,connected to big companies,700
USA,Female,IT,Manager,1001-5000 employees,18 to 24,connected to any,2600
USA,Female,IT,Manager,501-1000 employees,Any Age Range,connected to big companies,8000
USA,Female,IT,Manager,501-1000 employees,Any Age Range,connected to any,19000
USA,Female,IT,Manager,501-1000 employees,55+,connected to big companies,340
USA,Female,IT,Manager,501-1000 employees,55+,connected to any,1000
USA,Female,IT,Manager,501-1000 employees,35 to 54,connected to big companies,4200
USA,Female,IT,Manager,501-1000 employees,35 to 54,connected to any,9100
USA,Female,IT,Manager,501-1000 employees,25 to 34,connected to big companies,3100
USA,Female,IT,Manager,501-1000 employees,25 to 34,connected to any,7800
USA,Female,IT,Manager,501-1000 employees,18 to 24,connected to big companies,320
USA,Female,IT,Manager,501-1000 employees,18 to 24,connected to any,1100
USA,Female,IT,Manager,201-500 employees,Any Age Range,connected to big companies,9300
USA,Female,IT,Manager,201-500 employees,Any Age Range,connected to any,25000
USA,Female,IT,Manager,201-500 employees,55+,connected to big companies,460
USA,Female,IT,Manager,201-500 employees,55+,connected to any,1400
USA,Female,IT,Manager,201-500 employees,35 to 54,connected to big companies,4800
USA,Female,IT,Manager,201-500 employees,35 to 54,connected to any,12000
USA,Female,IT,Manager,201-500 employees,25 to 34,connected to big companies,3600
USA,Female,IT,Manager,201-500 employees,25 to 34,connected to any,10000
USA,Female,IT,Manager,201-500 employees,18 to 24,connected to big companies,370
USA,Female,IT,Manager,201-500 employees,18 to 24,connected to any,1400
USA,Female,IT,Manager,51-200 employees,Any Age Range,connected to big companies,11000
USA,Female,IT,Manager,51-200 employees,Any Age Range,connected to any,33000
USA,Female,IT,Manager,51-200 employees,55+,connected to big companies,550
USA,Female,IT,Manager,51-200 employees,55+,connected to any,1900
USA,Female,IT,Manager,51-200 employees,35 to 54,connected to big companies,5700
USA,Female,IT,Manager,51-200 employees,35 to 54,connected to any,15000
USA,Female,IT,Manager,51-200 employees,25 to 34,connected to big companies,4600
USA,Female,IT,Manager,51-200 employees,25 to 34,connected to any,14000
USA,Female,IT,Manager,51-200 employees,18 to 24,connected to big companies,530
USA,Female,IT,Manager,51-200 employees,18 to 24,connected to any,2000
USA,Female,IT,Manager,11-50 employees,Any Age Range,connected to big companies,7600
USA,Female,IT,Manager,11-50 employees,Any Age Range,connected to any,31000
USA,Female,IT,Manager,11-50 employees,55+,connected to big companies,490
USA,Female,IT,Manager,11-50 employees,55+,connected to any,1900
USA,Female,IT,Manager,11-50 employees,35 to 54,connected to big companies,3700
USA,Female,IT,Manager,11-50 employees,35 to 54,connected to any,12000
USA,Female,IT,Manager,11-50 employees,25 to 34,connected to big companies,2800
USA,Female,IT,Manager,11-50 employees,25 to 34,connected to any,15000
USA,Female,IT,Manager,11-50 employees,18 to 24,connected to big companies,570
USA,Female,IT,Manager,11-50 employees,18 to 24,connected to any,2400
USA,Female,IT,Manager,2-10 employees,Any Age Range,connected to big companies,5100
USA,Female,IT,Manager,2-10 employees,Any Age Range,connected to any,23000
USA,Female,IT,Manager,2-10 employees,55+,connected to big companies,410
USA,Female,IT,Manager,2-10 employees,55+,connected to any,1600
USA,Female,IT,Manager,2-10 employees,35 to 54,connected to big companies,2600
USA,Female,IT,Manager,2-10 employees,35 to 54,connected to any,9000
USA,Female,IT,Manager,2-10 employees,25 to 34,connected to big companies,1700
USA,Female,IT,Manager,2-10 employees,25 to 34,connected to any,11000
USA,Female,IT,Manager,2-10 employees,18 to 24,connected to big companies,440
USA,Female,IT,Manager,2-10 employees,18 to 24,connected to any,2000
USA,Female,IT,Manager,Myself Only,Any Age Range,connected to big companies,970
USA,Female,IT,Manager,Myself Only,Any Age Range,connected to any,3800
USA,Female,IT,Manager,Myself Only,55+,connected to big companies,0
USA,Female,IT,Manager,Myself Only,55+,connected to any,0
USA,Female,IT,Manager,Myself Only,35 to 54,connected to big companies,510
USA,Female,IT,Manager,Myself Only,35 to 54,connected to any,1300
USA,Female,IT,Manager,Myself Only,25 to 34,connected to big companies,320
USA,Female,IT,Manager,Myself Only,25 to 34,connected to any,2000
USA,Female,IT,Manager,Myself Only,18 to 24,connected to big companies,0
USA,Female,IT,Manager,Myself Only,18 to 24,connected to any,0
USA,Female,IT,Senior,Any Company Size,Any Age Range,connected to big companies,320000
USA,Female,IT,Senior,Any Company Size,Any Age Range,connected to any,1200000
USA,Female,IT,Senior,Any Company Size,55+,connected to big companies,17000
USA,Female,IT,Senior,Any Company Size,55+,connected to any,65000
USA,Female,IT,Senior,Any Company Size,35 to 54,connected to big companies,150000
USA,Female,IT,Senior,Any Company Size,35 to 54,connected to any,480000
USA,Female,IT,Senior,Any Company Size,25 to 34,connected to big companies,130000
USA,Female,IT,Senior,Any Company Size,25 to 34,connected to any,550000
USA,Female,IT,Senior,Any Company Size,18 to 24,connected to big companies,19000
USA,Female,IT,Senior,Any Company Size,18 to 24,connected to any,93000
USA,Female,IT,Senior,"10,001+ employees",Any Age Range,connected to big companies,120000
USA,Female,IT,Senior,"10,001+ employees",Any Age Range,connected to any,420000
USA,Female,IT,Senior,"10,001+ employees",55+,connected to big companies,7100
USA,Female,IT,Senior,"10,001+ employees",55+,connected to any,25000
USA,Female,IT,Senior,"10,001+ employees",35 to 54,connected to big companies,63000
USA,Female,IT,Senior,"10,001+ employees",35 to 54,connected to any,190000
USA,Female,IT,Senior,"10,001+ employees",25 to 34,connected to big companies,44000
USA,Female,IT,Senior,"10,001+ employees",25 to 34,connected to any,170000
USA,Female,IT,Senior,"10,001+ employees",18 to 24,connected to big companies,7500
USA,Female,IT,Senior,"10,001+ employees",18 to 24,connected to any,33000
USA,Female,IT,Senior,"5001-10,000 employees",Any Age Range,connected to big companies,25000
USA,Female,IT,Senior,"5001-10,000 employees",Any Age Range,connected to any,68000
USA,Female,IT,Senior,"5001-10,000 employees",55+,connected to big companies,1300
USA,Female,IT,Senior,"5001-10,000 employees",55+,connected to any,4200
USA,Female,IT,Senior,"5001-10,000 employees",35 to 54,connected to big companies,12000
USA,Female,IT,Senior,"5001-10,000 employees",35 to 54,connected to any,31000
USA,Female,IT,Senior,"5001-10,000 employees",25 to 34,connected to big companies,10000
USA,Female,IT,Senior,"5001-10,000 employees",25 to 34,connected to any,29000
USA,Female,IT,Senior,"5001-10,000 employees",18 to 24,connected to big companies,1400
USA,Female,IT,Senior,"5001-10,000 employees",18 to 24,connected to any,4500
USA,Female,IT,Senior,1001-5000 employees,Any Age Range,connected to big companies,57000
USA,Female,IT,Senior,1001-5000 employees,Any Age Range,connected to any,160000
USA,Female,IT,Senior,1001-5000 employees,55+,connected to big companies,2500
USA,Female,IT,Senior,1001-5000 employees,55+,connected to any,8400
USA,Female,IT,Senior,1001-5000 employees,35 to 54,connected to big companies,26000
USA,Female,IT,Senior,1001-5000 employees,35 to 54,connected to any,68000
USA,Female,IT,Senior,1001-5000 employees,25 to 34,connected to big companies,25000
USA,Female,IT,Senior,1001-5000 employees,25 to 34,connected to any,71000
USA,Female,IT,Senior,1001-5000 employees,18 to 24,connected to big companies,3500
USA,Female,IT,Senior,1001-5000 employees,18 to 24,connected to any,12000
USA,Female,IT,Senior,501-1000 employees,Any Age Range,connected to big companies,24000
USA,Female,IT,Senior,501-1000 employees,Any Age Range,connected to any,68000
USA,Female,IT,Senior,501-1000 employees,55+,connected to big companies,1000
USA,Female,IT,Senior,501-1000 employees,55+,connected to any,3600
USA,Female,IT,Senior,501-1000 employees,35 to 54,connected to big companies,10000
USA,Female,IT,Senior,501-1000 employees,35 to 54,connected to any,28000
USA,Female,IT,Senior,501-1000 employees,25 to 34,connected to big companies,11000
USA,Female,IT,Senior,501-1000 employees,25 to 34,connected to any,31000
USA,Female,IT,Senior,501-1000 employees,18 to 24,connected to big companies,1600
USA,Female,IT,Senior,501-1000 employees,18 to 24,connected to any,5500
USA,Female,IT,Senior,201-500 employees,Any Age Range,connected to big companies,29000
USA,Female,IT,Senior,201-500 employees,Any Age Range,connected to any,92000
USA,Female,IT,Senior,201-500 employees,55+,connected to big companies,1400
USA,Female,IT,Senior,201-500 employees,55+,connected to any,5000
USA,Female,IT,Senior,201-500 employees,35 to 54,connected to big companies,13000
USA,Female,IT,Senior,201-500 employees,35 to 54,connected to any,37000
USA,Female,IT,Senior,201-500 employees,25 to 34,connected to big companies,14000
USA,Female,IT,Senior,201-500 employees,25 to 34,connected to any,43000
USA,Female,IT,Senior,201-500 employees,18 to 24,connected to big companies,1900
USA,Female,IT,Senior,201-500 employees,18 to 24,connected to any,7100
USA,Female,IT,Senior,51-200 employees,Any Age Range,connected to big companies,40000
USA,Female,IT,Senior,51-200 employees,Any Age Range,connected to any,130000
USA,Female,IT,Senior,51-200 employees,55+,connected to big companies,1800
USA,Female,IT,Senior,51-200 employees,55+,connected to any,6600
USA,Female,IT,Senior,51-200 employees,35 to 54,connected to big companies,17000
USA,Female,IT,Senior,51-200 employees,35 to 54,connected to any,51000
USA,Female,IT,Senior,51-200 employees,25 to 34,connected to big companies,18000
USA,Female,IT,Senior,51-200 employees,25 to 34,connected to any,64000
USA,Female,IT,Senior,51-200 employees,18 to 24,connected to big companies,2900
USA,Female,IT,Senior,51-200 employees,18 to 24,connected to any,11000
USA,Female,IT,Senior,11-50 employees,Any Age Range,connected to big companies,26000
USA,Female,IT,Senior,11-50 employees,Any Age Range,connected to any,110000
USA,Female,IT,Senior,11-50 employees,55+,connected to big companies,1300
USA,Female,IT,Senior,11-50 employees,55+,connected to any,6000
USA,Female,IT,Senior,11-50 employees,35 to 54,connected to big companies,10000
USA,Female,IT,Senior,11-50 employees,35 to 54,connected to any,40000
USA,Female,IT,Senior,11-50 employees,25 to 34,connected to big companies,12000
USA,Female,IT,Senior,11-50 employees,25 to 34,connected to any,57000
USA,Female,IT,Senior,11-50 employees,18 to 24,connected to big companies,2700
USA,Female,IT,Senior,11-50 employees,18 to 24,connected to any,11000
USA,Female,IT,Senior,2-10 employees,Any Age Range,connected to big companies,13000
USA,Female,IT,Senior,2-10 employees,Any Age Range,connected to any,73000
USA,Female,IT,Senior,2-10 employees,55+,connected to big companies,860
USA,Female,IT,Senior,2-10 employees,55+,connected to any,4300
USA,Female,IT,Senior,2-10 employees,35 to 54,connected to big companies,5000
