,Country,Gender,Sector,Job Seniority,Company Size,Age Ranges,Connectivity Status,Count
1298,PHL,Male,Finance,Owner,Myself Only,18 to 24,connected to big companies,0
1299,PHL,Male,Finance,Owner,Myself Only,18 to 24,connected to any,0
1300,PHL,Male,Finance,Partner,Any Company Size,Any Age Range,connected to big companies,0
1301,PHL,Male,Finance,Partner,Any Company Size,Any Age Range,connected to any,880
1302,PHL,Male,Finance,Partner,Any Company Size,55+,connected to big companies,0
1303,PHL,Male,Finance,Partner,Any Company Size,55+,connected to any,0
1304,PHL,Male,Finance,Partner,Any Company Size,35 to 54,connected to big companies,0
1305,PHL,Male,Finance,Partner,Any Company Size,35 to 54,connected to any,370
1306,PHL,Male,Finance,Partner,Any Company Size,25 to 34,connected to big companies,0
1307,PHL,Male,Finance,Partner,Any Company Size,25 to 34,connected to any,320
1308,PHL,Male,Finance,Partner,Any Company Size,18 to 24,connected to big companies,0
1309,PHL,Male,Finance,Partner,Any Company Size,18 to 24,connected to any,0
1310,PHL,Male,Finance,Partner,"10,001+ employees",Any Age Range,connected to big companies,0
1311,PHL,Male,Finance,Partner,"10,001+ employees",Any Age Range,connected to any,0
1312,PHL,Male,Finance,Partner,"10,001+ employees",55+,connected to big companies,0
1313,PHL,Male,Finance,Partner,"10,001+ employees",55+,connected to any,0
1314,PHL,Male,Finance,Partner,"10,001+ employees",35 to 54,connected to big companies,0
1315,PHL,Male,Finance,Partner,"10,001+ employees",35 to 54,connected to any,0
1316,PHL,Male,Finance,Partner,"10,001+ employees",25 to 34,connected to big companies,0
1317,PHL,Male,Finance,Partner,"10,001+ employees",25 to 34,connected to any,0
1318,PHL,Male,Finance,Partner,"10,001+ employees",18 to 24,connected to big companies,0
1319,PHL,Male,Finance,Partner,"10,001+ employees",18 to 24,connected to any,0
1320,PHL,Male,Finance,Partner,"5001-10,000 employees",Any Age Range,connected to big companies,0
1321,PHL,Male,Finance,Partner,"5001-10,000 employees",Any Age Range,connected to any,0
1322,PHL,Male,Finance,Partner,"5001-10,000 employees",55+,connected to big companies,0
1323,PHL,Male,Finance,Partner,"5001-10,000 employees",55+,connected to any,0
1324,PHL,Male,Finance,Partner,"5001-10,000 employees",35 to 54,connected to big companies,0
1325,PHL,Male,Finance,Partner,"5001-10,000 employees",35 to 54,connected to any,0
1326,PHL,Male,Finance,Partner,"5001-10,000 employees",25 to 34,connected to big companies,0
1327,PHL,Male,Finance,Partner,"5001-10,000 employees",25 to 34,connected to any,0
1328,PHL,Male,Finance,Partner,"5001-10,000 employees",18 to 24,connected to big companies,0
1329,PHL,Male,Finance,Partner,"5001-10,000 employees",18 to 24,connected to any,0
1330,PHL,Male,Finance,Partner,1001-5000 employees,Any Age Range,connected to big companies,0
1331,PHL,Male,Finance,Partner,1001-5000 employees,Any Age Range,connected to any,0
1332,PHL,Male,Finance,Partner,1001-5000 employees,55+,connected to big companies,0
1333,PHL,Male,Finance,Partner,1001-5000 employees,55+,connected to any,0
1334,PHL,Male,Finance,Partner,1001-5000 employees,35 to 54,connected to big companies,0
1335,PHL,Male,Finance,Partner,1001-5000 employees,35 to 54,connected to any,0
1336,PHL,Male,Finance,Partner,1001-5000 employees,25 to 34,connected to big companies,0
1337,PHL,Male,Finance,Partner,1001-5000 employees,25 to 34,connected to any,0
1338,PHL,Male,Finance,Partner,1001-5000 employees,18 to 24,connected to big companies,0
1339,PHL,Male,Finance,Partner,1001-5000 employees,18 to 24,connected to any,0
1340,PHL,Male,Finance,Partner,501-1000 employees,Any Age Range,connected to big companies,0
1341,PHL,Male,Finance,Partner,501-1000 employees,Any Age Range,connected to any,0
1342,PHL,Male,Finance,Partner,501-1000 employees,55+,connected to big companies,0
1343,PHL,Male,Finance,Partner,501-1000 employees,55+,connected to any,0
1344,PHL,Male,Finance,Partner,501-1000 employees,35 to 54,connected to big companies,0
1345,PHL,Male,Finance,Partner,501-1000 employees,35 to 54,connected to any,0
1346,PHL,Male,Finance,Partner,501-1000 employees,25 to 34,connected to big companies,0
1347,PHL,Male,Finance,Partner,501-1000 employees,25 to 34,connected to any,0
1348,PHL,Male,Finance,Partner,501-1000 employees,18 to 24,connected to big companies,0
1349,PHL,Male,Finance,Partner,501-1000 employees,18 to 24,connected to any,0
1350,PHL,Male,Finance,Partner,201-500 employees,Any Age Range,connected to big companies,0
1351,PHL,Male,Finance,Partner,201-500 employees,Any Age Range,connected to any,0
1352,PHL,Male,Finance,Partner,201-500 employees,55+,connected to big companies,0
1353,PHL,Male,Finance,Partner,201-500 employees,55+,connected to any,0
1354,PHL,Male,Finance,Partner,201-500 employees,35 to 54,connected to big companies,0
1355,PHL,Male,Finance,Partner,201-500 employees,35 to 54,connected to any,0
1356,PHL,Male,Finance,Partner,201-500 employees,25 to 34,connected to big companies,0
1357,PHL,Male,Finance,Partner,201-500 employees,25 to 34,connected to any,0
1358,PHL,Male,Finance,Partner,201-500 employees,18 to 24,connected to big companies,0
1359,PHL,Male,Finance,Partner,201-500 employees,18 to 24,connected to any,0
1360,PHL,Male,Finance,Partner,51-200 employees,Any Age Range,connected to big companies,0
1361,PHL,Male,Finance,Partner,51-200 employees,Any Age Range,connected to any,0
1362,PHL,Male,Finance,Partner,51-200 employees,55+,connected to big companies,0
1363,PHL,Male,Finance,Partner,51-200 employees,55+,connected to any,0
1364,PHL,Male,Finance,Partner,51-200 employees,35 to 54,connected to big companies,0
1365,PHL,Male,Finance,Partner,51-200 employees,35 to 54,connected to any,0
1366,PHL,Male,Finance,Partner,51-200 employees,25 to 34,connected to big companies,0
1367,PHL,Male,Finance,Partner,51-200 employees,25 to 34,connected to any,0
1368,PHL,Male,Finance,Partner,51-200 employees,18 to 24,connected to big companies,0
1369,PHL,Male,Finance,Partner,51-200 employees,18 to 24,connected to any,0
1370,PHL,Male,Finance,Partner,11-50 employees,Any Age Range,connected to big companies,0
1371,PHL,Male,Finance,Partner,11-50 employees,Any Age Range,connected to any,0
1372,PHL,Male,Finance,Partner,11-50 employees,55+,connected to big companies,0
1373,PHL,Male,Finance,Partner,11-50 employees,55+,connected to any,0
1374,PHL,Male,Finance,Partner,11-50 employees,35 to 54,connected to big companies,0
1375,PHL,Male,Finance,Partner,11-50 employees,35 to 54,connected to any,0
1376,PHL,Male,Finance,Partner,11-50 employees,25 to 34,connected to big companies,0
1377,PHL,Male,Finance,Partner,11-50 employees,25 to 34,connected to any,0
1378,PHL,Male,Finance,Partner,11-50 employees,18 to 24,connected to big companies,0
1379,PHL,Male,Finance,Partner,11-50 employees,18 to 24,connected to any,0
1380,PHL,Male,Finance,Partner,2-10 employees,Any Age Range,connected to big companies,0
1381,PHL,Male,Finance,Partner,2-10 employees,Any Age Range,connected to any,0
1382,PHL,Male,Finance,Partner,2-10 employees,55+,connected to big companies,0
1383,PHL,Male,Finance,Partner,2-10 employees,55+,connected to any,0
1384,PHL,Male,Finance,Partner,2-10 employees,35 to 54,connected to big companies,0
1385,PHL,Male,Finance,Partner,2-10 employees,35 to 54,connected to any,0
1386,PHL,Male,Finance,Partner,2-10 employees,25 to 34,connected to big companies,0
1387,PHL,Male,Finance,Partner,2-10 employees,25 to 34,connected to any,0
1388,PHL,Male,Finance,Partner,2-10 employees,18 to 24,connected to big companies,0
1389,PHL,Male,Finance,Partner,2-10 employees,18 to 24,connected to any,0
1390,PHL,Male,Finance,Partner,Myself Only,Any Age Range,connected to big companies,0
1391,PHL,Male,Finance,Partner,Myself Only,Any Age Range,connected to any,0
1392,PHL,Male,Finance,Partner,Myself Only,55+,connected to big companies,0
1393,PHL,Male,Finance,Partner,Myself Only,55+,connected to any,0
1394,PHL,Male,Finance,Partner,Myself Only,35 to 54,connected to big companies,0
1395,PHL,Male,Finance,Partner,Myself Only,35 to 54,connected to any,0
1396,PHL,Male,Finance,Partner,Myself Only,25 to 34,connected to big companies,0
1397,PHL,Male,Finance,Partner,Myself Only,25 to 34,connected to any,0
1398,PHL,Male,Finance,Partner,Myself Only,18 to 24,connected to big companies,0
1399,PHL,Male,Finance,Partner,Myself Only,18 to 24,connected to any,0
1400,PHL,Male,Finance,CXO,Any Company Size,Any Age Range,connected to big companies,370
1401,PHL,Male,Finance,CXO,Any Company Size,Any Age Range,connected to any,2900
1402,PHL,Male,Finance,CXO,Any Company Size,55+,connected to big companies,0
1403,PHL,Male,Finance,CXO,Any Company Size,55+,connected to any,450
1404,PHL,Male,Finance,CXO,Any Company Size,35 to 54,connected to big companies,0
1405,PHL,Male,Finance,CXO,Any Company Size,35 to 54,connected to any,1000
1406,PHL,Male,Finance,CXO,Any Company Size,25 to 34,connected to big companies,0
1407,PHL,Male,Finance,CXO,Any Company Size,25 to 34,connected to any,1300
1408,PHL,Male,Finance,CXO,Any Company Size,18 to 24,connected to big companies,0
1409,PHL,Male,Finance,CXO,Any Company Size,18 to 24,connected to any,0
1410,PHL,Male,Finance,CXO,"10,001+ employees",Any Age Range,connected to big companies,0
1411,PHL,Male,Finance,CXO,"10,001+ employees",Any Age Range,connected to any,390
1412,PHL,Male,Finance,CXO,"10,001+ employees",55+,connected to big companies,0
1413,PHL,Male,Finance,CXO,"10,001+ employees",55+,connected to any,0
1414,PHL,Male,Finance,CXO,"10,001+ employees",35 to 54,connected to big companies,0
1415,PHL,Male,Finance,CXO,"10,001+ employees",35 to 54,connected to any,0
1416,PHL,Male,Finance,CXO,"10,001+ employees",25 to 34,connected to big companies,0
1417,PHL,Male,Finance,CXO,"10,001+ employees",25 to 34,connected to any,0
1418,PHL,Male,Finance,CXO,"10,001+ employees",18 to 24,connected to big companies,0
1419,PHL,Male,Finance,CXO,"10,001+ employees",18 to 24,connected to any,0
1420,PHL,Male,Finance,CXO,"5001-10,000 employees",Any Age Range,connected to big companies,0
1421,PHL,Male,Finance,CXO,"5001-10,000 employees",Any Age Range,connected to any,0
1422,PHL,Male,Finance,CXO,"5001-10,000 employees",55+,connected to big companies,0
1423,PHL,Male,Finance,CXO,"5001-10,000 employees",55+,connected to any,0
1424,PHL,Male,Finance,CXO,"5001-10,000 employees",35 to 54,connected to big companies,0
1425,PHL,Male,Finance,CXO,"5001-10,000 employees",35 to 54,connected to any,0
1426,PHL,Male,Finance,CXO,"5001-10,000 employees",25 to 34,connected to big companies,0
1427,PHL,Male,Finance,CXO,"5001-10,000 employees",25 to 34,connected to any,0
1428,PHL,Male,Finance,CXO,"5001-10,000 employees",18 to 24,connected to big companies,0
1429,PHL,Male,Finance,CXO,"5001-10,000 employees",18 to 24,connected to any,0
1430,PHL,Male,Finance,CXO,1001-5000 employees,Any Age Range,connected to big companies,0
1431,PHL,Male,Finance,CXO,1001-5000 employees,Any Age Range,connected to any,0
1432,PHL,Male,Finance,CXO,1001-5000 employees,55+,connected to big companies,0
1433,PHL,Male,Finance,CXO,1001-5000 employees,55+,connected to any,0
1434,PHL,Male,Finance,CXO,1001-5000 employees,35 to 54,connected to big companies,0
1435,PHL,Male,Finance,CXO,1001-5000 employees,35 to 54,connected to any,0
1436,PHL,Male,Finance,CXO,1001-5000 employees,25 to 34,connected to big companies,0
1437,PHL,Male,Finance,CXO,1001-5000 employees,25 to 34,connected to any,0
1438,PHL,Male,Finance,CXO,1001-5000 employees,18 to 24,connected to big companies,0
1439,PHL,Male,Finance,CXO,1001-5000 employees,18 to 24,connected to any,0
1440,PHL,Male,Finance,CXO,501-1000 employees,Any Age Range,connected to big companies,0
1441,PHL,Male,Finance,CXO,501-1000 employees,Any Age Range,connected to any,0
1442,PHL,Male,Finance,CXO,501-1000 employees,55+,connected to big companies,0
1443,PHL,Male,Finance,CXO,501-1000 employees,55+,connected to any,0
1444,PHL,Male,Finance,CXO,501-1000 employees,35 to 54,connected to big companies,0
1445,PHL,Male,Finance,CXO,501-1000 employees,35 to 54,connected to any,0
1446,PHL,Male,Finance,CXO,501-1000 employees,25 to 34,connected to big companies,0
1447,PHL,Male,Finance,CXO,501-1000 employees,25 to 34,connected to any,0
1448,PHL,Male,Finance,CXO,501-1000 employees,18 to 24,connected to big companies,0
1449,PHL,Male,Finance,CXO,501-1000 employees,18 to 24,connected to any,0
1450,PHL,Male,Finance,CXO,201-500 employees,Any Age Range,connected to big companies,0
1451,PHL,Male,Finance,CXO,201-500 employees,Any Age Range,connected to any,0
1452,PHL,Male,Finance,CXO,201-500 employees,55+,connected to big companies,0
1453,PHL,Male,Finance,CXO,201-500 employees,55+,connected to any,0
1454,PHL,Male,Finance,CXO,201-500 employees,35 to 54,connected to big companies,0
1455,PHL,Male,Finance,CXO,201-500 employees,35 to 54,connected to any,0
1456,PHL,Male,Finance,CXO,201-500 employees,25 to 34,connected to big companies,0
1457,PHL,Male,Finance,CXO,201-500 employees,25 to 34,connected to any,0
1458,PHL,Male,Finance,CXO,201-500 employees,18 to 24,connected to big companies,0
1459,PHL,Male,Finance,CXO,201-500 employees,18 to 24,connected to any,0
1460,PHL,Male,Finance,CXO,51-200 employees,Any Age Range,connected to big companies,0
1461,PHL,Male,Finance,CXO,51-200 employees,Any Age Range,connected to any,320
1462,PHL,Male,Finance,CXO,51-200 employees,55+,connected to big companies,0
1463,PHL,Male,Finance,CXO,51-200 employees,55+,connected to any,0
1464,PHL,Male,Finance,CXO,51-200 employees,35 to 54,connected to big companies,0
1465,PHL,Male,Finance,CXO,51-200 employees,35 to 54,connected to any,0
1466,PHL,Male,Finance,CXO,51-200 employees,25 to 34,connected to big companies,0
1467,PHL,Male,Finance,CXO,51-200 employees,25 to 34,connected to any,0
1468,PHL,Male,Finance,CXO,51-200 employees,18 to 24,connected to big companies,0
1469,PHL,Male,Finance,CXO,51-200 employees,18 to 24,connected to any,0
1470,PHL,Male,Finance,CXO,11-50 employees,Any Age Range,connected to big companies,0
1471,PHL,Male,Finance,CXO,11-50 employees,Any Age Range,connected to any,480
1472,PHL,Male,Finance,CXO,11-50 employees,55+,connected to big companies,0
1473,PHL,Male,Finance,CXO,11-50 employees,55+,connected to any,0
1474,PHL,Male,Finance,CXO,11-50 employees,35 to 54,connected to big companies,0
1475,PHL,Male,Finance,CXO,11-50 employees,35 to 54,connected to any,0
1476,PHL,Male,Finance,CXO,11-50 employees,25 to 34,connected to big companies,0
1477,PHL,Male,Finance,CXO,11-50 employees,25 to 34,connected to any,0
1478,PHL,Male,Finance,CXO,11-50 employees,18 to 24,connected to big companies,0
1479,PHL,Male,Finance,CXO,11-50 employees,18 to 24,connected to any,0
1480,PHL,Male,Finance,CXO,2-10 employees,Any Age Range,connected to big companies,0
1481,PHL,Male,Finance,CXO,2-10 employees,Any Age Range,connected to any,380
1482,PHL,Male,Finance,CXO,2-10 employees,55+,connected to big companies,0
1483,PHL,Male,Finance,CXO,2-10 employees,55+,connected to any,0
1484,PHL,Male,Finance,CXO,2-10 employees,35 to 54,connected to big companies,0
1485,PHL,Male,Finance,CXO,2-10 employees,35 to 54,connected to any,0
1486,PHL,Male,Finance,CXO,2-10 employees,25 to 34,connected to big companies,0
1487,PHL,Male,Finance,CXO,2-10 employees,25 to 34,connected to any,0
1488,PHL,Male,Finance,CXO,2-10 employees,18 to 24,connected to big companies,0
1489,PHL,Male,Finance,CXO,2-10 employees,18 to 24,connected to any,0
1490,PHL,Male,Finance,CXO,Myself Only,Any Age Range,connected to big companies,0
1491,PHL,Male,Finance,CXO,Myself Only,Any Age Range,connected to any,0
1492,PHL,Male,Finance,CXO,Myself Only,55+,connected to big companies,0
1493,PHL,Male,Finance,CXO,Myself Only,55+,connected to any,0
1494,PHL,Male,Finance,CXO,Myself Only,35 to 54,connected to big companies,0
1495,PHL,Male,Finance,CXO,Myself Only,35 to 54,connected to any,0
1496,PHL,Male,Finance,CXO,Myself Only,25 to 34,connected to big companies,0
1497,PHL,Male,Finance,CXO,Myself Only,25 to 34,connected to any,0
1498,PHL,Male,Finance,CXO,Myself Only,18 to 24,connected to big companies,0
1499,PHL,Male,Finance,CXO,Myself Only,18 to 24,connected to any,0
1500,PHL,Male,Finance,VP,Any Company Size,Any Age Range,connected to big companies,830
1501,PHL,Male,Finance,VP,Any Company Size,Any Age Range,connected to any,3900
1502,PHL,Male,Finance,VP,Any Company Size,55+,connected to big companies,0
1503,PHL,Male,Finance,VP,Any Company Size,55+,connected to any,520
1504,PHL,Male,Finance,VP,Any Company Size,35 to 54,connected to big companies,580
1505,PHL,Male,Finance,VP,Any Company Size,35 to 54,connected to any,1800
1506,PHL,Male,Finance,VP,Any Company Size,25 to 34,connected to big companies,0
1507,PHL,Male,Finance,VP,Any Company Size,25 to 34,connected to any,1400
1508,PHL,Male,Finance,VP,Any Company Size,18 to 24,connected to big companies,0
1509,PHL,Male,Finance,VP,Any Company Size,18 to 24,connected to any,0
1510,PHL,Male,Finance,VP,"10,001+ employees",Any Age Range,connected to big companies,410
1511,PHL,Male,Finance,VP,"10,001+ employees",Any Age Range,connected to any,1100
1512,PHL,Male,Finance,VP,"10,001+ employees",55+,connected to big companies,0
1513,PHL,Male,Finance,VP,"10,001+ employees",55+,connected to any,0
1514,PHL,Male,Finance,VP,"10,001+ employees",35 to 54,connected to big companies,310
1515,PHL,Male,Finance,VP,"10,001+ employees",35 to 54,connected to any,610
1516,PHL,Male,Finance,VP,"10,001+ employees",25 to 34,connected to big companies,0
1517,PHL,Male,Finance,VP,"10,001+ employees",25 to 34,connected to any,320
1518,PHL,Male,Finance,VP,"10,001+ employees",18 to 24,connected to big companies,0
1519,PHL,Male,Finance,VP,"10,001+ employees",18 to 24,connected to any,0
1520,PHL,Male,Finance,VP,"5001-10,000 employees",Any Age Range,connected to big companies,0
1521,PHL,Male,Finance,VP,"5001-10,000 employees",Any Age Range,connected to any,0
1522,PHL,Male,Finance,VP,"5001-10,000 employees",55+,connected to big companies,0
1523,PHL,Male,Finance,VP,"5001-10,000 employees",55+,connected to any,0
1524,PHL,Male,Finance,VP,"5001-10,000 employees",35 to 54,connected to big companies,0
1525,PHL,Male,Finance,VP,"5001-10,000 employees",35 to 54,connected to any,0
1526,PHL,Male,Finance,VP,"5001-10,000 employees",25 to 34,connected to big companies,0
1527,PHL,Male,Finance,VP,"5001-10,000 employees",25 to 34,connected to any,0
1528,PHL,Male,Finance,VP,"5001-10,000 employees",18 to 24,connected to big companies,0
1529,PHL,Male,Finance,VP,"5001-10,000 employees",18 to 24,connected to any,0
1530,PHL,Male,Finance,VP,1001-5000 employees,Any Age Range,connected to big companies,0
1531,PHL,Male,Finance,VP,1001-5000 employees,Any Age Range,connected to any,630
1532,PHL,Male,Finance,VP,1001-5000 employees,55+,connected to big companies,0
1533,PHL,Male,Finance,VP,1001-5000 employees,55+,connected to any,0
1534,PHL,Male,Finance,VP,1001-5000 employees,35 to 54,connected to big companies,0
1535,PHL,Male,Finance,VP,1001-5000 employees,35 to 54,connected to any,310
1536,PHL,Male,Finance,VP,1001-5000 employees,25 to 34,connected to big companies,0
1537,PHL,Male,Finance,VP,1001-5000 employees,25 to 34,connected to any,0
1538,PHL,Male,Finance,VP,1001-5000 employees,18 to 24,connected to big companies,0
1539,PHL,Male,Finance,VP,1001-5000 employees,18 to 24,connected to any,0
1540,PHL,Male,Finance,VP,501-1000 employees,Any Age Range,connected to big companies,0
1541,PHL,Male,Finance,VP,501-1000 employees,Any Age Range,connected to any,0
1542,PHL,Male,Finance,VP,501-1000 employees,55+,connected to big companies,0
1543,PHL,Male,Finance,VP,501-1000 employees,55+,connected to any,0
1544,PHL,Male,Finance,VP,501-1000 employees,35 to 54,connected to big companies,0
1545,PHL,Male,Finance,VP,501-1000 employees,35 to 54,connected to any,0
1546,PHL,Male,Finance,VP,501-1000 employees,25 to 34,connected to big companies,0
1547,PHL,Male,Finance,VP,501-1000 employees,25 to 34,connected to any,0
1548,PHL,Male,Finance,VP,501-1000 employees,18 to 24,connected to big companies,0
1549,PHL,Male,Finance,VP,501-1000 employees,18 to 24,connected to any,0
1550,PHL,Male,Finance,VP,201-500 employees,Any Age Range,connected to big companies,0
1551,PHL,Male,Finance,VP,201-500 employees,Any Age Range,connected to any,0
1552,PHL,Male,Finance,VP,201-500 employees,55+,connected to big companies,0
1553,PHL,Male,Finance,VP,201-500 employees,55+,connected to any,0
1554,PHL,Male,Finance,VP,201-500 employees,35 to 54,connected to big companies,0
1555,PHL,Male,Finance,VP,201-500 employees,35 to 54,connected to any,0
1556,PHL,Male,Finance,VP,201-500 employees,25 to 34,connected to big companies,0
1557,PHL,Male,Finance,VP,201-500 employees,25 to 34,connected to any,0
1558,PHL,Male,Finance,VP,201-500 employees,18 to 24,connected to big companies,0
1559,PHL,Male,Finance,VP,201-500 employees,18 to 24,connected to any,0
1560,PHL,Male,Finance,VP,51-200 employees,Any Age Range,connected to big companies,0
1561,PHL,Male,Finance,VP,51-200 employees,Any Age Range,connected to any,320
1562,PHL,Male,Finance,VP,51-200 employees,55+,connected to big companies,0
1563,PHL,Male,Finance,VP,51-200 employees,55+,connected to any,0
1564,PHL,Male,Finance,VP,51-200 employees,35 to 54,connected to big companies,0
1565,PHL,Male,Finance,VP,51-200 employees,35 to 54,connected to any,0
1566,PHL,Male,Finance,VP,51-200 employees,25 to 34,connected to big companies,0
1567,PHL,Male,Finance,VP,51-200 employees,25 to 34,connected to any,0
1568,PHL,Male,Finance,VP,51-200 employees,18 to 24,connected to big companies,0
1569,PHL,Male,Finance,VP,51-200 employees,18 to 24,connected to any,0
1570,PHL,Male,Finance,VP,11-50 employees,Any Age Range,connected to big companies,0
1571,PHL,Male,Finance,VP,11-50 employees,Any Age Range,connected to any,340
1572,PHL,Male,Finance,VP,11-50 employees,55+,connected to big companies,0
1573,PHL,Male,Finance,VP,11-50 employees,55+,connected to any,0
1574,PHL,Male,Finance,VP,11-50 employees,35 to 54,connected to big companies,0
1575,PHL,Male,Finance,VP,11-50 employees,35 to 54,connected to any,0
1576,PHL,Male,Finance,VP,11-50 employees,25 to 34,connected to big companies,0
1577,PHL,Male,Finance,VP,11-50 employees,25 to 34,connected to any,0
1578,PHL,Male,Finance,VP,11-50 employees,18 to 24,connected to big companies,0
1579,PHL,Male,Finance,VP,11-50 employees,18 to 24,connected to any,0
1580,PHL,Male,Finance,VP,2-10 employees,Any Age Range,connected to big companies,0
1581,PHL,Male,Finance,VP,2-10 employees,Any Age Range,connected to any,0
1582,PHL,Male,Finance,VP,2-10 employees,55+,connected to big companies,0
1583,PHL,Male,Finance,VP,2-10 employees,55+,connected to any,0
1584,PHL,Male,Finance,VP,2-10 employees,35 to 54,connected to big companies,0
1585,PHL,Male,Finance,VP,2-10 employees,35 to 54,connected to any,0
1586,PHL,Male,Finance,VP,2-10 employees,25 to 34,connected to big companies,0
1587,PHL,Male,Finance,VP,2-10 employees,25 to 34,connected to any,0
1588,PHL,Male,Finance,VP,2-10 employees,18 to 24,connected to big companies,0
1589,PHL,Male,Finance,VP,2-10 employees,18 to 24,connected to any,0
1590,PHL,Male,Finance,VP,Myself Only,Any Age Range,connected to big companies,0
1591,PHL,Male,Finance,VP,Myself Only,Any Age Range,connected to any,0
1592,PHL,Male,Finance,VP,Myself Only,55+,connected to big companies,0
1593,PHL,Male,Finance,VP,Myself Only,55+,connected to any,0
1594,PHL,Male,Finance,VP,Myself Only,35 to 54,connected to big companies,0
1595,PHL,Male,Finance,VP,Myself Only,35 to 54,connected to any,0
1596,PHL,Male,Finance,VP,Myself Only,25 to 34,connected to big companies,0
1597,PHL,Male,Finance,VP,Myself Only,25 to 34,connected to any,0
1598,PHL,Male,Finance,VP,Myself Only,18 to 24,connected to big companies,0
1599,PHL,Male,Finance,VP,Myself Only,18 to 24,connected to any,0
1600,PHL,Male,Finance,Director,Any Company Size,Any Age Range,connected to big companies,1300
1601,PHL,Male,Finance,Director,Any Company Size,Any Age Range,connected to any,6900
1602,PHL,Male,Finance,Director,Any Company Size,55+,connected to big companies,0
1603,PHL,Male,Finance,Director,Any Company Size,55+,connected to any,610
1604,PHL,Male,Finance,Director,Any Company Size,35 to 54,connected to big companies,920
1605,PHL,Male,Finance,Director,Any Company Size,35 to 54,connected to any,3200
1606,PHL,Male,Finance,Director,Any Company Size,25 to 34,connected to big companies,0
1607,PHL,Male,Finance,Director,Any Company Size,25 to 34,connected to any,2700
1608,PHL,Male,Finance,Director,Any Company Size,18 to 24,connected to big companies,0
1609,PHL,Male,Finance,Director,Any Company Size,18 to 24,connected to any,390
1610,PHL,Male,Finance,Director,"10,001+ employees",Any Age Range,connected to big companies,490
1611,PHL,Male,Finance,Director,"10,001+ employees",Any Age Range,connected to any,1700
1612,PHL,Male,Finance,Director,"10,001+ employees",55+,connected to big companies,0
1613,PHL,Male,Finance,Director,"10,001+ employees",55+,connected to any,0
1614,PHL,Male,Finance,Director,"10,001+ employees",35 to 54,connected to big companies,360
1615,PHL,Male,Finance,Director,"10,001+ employees",35 to 54,connected to any,940
1616,PHL,Male,Finance,Director,"10,001+ employees",25 to 34,connected to big companies,0
1617,PHL,Male,Finance,Director,"10,001+ employees",25 to 34,connected to any,550
1618,PHL,Male,Finance,Director,"10,001+ employees",18 to 24,connected to big companies,0
1619,PHL,Male,Finance,Director,"10,001+ employees",18 to 24,connected to any,0
1620,PHL,Male,Finance,Director,"5001-10,000 employees",Any Age Range,connected to big companies,0
1621,PHL,Male,Finance,Director,"5001-10,000 employees",Any Age Range,connected to any,700
1622,PHL,Male,Finance,Director,"5001-10,000 employees",55+,connected to big companies,0
1623,PHL,Male,Finance,Director,"5001-10,000 employees",55+,connected to any,0
1624,PHL,Male,Finance,Director,"5001-10,000 employees",35 to 54,connected to big companies,0
1625,PHL,Male,Finance,Director,"5001-10,000 employees",35 to 54,connected to any,350
1626,PHL,Male,Finance,Director,"5001-10,000 employees",25 to 34,connected to big companies,0
1627,PHL,Male,Finance,Director,"5001-10,000 employees",25 to 34,connected to any,0
1628,PHL,Male,Finance,Director,"5001-10,000 employees",18 to 24,connected to big companies,0
1629,PHL,Male,Finance,Director,"5001-10,000 employees",18 to 24,connected to any,0
1630,PHL,Male,Finance,Director,1001-5000 employees,Any Age Range,connected to big companies,0
1631,PHL,Male,Finance,Director,1001-5000 employees,Any Age Range,connected to any,1400
1632,PHL,Male,Finance,Director,1001-5000 employees,55+,connected to big companies,0
1633,PHL,Male,Finance,Director,1001-5000 employees,55+,connected to any,0
1634,PHL,Male,Finance,Director,1001-5000 employees,35 to 54,connected to big companies,0
1635,PHL,Male,Finance,Director,1001-5000 employees,35 to 54,connected to any,760
1636,PHL,Male,Finance,Director,1001-5000 employees,25 to 34,connected to big companies,0
1637,PHL,Male,Finance,Director,1001-5000 employees,25 to 34,connected to any,490
1638,PHL,Male,Finance,Director,1001-5000 employees,18 to 24,connected to big companies,0
1639,PHL,Male,Finance,Director,1001-5000 employees,18 to 24,connected to any,0
1640,PHL,Male,Finance,Director,501-1000 employees,Any Age Range,connected to big companies,0
1641,PHL,Male,Finance,Director,501-1000 employees,Any Age Range,connected to any,640
1642,PHL,Male,Finance,Director,501-1000 employees,55+,connected to big companies,0
1643,PHL,Male,Finance,Director,501-1000 employees,55+,connected to any,0
1644,PHL,Male,Finance,Director,501-1000 employees,35 to 54,connected to big companies,0
1645,PHL,Male,Finance,Director,501-1000 employees,35 to 54,connected to any,320
1646,PHL,Male,Finance,Director,501-1000 employees,25 to 34,connected to big companies,0
1647,PHL,Male,Finance,Director,501-1000 employees,25 to 34,connected to any,0
1648,PHL,Male,Finance,Director,501-1000 employees,18 to 24,connected to big companies,0
1649,PHL,Male,Finance,Director,501-1000 employees,18 to 24,connected to any,0
1650,PHL,Male,Finance,Director,201-500 employees,Any Age Range,connected to big companies,0
1651,PHL,Male,Finance,Director,201-500 employees,Any Age Range,connected to any,390
1652,PHL,Male,Finance,Director,201-500 employees,55+,connected to big companies,0
1653,PHL,Male,Finance,Director,201-500 employees,55+,connected to any,0
