Country,Gender,Sector,Job Seniority,Company Size,Age Ranges,Connectivity Status,Count
PHL,Male,Finance,Partner,501-1000 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Partner,501-1000 employees,25 to 34,connected to any,0
PHL,Male,Finance,Partner,501-1000 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Partner,501-1000 employees,18 to 24,connected to any,0
PHL,Male,Finance,Partner,201-500 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Partner,201-500 employees,Any Age Range,connected to any,0
PHL,Male,Finance,Partner,201-500 employees,55+,connected to big companies,0
PHL,Male,Finance,Partner,201-500 employees,55+,connected to any,0
PHL,Male,Finance,Partner,201-500 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Partner,201-500 employees,35 to 54,connected to any,0
PHL,Male,Finance,Partner,201-500 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Partner,201-500 employees,25 to 34,connected to any,0
PHL,Male,Finance,Partner,201-500 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Partner,201-500 employees,18 to 24,connected to any,0
PHL,Male,Finance,Partner,51-200 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Partner,51-200 employees,Any Age Range,connected to any,0
PHL,Male,Finance,Partner,51-200 employees,55+,connected to big companies,0
PHL,Male,Finance,Partner,51-200 employees,55+,connected to any,0
PHL,Male,Finance,Partner,51-200 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Partner,51-200 employees,35 to 54,connected to any,0
PHL,Male,Finance,Partner,51-200 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Partner,51-200 employees,25 to 34,connected to any,0
PHL,Male,Finance,Partner,51-200 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Partner,51-200 employees,18 to 24,connected to any,0
PHL,Male,Finance,Partner,11-50 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Partner,11-50 employees,Any Age Range,connected to any,0
PHL,Male,Finance,Partner,11-50 employees,55+,connected to big companies,0
PHL,Male,Finance,Partner,11-50 employees,55+,connected to any,0
PHL,Male,Finance,Partner,11-50 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Partner,11-50 employees,35 to 54,connected to any,0
PHL,Male,Finance,Partner,11-50 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Partner,11-50 employees,25 to 34,connected to any,0
PHL,Male,Finance,Partner,11-50 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Partner,11-50 employees,18 to 24,connected to any,0
PHL,Male,Finance,Partner,2-10 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Partner,2-10 employees,Any Age Range,connected to any,0
PHL,Male,Finance,Partner,2-10 employees,55+,connected to big companies,0
PHL,Male,Finance,Partner,2-10 employees,55+,connected to any,0
PHL,Male,Finance,Partner,2-10 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Partner,2-10 employees,35 to 54,connected to any,0
PHL,Male,Finance,Partner,2-10 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Partner,2-10 employees,25 to 34,connected to any,0
PHL,Male,Finance,Partner,2-10 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Partner,2-10 employees,18 to 24,connected to any,0
PHL,Male,Finance,Partner,Myself Only,Any Age Range,connected to big companies,0
PHL,Male,Finance,Partner,Myself Only,Any Age Range,connected to any,0
PHL,Male,Finance,Partner,Myself Only,55+,connected to big companies,0
PHL,Male,Finance,Partner,Myself Only,55+,connected to any,0
PHL,Male,Finance,Partner,Myself Only,35 to 54,connected to big companies,0
PHL,Male,Finance,Partner,Myself Only,35 to 54,connected to any,0
PHL,Male,Finance,Partner,Myself Only,25 to 34,connected to big companies,0
PHL,Male,Finance,Partner,Myself Only,25 to 34,connected to any,0
PHL,Male,Finance,Partner,Myself Only,18 to 24,connected to big companies,0
PHL,Male,Finance,Partner,Myself Only,18 to 24,connected to any,0
PHL,Male,Finance,CXO,Any Company Size,Any Age Range,connected to big companies,370
PHL,Male,Finance,CXO,Any Company Size,Any Age Range,connected to any,2900
PHL,Male,Finance,CXO,Any Company Size,55+,connected to big companies,0
PHL,Male,Finance,CXO,Any Company Size,55+,connected to any,450
PHL,Male,Finance,CXO,Any Company Size,35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,Any Company Size,35 to 54,connected to any,1000
PHL,Male,Finance,CXO,Any Company Size,25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,Any Company Size,25 to 34,connected to any,1300
PHL,Male,Finance,CXO,Any Company Size,18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,Any Company Size,18 to 24,connected to any,0
PHL,Male,Finance,CXO,"10,001+ employees",Any Age Range,connected to big companies,0
PHL,Male,Finance,CXO,"10,001+ employees",Any Age Range,connected to any,390
PHL,Male,Finance,CXO,"10,001+ employees",55+,connected to big companies,0
PHL,Male,Finance,CXO,"10,001+ employees",55+,connected to any,0
PHL,Male,Finance,CXO,"10,001+ employees",35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,"10,001+ employees",35 to 54,connected to any,0
PHL,Male,Finance,CXO,"10,001+ employees",25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,"10,001+ employees",25 to 34,connected to any,0
PHL,Male,Finance,CXO,"10,001+ employees",18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,"10,001+ employees",18 to 24,connected to any,0
PHL,Male,Finance,CXO,"5001-10,000 employees",Any Age Range,connected to big companies,0
PHL,Male,Finance,CXO,"5001-10,000 employees",Any Age Range,connected to any,0
PHL,Male,Finance,CXO,"5001-10,000 employees",55+,connected to big companies,0
PHL,Male,Finance,CXO,"5001-10,000 employees",55+,connected to any,0
PHL,Male,Finance,CXO,"5001-10,000 employees",35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,"5001-10,000 employees",35 to 54,connected to any,0
PHL,Male,Finance,CXO,"5001-10,000 employees",25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,"5001-10,000 employees",25 to 34,connected to any,0
PHL,Male,Finance,CXO,"5001-10,000 employees",18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,"5001-10,000 employees",18 to 24,connected to any,0
PHL,Male,Finance,CXO,1001-5000 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,CXO,1001-5000 employees,Any Age Range,connected to any,0
PHL,Male,Finance,CXO,1001-5000 employees,55+,connected to big companies,0
PHL,Male,Finance,CXO,1001-5000 employees,55+,connected to any,0
PHL,Male,Finance,CXO,1001-5000 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,1001-5000 employees,35 to 54,connected to any,0
PHL,Male,Finance,CXO,1001-5000 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,1001-5000 employees,25 to 34,connected to any,0
PHL,Male,Finance,CXO,1001-5000 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,1001-5000 employees,18 to 24,connected to any,0
PHL,Male,Finance,CXO,501-1000 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,CXO,501-1000 employees,Any Age Range,connected to any,0
PHL,Male,Finance,CXO,501-1000 employees,55+,connected to big companies,0
PHL,Male,Finance,CXO,501-1000 employees,55+,connected to any,0
PHL,Male,Finance,CXO,501-1000 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,501-1000 employees,35 to 54,connected to any,0
PHL,Male,Finance,CXO,501-1000 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,501-1000 employees,25 to 34,connected to any,0
PHL,Male,Finance,CXO,501-1000 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,501-1000 employees,18 to 24,connected to any,0
PHL,Male,Finance,CXO,201-500 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,CXO,201-500 employees,Any Age Range,connected to any,0
PHL,Male,Finance,CXO,201-500 employees,55+,connected to big companies,0
PHL,Male,Finance,CXO,201-500 employees,55+,connected to any,0
PHL,Male,Finance,CXO,201-500 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,201-500 employees,35 to 54,connected to any,0
PHL,Male,Finance,CXO,201-500 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,201-500 employees,25 to 34,connected to any,0
PHL,Male,Finance,CXO,201-500 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,201-500 employees,18 to 24,connected to any,0
PHL,Male,Finance,CXO,51-200 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,CXO,51-200 employees,Any Age Range,connected to any,320
PHL,Male,Finance,CXO,51-200 employees,55+,connected to big companies,0
PHL,Male,Finance,CXO,51-200 employees,55+,connected to any,0
PHL,Male,Finance,CXO,51-200 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,51-200 employees,35 to 54,connected to any,0
PHL,Male,Finance,CXO,51-200 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,51-200 employees,25 to 34,connected to any,0
PHL,Male,Finance,CXO,51-200 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,51-200 employees,18 to 24,connected to any,0
PHL,Male,Finance,CXO,11-50 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,CXO,11-50 employees,Any Age Range,connected to any,480
PHL,Male,Finance,CXO,11-50 employees,55+,connected to big companies,0
PHL,Male,Finance,CXO,11-50 employees,55+,connected to any,0
PHL,Male,Finance,CXO,11-50 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,11-50 employees,35 to 54,connected to any,0
PHL,Male,Finance,CXO,11-50 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,11-50 employees,25 to 34,connected to any,0
PHL,Male,Finance,CXO,11-50 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,11-50 employees,18 to 24,connected to any,0
PHL,Male,Finance,CXO,2-10 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,CXO,2-10 employees,Any Age Range,connected to any,380
PHL,Male,Finance,CXO,2-10 employees,55+,connected to big companies,0
PHL,Male,Finance,CXO,2-10 employees,55+,connected to any,0
PHL,Male,Finance,CXO,2-10 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,2-10 employees,35 to 54,connected to any,0
PHL,Male,Finance,CXO,2-10 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,2-10 employees,25 to 34,connected to any,0
PHL,Male,Finance,CXO,2-10 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,2-10 employees,18 to 24,connected to any,0
PHL,Male,Finance,CXO,Myself Only,Any Age Range,connected to big companies,0
PHL,Male,Finance,CXO,Myself Only,Any Age Range,connected to any,0
PHL,Male,Finance,CXO,Myself Only,55+,connected to big companies,0
PHL,Male,Finance,CXO,Myself Only,55+,connected to any,0
PHL,Male,Finance,CXO,Myself Only,35 to 54,connected to big companies,0
PHL,Male,Finance,CXO,Myself Only,35 to 54,connected to any,0
PHL,Male,Finance,CXO,Myself Only,25 to 34,connected to big companies,0
PHL,Male,Finance,CXO,Myself Only,25 to 34,connected to any,0
PHL,Male,Finance,CXO,Myself Only,18 to 24,connected to big companies,0
PHL,Male,Finance,CXO,Myself Only,18 to 24,connected to any,0
PHL,Male,Finance,VP,Any Company Size,Any Age Range,connected to big companies,830
PHL,Male,Finance,VP,Any Company Size,Any Age Range,connected to any,3900
PHL,Male,Finance,VP,Any Company Size,55+,connected to big companies,0
PHL,Male,Finance,VP,Any Company Size,55+,connected to any,520
PHL,Male,Finance,VP,Any Company Size,35 to 54,connected to big companies,580
PHL,Male,Finance,VP,Any Company Size,35 to 54,connected to any,1800
PHL,Male,Finance,VP,Any Company Size,25 to 34,connected to big companies,0
PHL,Male,Finance,VP,Any Company Size,25 to 34,connected to any,1400
PHL,Male,Finance,VP,Any Company Size,18 to 24,connected to big companies,0
PHL,Male,Finance,VP,Any Company Size,18 to 24,connected to any,0
PHL,Male,Finance,VP,"10,001+ employees",Any Age Range,connected to big companies,410
PHL,Male,Finance,VP,"10,001+ employees",Any Age Range,connected to any,1100
PHL,Male,Finance,VP,"10,001+ employees",55+,connected to big companies,0
PHL,Male,Finance,VP,"10,001+ employees",55+,connected to any,0
PHL,Male,Finance,VP,"10,001+ employees",35 to 54,connected to big companies,310
PHL,Male,Finance,VP,"10,001+ employees",35 to 54,connected to any,610
PHL,Male,Finance,VP,"10,001+ employees",25 to 34,connected to big companies,0
PHL,Male,Finance,VP,"10,001+ employees",25 to 34,connected to any,320
PHL,Male,Finance,VP,"10,001+ employees",18 to 24,connected to big companies,0
PHL,Male,Finance,VP,"10,001+ employees",18 to 24,connected to any,0
PHL,Male,Finance,VP,"5001-10,000 employees",Any Age Range,connected to big companies,0
PHL,Male,Finance,VP,"5001-10,000 employees",Any Age Range,connected to any,0
PHL,Male,Finance,VP,"5001-10,000 employees",55+,connected to big companies,0
PHL,Male,Finance,VP,"5001-10,000 employees",55+,connected to any,0
PHL,Male,Finance,VP,"5001-10,000 employees",35 to 54,connected to big companies,0
PHL,Male,Finance,VP,"5001-10,000 employees",35 to 54,connected to any,0
PHL,Male,Finance,VP,"5001-10,000 employees",25 to 34,connected to big companies,0
PHL,Male,Finance,VP,"5001-10,000 employees",25 to 34,connected to any,0
PHL,Male,Finance,VP,"5001-10,000 employees",18 to 24,connected to big companies,0
PHL,Male,Finance,VP,"5001-10,000 employees",18 to 24,connected to any,0
PHL,Male,Finance,VP,1001-5000 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,VP,1001-5000 employees,Any Age Range,connected to any,630
PHL,Male,Finance,VP,1001-5000 employees,55+,connected to big companies,0
PHL,Male,Finance,VP,1001-5000 employees,55+,connected to any,0
PHL,Male,Finance,VP,1001-5000 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,VP,1001-5000 employees,35 to 54,connected to any,310
PHL,Male,Finance,VP,1001-5000 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,VP,1001-5000 employees,25 to 34,connected to any,0
PHL,Male,Finance,VP,1001-5000 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,VP,1001-5000 employees,18 to 24,connected to any,0
PHL,Male,Finance,VP,501-1000 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,VP,501-1000 employees,Any Age Range,connected to any,0
PHL,Male,Finance,VP,501-1000 employees,55+,connected to big companies,0
PHL,Male,Finance,VP,501-1000 employees,55+,connected to any,0
PHL,Male,Finance,VP,501-1000 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,VP,501-1000 employees,35 to 54,connected to any,0
PHL,Male,Finance,VP,501-1000 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,VP,501-1000 employees,25 to 34,connected to any,0
PHL,Male,Finance,VP,501-1000 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,VP,501-1000 employees,18 to 24,connected to any,0
PHL,Male,Finance,VP,201-500 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,VP,201-500 employees,Any Age Range,connected to any,0
PHL,Male,Finance,VP,201-500 employees,55+,connected to big companies,0
PHL,Male,Finance,VP,201-500 employees,55+,connected to any,0
PHL,Male,Finance,VP,201-500 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,VP,201-500 employees,35 to 54,connected to any,0
PHL,Male,Finance,VP,201-500 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,VP,201-500 employees,25 to 34,connected to any,0
PHL,Male,Finance,VP,201-500 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,VP,201-500 employees,18 to 24,connected to any,0
PHL,Male,Finance,VP,51-200 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,VP,51-200 employees,Any Age Range,connected to any,320
PHL,Male,Finance,VP,51-200 employees,55+,connected to big companies,0
PHL,Male,Finance,VP,51-200 employees,55+,connected to any,0
PHL,Male,Finance,VP,51-200 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,VP,51-200 employees,35 to 54,connected to any,0
PHL,Male,Finance,VP,51-200 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,VP,51-200 employees,25 to 34,connected to any,0
PHL,Male,Finance,VP,51-200 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,VP,51-200 employees,18 to 24,connected to any,0
PHL,Male,Finance,VP,11-50 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,VP,11-50 employees,Any Age Range,connected to any,340
PHL,Male,Finance,VP,11-50 employees,55+,connected to big companies,0
PHL,Male,Finance,VP,11-50 employees,55+,connected to any,0
PHL,Male,Finance,VP,11-50 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,VP,11-50 employees,35 to 54,connected to any,0
PHL,Male,Finance,VP,11-50 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,VP,11-50 employees,25 to 34,connected to any,0
PHL,Male,Finance,VP,11-50 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,VP,11-50 employees,18 to 24,connected to any,0
PHL,Male,Finance,VP,2-10 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,VP,2-10 employees,Any Age Range,connected to any,0
PHL,Male,Finance,VP,2-10 employees,55+,connected to big companies,0
PHL,Male,Finance,VP,2-10 employees,55+,connected to any,0
PHL,Male,Finance,VP,2-10 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,VP,2-10 employees,35 to 54,connected to any,0
PHL,Male,Finance,VP,2-10 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,VP,2-10 employees,25 to 34,connected to any,0
PHL,Male,Finance,VP,2-10 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,VP,2-10 employees,18 to 24,connected to any,0
PHL,Male,Finance,VP,Myself Only,Any Age Range,connected to big companies,0
PHL,Male,Finance,VP,Myself Only,Any Age Range,connected to any,0
PHL,Male,Finance,VP,Myself Only,55+,connected to big companies,0
PHL,Male,Finance,VP,Myself Only,55+,connected to any,0
PHL,Male,Finance,VP,Myself Only,35 to 54,connected to big companies,0
PHL,Male,Finance,VP,Myself Only,35 to 54,connected to any,0
PHL,Male,Finance,VP,Myself Only,25 to 34,connected to big companies,0
PHL,Male,Finance,VP,Myself Only,25 to 34,connected to any,0
PHL,Male,Finance,VP,Myself Only,18 to 24,connected to big companies,0
PHL,Male,Finance,VP,Myself Only,18 to 24,connected to any,0
PHL,Male,Finance,Director,Any Company Size,Any Age Range,connected to big companies,1300
PHL,Male,Finance,Director,Any Company Size,Any Age Range,connected to any,6900
PHL,Male,Finance,Director,Any Company Size,55+,connected to big companies,0
PHL,Male,Finance,Director,Any Company Size,55+,connected to any,610
PHL,Male,Finance,Director,Any Company Size,35 to 54,connected to big companies,920
PHL,Male,Finance,Director,Any Company Size,35 to 54,connected to any,3200
PHL,Male,Finance,Director,Any Company Size,25 to 34,connected to big companies,0
PHL,Male,Finance,Director,Any Company Size,25 to 34,connected to any,2700
PHL,Male,Finance,Director,Any Company Size,18 to 24,connected to big companies,0
PHL,Male,Finance,Director,Any Company Size,18 to 24,connected to any,390
PHL,Male,Finance,Director,"10,001+ employees",Any Age Range,connected to big companies,490
PHL,Male,Finance,Director,"10,001+ employees",Any Age Range,connected to any,1700
PHL,Male,Finance,Director,"10,001+ employees",55+,connected to big companies,0
PHL,Male,Finance,Director,"10,001+ employees",55+,connected to any,0
PHL,Male,Finance,Director,"10,001+ employees",35 to 54,connected to big companies,360
PHL,Male,Finance,Director,"10,001+ employees",35 to 54,connected to any,940
PHL,Male,Finance,Director,"10,001+ employees",25 to 34,connected to big companies,0
PHL,Male,Finance,Director,"10,001+ employees",25 to 34,connected to any,550
PHL,Male,Finance,Director,"10,001+ employees",18 to 24,connected to big companies,0
PHL,Male,Finance,Director,"10,001+ employees",18 to 24,connected to any,0
PHL,Male,Finance,Director,"5001-10,000 employees",Any Age Range,connected to big companies,0
PHL,Male,Finance,Director,"5001-10,000 employees",Any Age Range,connected to any,700
PHL,Male,Finance,Director,"5001-10,000 employees",55+,connected to big companies,0
PHL,Male,Finance,Director,"5001-10,000 employees",55+,connected to any,0
PHL,Male,Finance,Director,"5001-10,000 employees",35 to 54,connected to big companies,0
PHL,Male,Finance,Director,"5001-10,000 employees",35 to 54,connected to any,350
PHL,Male,Finance,Director,"5001-10,000 employees",25 to 34,connected to big companies,0
PHL,Male,Finance,Director,"5001-10,000 employees",25 to 34,connected to any,0
PHL,Male,Finance,Director,"5001-10,000 employees",18 to 24,connected to big companies,0
PHL,Male,Finance,Director,"5001-10,000 employees",18 to 24,connected to any,0
PHL,Male,Finance,Director,1001-5000 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Director,1001-5000 employees,Any Age Range,connected to any,1400
PHL,Male,Finance,Director,1001-5000 employees,55+,connected to big companies,0
PHL,Male,Finance,Director,1001-5000 employees,55+,connected to any,0
PHL,Male,Finance,Director,1001-5000 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Director,1001-5000 employees,35 to 54,connected to any,760
PHL,Male,Finance,Director,1001-5000 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Director,1001-5000 employees,25 to 34,connected to any,490
PHL,Male,Finance,Director,1001-5000 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Director,1001-5000 employees,18 to 24,connected to any,0
PHL,Male,Finance,Director,501-1000 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Director,501-1000 employees,Any Age Range,connected to any,640
PHL,Male,Finance,Director,501-1000 employees,55+,connected to big companies,0
PHL,Male,Finance,Director,501-1000 employees,55+,connected to any,0
PHL,Male,Finance,Director,501-1000 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Director,501-1000 employees,35 to 54,connected to any,320
PHL,Male,Finance,Director,501-1000 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Director,501-1000 employees,25 to 34,connected to any,0
PHL,Male,Finance,Director,501-1000 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Director,501-1000 employees,18 to 24,connected to any,0
PHL,Male,Finance,Director,201-500 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Director,201-500 employees,Any Age Range,connected to any,390
PHL,Male,Finance,Director,201-500 employees,55+,connected to big companies,0
PHL,Male,Finance,Director,201-500 employees,55+,connected to any,0
PHL,Male,Finance,Director,201-500 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Director,201-500 employees,35 to 54,connected to any,0
PHL,Male,Finance,Director,201-500 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Director,201-500 employees,25 to 34,connected to any,0
PHL,Male,Finance,Director,201-500 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Director,201-500 employees,18 to 24,connected to any,0
PHL,Male,Finance,Director,51-200 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Director,51-200 employees,Any Age Range,connected to any,590
PHL,Male,Finance,Director,51-200 employees,55+,connected to big companies,0
PHL,Male,Finance,Director,51-200 employees,55+,connected to any,0
PHL,Male,Finance,Director,51-200 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Director,51-200 employees,35 to 54,connected to any,0
PHL,Male,Finance,Director,51-200 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Director,51-200 employees,25 to 34,connected to any,0
PHL,Male,Finance,Director,51-200 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Director,51-200 employees,18 to 24,connected to any,0
PHL,Male,Finance,Director,11-50 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Director,11-50 employees,Any Age Range,connected to any,570
PHL,Male,Finance,Director,11-50 employees,55+,connected to big companies,0
PHL,Male,Finance,Director,11-50 employees,55+,connected to any,0
PHL,Male,Finance,Director,11-50 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Director,11-50 employees,35 to 54,connected to any,0
PHL,Male,Finance,Director,11-50 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Director,11-50 employees,25 to 34,connected to any,0
PHL,Male,Finance,Director,11-50 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Director,11-50 employees,18 to 24,connected to any,0
PHL,Male,Finance,Director,2-10 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Director,2-10 employees,Any Age Range,connected to any,340
PHL,Male,Finance,Director,2-10 employees,55+,connected to big companies,0
PHL,Male,Finance,Director,2-10 employees,55+,connected to any,0
PHL,Male,Finance,Director,2-10 employees,35 to 54,connected to big companies,0
PHL,Male,Finance,Director,2-10 employees,35 to 54,connected to any,0
PHL,Male,Finance,Director,2-10 employees,25 to 34,connected to big companies,0
PHL,Male,Finance,Director,2-10 employees,25 to 34,connected to any,0
PHL,Male,Finance,Director,2-10 employees,18 to 24,connected to big companies,0
PHL,Male,Finance,Director,2-10 employees,18 to 24,connected to any,0
PHL,Male,Finance,Director,Myself Only,Any Age Range,connected to big companies,0
PHL,Male,Finance,Director,Myself Only,Any Age Range,connected to any,0
PHL,Male,Finance,Director,Myself Only,55+,connected to big companies,0
PHL,Male,Finance,Director,Myself Only,55+,connected to any,0
PHL,Male,Finance,Director,Myself Only,35 to 54,connected to big companies,0
PHL,Male,Finance,Director,Myself Only,35 to 54,connected to any,0
PHL,Male,Finance,Director,Myself Only,25 to 34,connected to big companies,0
PHL,Male,Finance,Director,Myself Only,25 to 34,connected to any,0
PHL,Male,Finance,Director,Myself Only,18 to 24,connected to big companies,0
PHL,Male,Finance,Director,Myself Only,18 to 24,connected to any,0
PHL,Male,Finance,Manager,Any Company Size,Any Age Range,connected to big companies,1600
PHL,Male,Finance,Manager,Any Company Size,Any Age Range,connected to any,13000
PHL,Male,Finance,Manager,Any Company Size,55+,connected to big companies,0
PHL,Male,Finance,Manager,Any Company Size,55+,connected to any,480
PHL,Male,Finance,Manager,Any Company Size,35 to 54,connected to big companies,920
PHL,Male,Finance,Manager,Any Company Size,35 to 54,connected to any,4600
PHL,Male,Finance,Manager,Any Company Size,25 to 34,connected to big companies,570
PHL,Male,Finance,Manager,Any Company Size,25 to 34,connected to any,6800
PHL,Male,Finance,Manager,Any Company Size,18 to 24,connected to big companies,0
PHL,Male,Finance,Manager,Any Company Size,18 to 24,connected to any,1100
PHL,Male,Finance,Manager,"10,001+ employees",Any Age Range,connected to big companies,750
PHL,Male,Finance,Manager,"10,001+ employees",Any Age Range,connected to any,3400
PHL,Male,Finance,Manager,"10,001+ employees",55+,connected to big companies,0
PHL,Male,Finance,Manager,"10,001+ employees",55+,connected to any,0
PHL,Male,Finance,Manager,"10,001+ employees",35 to 54,connected to big companies,480
PHL,Male,Finance,Manager,"10,001+ employees",35 to 54,connected to any,1500
PHL,Male,Finance,Manager,"10,001+ employees",25 to 34,connected to big companies,0
PHL,Male,Finance,Manager,"10,001+ employees",25 to 34,connected to any,1500
PHL,Male,Finance,Manager,"10,001+ employees",18 to 24,connected to big companies,0
PHL,Male,Finance,Manager,"10,001+ employees",18 to 24,connected to any,0
PHL,Male,Finance,Manager,"5001-10,000 employees",Any Age Range,connected to big companies,0
PHL,Male,Finance,Manager,"5001-10,000 employees",Any Age Range,connected to any,1200
PHL,Male,Finance,Manager,"5001-10,000 employees",55+,connected to big companies,0
PHL,Male,Finance,Manager,"5001-10,000 employees",55+,connected to any,0
PHL,Male,Finance,Manager,"5001-10,000 employees",35 to 54,connected to big companies,0
PHL,Male,Finance,Manager,"5001-10,000 employees",35 to 54,connected to any,440
PHL,Male,Finance,Manager,"5001-10,000 employees",25 to 34,connected to big companies,0
PHL,Male,Finance,Manager,"5001-10,000 employees",25 to 34,connected to any,530
PHL,Male,Finance,Manager,"5001-10,000 employees",18 to 24,connected to big companies,0
PHL,Male,Finance,Manager,"5001-10,000 employees",18 to 24,connected to any,0
PHL,Male,Finance,Manager,1001-5000 employees,Any Age Range,connected to big companies,0
PHL,Male,Finance,Manager,1001-5000 employees,Any Age Range,connected to any,2100
PHL,Male,Finance,Manager,1001-5000 employees,55+,connected to big companies,0
PHL,Male,Finance,Manager,1001-5000 employees,55+,connected to any,0
