Country,Gender,Age Range,Job seniority,Member Behavior,Employer,Count
US,Male,35 to 54,Training,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,35 to 54,Training,Recently Switched Jobs,Google,0
US,Male,35 to 54,Training,Recently Switched Jobs,Netflix,0
US,Male,35 to 54,Training,Recently Switched Jobs,Apple,0
US,Male,35 to 54,Training,Recently Switched Jobs,Amazon,0
US,Male,35 to 54,Training,Recently Switched Jobs,Facebook,0
US,Male,35 to 54,Training,Job Seekers,Amazon Web Services (AWS),0
US,Male,35 to 54,Training,Job Seekers,Google,0
US,Male,35 to 54,Training,Job Seekers,Netflix,0
US,Male,35 to 54,Training,Job Seekers,Apple,0
US,Male,35 to 54,Training,Job Seekers,Amazon,0
US,Male,35 to 54,Training,Job Seekers,Facebook,0
US,Male,35 to 54,Unpaid,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,35 to 54,Unpaid,Open to Relocation (International),Google,0
US,Male,35 to 54,Unpaid,Open to Relocation (International),Netflix,0
US,Male,35 to 54,Unpaid,Open to Relocation (International),Apple,0
US,Male,35 to 54,Unpaid,Open to Relocation (International),Amazon,0
US,Male,35 to 54,Unpaid,Open to Relocation (International),Facebook,0
US,Male,35 to 54,Unpaid,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,35 to 54,Unpaid,Open to Relocation (Domestic),Google,0
US,Male,35 to 54,Unpaid,Open to Relocation (Domestic),Netflix,0
US,Male,35 to 54,Unpaid,Open to Relocation (Domestic),Apple,0
US,Male,35 to 54,Unpaid,Open to Relocation (Domestic),Amazon,0
US,Male,35 to 54,Unpaid,Open to Relocation (Domestic),Facebook,0
US,Male,35 to 54,Unpaid,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,35 to 54,Unpaid,Recently Switched Jobs,Google,0
US,Male,35 to 54,Unpaid,Recently Switched Jobs,Netflix,0
US,Male,35 to 54,Unpaid,Recently Switched Jobs,Apple,0
US,Male,35 to 54,Unpaid,Recently Switched Jobs,Amazon,0
US,Male,35 to 54,Unpaid,Recently Switched Jobs,Facebook,0
US,Male,35 to 54,Unpaid,Job Seekers,Amazon Web Services (AWS),0
US,Male,35 to 54,Unpaid,Job Seekers,Google,0
US,Male,35 to 54,Unpaid,Job Seekers,Netflix,0
US,Male,35 to 54,Unpaid,Job Seekers,Apple,0
US,Male,35 to 54,Unpaid,Job Seekers,Amazon,0
US,Male,35 to 54,Unpaid,Job Seekers,Facebook,0
US,Male,25 to 34,Owner,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,Owner,Open to Relocation (International),Google,0
US,Male,25 to 34,Owner,Open to Relocation (International),Netflix,0
US,Male,25 to 34,Owner,Open to Relocation (International),Apple,0
US,Male,25 to 34,Owner,Open to Relocation (International),Amazon,0
US,Male,25 to 34,Owner,Open to Relocation (International),Facebook,0
US,Male,25 to 34,Owner,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,25 to 34,Owner,Open to Relocation (Domestic),Google,0
US,Male,25 to 34,Owner,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,Owner,Open to Relocation (Domestic),Apple,0
US,Male,25 to 34,Owner,Open to Relocation (Domestic),Amazon,0
US,Male,25 to 34,Owner,Open to Relocation (Domestic),Facebook,0
US,Male,25 to 34,Owner,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,25 to 34,Owner,Recently Switched Jobs,Google,0
US,Male,25 to 34,Owner,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,Owner,Recently Switched Jobs,Apple,0
US,Male,25 to 34,Owner,Recently Switched Jobs,Amazon,0
US,Male,25 to 34,Owner,Recently Switched Jobs,Facebook,0
US,Male,25 to 34,Owner,Job Seekers,Amazon Web Services (AWS),0
US,Male,25 to 34,Owner,Job Seekers,Google,0
US,Male,25 to 34,Owner,Job Seekers,Netflix,0
US,Male,25 to 34,Owner,Job Seekers,Apple,0
US,Male,25 to 34,Owner,Job Seekers,Amazon,330
US,Male,25 to 34,Owner,Job Seekers,Facebook,0
US,Male,25 to 34,Partner,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,Partner,Open to Relocation (International),Google,0
US,Male,25 to 34,Partner,Open to Relocation (International),Netflix,0
US,Male,25 to 34,Partner,Open to Relocation (International),Apple,0
US,Male,25 to 34,Partner,Open to Relocation (International),Amazon,0
US,Male,25 to 34,Partner,Open to Relocation (International),Facebook,0
US,Male,25 to 34,Partner,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,25 to 34,Partner,Open to Relocation (Domestic),Google,0
US,Male,25 to 34,Partner,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,Partner,Open to Relocation (Domestic),Apple,0
US,Male,25 to 34,Partner,Open to Relocation (Domestic),Amazon,0
US,Male,25 to 34,Partner,Open to Relocation (Domestic),Facebook,0
US,Male,25 to 34,Partner,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,25 to 34,Partner,Recently Switched Jobs,Google,0
US,Male,25 to 34,Partner,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,Partner,Recently Switched Jobs,Apple,0
US,Male,25 to 34,Partner,Recently Switched Jobs,Amazon,0
US,Male,25 to 34,Partner,Recently Switched Jobs,Facebook,0
US,Male,25 to 34,Partner,Job Seekers,Amazon Web Services (AWS),0
US,Male,25 to 34,Partner,Job Seekers,Google,0
US,Male,25 to 34,Partner,Job Seekers,Netflix,0
US,Male,25 to 34,Partner,Job Seekers,Apple,0
US,Male,25 to 34,Partner,Job Seekers,Amazon,0
US,Male,25 to 34,Partner,Job Seekers,Facebook,0
US,Male,25 to 34,CXO,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,CXO,Open to Relocation (International),Google,0
US,Male,25 to 34,CXO,Open to Relocation (International),Netflix,0
US,Male,25 to 34,CXO,Open to Relocation (International),Apple,0
US,Male,25 to 34,CXO,Open to Relocation (International),Amazon,0
US,Male,25 to 34,CXO,Open to Relocation (International),Facebook,0
US,Male,25 to 34,CXO,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,25 to 34,CXO,Open to Relocation (Domestic),Google,0
US,Male,25 to 34,CXO,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,CXO,Open to Relocation (Domestic),Apple,0
US,Male,25 to 34,CXO,Open to Relocation (Domestic),Amazon,0
US,Male,25 to 34,CXO,Open to Relocation (Domestic),Facebook,0
US,Male,25 to 34,CXO,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,25 to 34,CXO,Recently Switched Jobs,Google,0
US,Male,25 to 34,CXO,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,CXO,Recently Switched Jobs,Apple,0
US,Male,25 to 34,CXO,Recently Switched Jobs,Amazon,0
US,Male,25 to 34,CXO,Recently Switched Jobs,Facebook,0
US,Male,25 to 34,CXO,Job Seekers,Amazon Web Services (AWS),0
US,Male,25 to 34,CXO,Job Seekers,Google,0
US,Male,25 to 34,CXO,Job Seekers,Netflix,0
US,Male,25 to 34,CXO,Job Seekers,Apple,0
US,Male,25 to 34,CXO,Job Seekers,Amazon,0
US,Male,25 to 34,CXO,Job Seekers,Facebook,0
US,Male,25 to 34,VP,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,VP,Open to Relocation (International),Google,0
US,Male,25 to 34,VP,Open to Relocation (International),Netflix,0
US,Male,25 to 34,VP,Open to Relocation (International),Apple,0
US,Male,25 to 34,VP,Open to Relocation (International),Amazon,0
US,Male,25 to 34,VP,Open to Relocation (International),Facebook,0
US,Male,25 to 34,VP,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,25 to 34,VP,Open to Relocation (Domestic),Google,0
US,Male,25 to 34,VP,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,VP,Open to Relocation (Domestic),Apple,0
US,Male,25 to 34,VP,Open to Relocation (Domestic),Amazon,0
US,Male,25 to 34,VP,Open to Relocation (Domestic),Facebook,0
US,Male,25 to 34,VP,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,25 to 34,VP,Recently Switched Jobs,Google,0
US,Male,25 to 34,VP,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,VP,Recently Switched Jobs,Apple,0
US,Male,25 to 34,VP,Recently Switched Jobs,Amazon,0
US,Male,25 to 34,VP,Recently Switched Jobs,Facebook,0
US,Male,25 to 34,VP,Job Seekers,Amazon Web Services (AWS),0
US,Male,25 to 34,VP,Job Seekers,Google,0
US,Male,25 to 34,VP,Job Seekers,Netflix,0
US,Male,25 to 34,VP,Job Seekers,Apple,0
US,Male,25 to 34,VP,Job Seekers,Amazon,0
US,Male,25 to 34,VP,Job Seekers,Facebook,0
US,Male,25 to 34,Director,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,Director,Open to Relocation (International),Google,0
US,Male,25 to 34,Director,Open to Relocation (International),Netflix,0
US,Male,25 to 34,Director,Open to Relocation (International),Apple,0
US,Male,25 to 34,Director,Open to Relocation (International),Amazon,0
US,Male,25 to 34,Director,Open to Relocation (International),Facebook,0
US,Male,25 to 34,Director,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,25 to 34,Director,Open to Relocation (Domestic),Google,0
US,Male,25 to 34,Director,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,Director,Open to Relocation (Domestic),Apple,0
US,Male,25 to 34,Director,Open to Relocation (Domestic),Amazon,0
US,Male,25 to 34,Director,Open to Relocation (Domestic),Facebook,0
US,Male,25 to 34,Director,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,25 to 34,Director,Recently Switched Jobs,Google,0
US,Male,25 to 34,Director,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,Director,Recently Switched Jobs,Apple,0
US,Male,25 to 34,Director,Recently Switched Jobs,Amazon,0
US,Male,25 to 34,Director,Recently Switched Jobs,Facebook,0
US,Male,25 to 34,Director,Job Seekers,Amazon Web Services (AWS),0
US,Male,25 to 34,Director,Job Seekers,Google,0
US,Male,25 to 34,Director,Job Seekers,Netflix,0
US,Male,25 to 34,Director,Job Seekers,Apple,0
US,Male,25 to 34,Director,Job Seekers,Amazon,340
US,Male,25 to 34,Director,Job Seekers,Facebook,0
US,Male,25 to 34,Manager,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,Manager,Open to Relocation (International),Google,0
US,Male,25 to 34,Manager,Open to Relocation (International),Netflix,0
US,Male,25 to 34,Manager,Open to Relocation (International),Apple,0
US,Male,25 to 34,Manager,Open to Relocation (International),Amazon,0
US,Male,25 to 34,Manager,Open to Relocation (International),Facebook,0
US,Male,25 to 34,Manager,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,25 to 34,Manager,Open to Relocation (Domestic),Google,0
US,Male,25 to 34,Manager,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,Manager,Open to Relocation (Domestic),Apple,0
US,Male,25 to 34,Manager,Open to Relocation (Domestic),Amazon,990
US,Male,25 to 34,Manager,Open to Relocation (Domestic),Facebook,0
US,Male,25 to 34,Manager,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,25 to 34,Manager,Recently Switched Jobs,Google,0
US,Male,25 to 34,Manager,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,Manager,Recently Switched Jobs,Apple,0
US,Male,25 to 34,Manager,Recently Switched Jobs,Amazon,590
US,Male,25 to 34,Manager,Recently Switched Jobs,Facebook,0
US,Male,25 to 34,Manager,Job Seekers,Amazon Web Services (AWS),640
US,Male,25 to 34,Manager,Job Seekers,Google,790
US,Male,25 to 34,Manager,Job Seekers,Netflix,0
US,Male,25 to 34,Manager,Job Seekers,Apple,980
US,Male,25 to 34,Manager,Job Seekers,Amazon,4200
US,Male,25 to 34,Manager,Job Seekers,Facebook,760
US,Male,25 to 34,Senior,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,Senior,Open to Relocation (International),Google,0
US,Male,25 to 34,Senior,Open to Relocation (International),Netflix,0
US,Male,25 to 34,Senior,Open to Relocation (International),Apple,0
US,Male,25 to 34,Senior,Open to Relocation (International),Amazon,0
US,Male,25 to 34,Senior,Open to Relocation (International),Facebook,0
US,Male,25 to 34,Senior,Open to Relocation (Domestic),Amazon Web Services (AWS),460
US,Male,25 to 34,Senior,Open to Relocation (Domestic),Google,420
US,Male,25 to 34,Senior,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,Senior,Open to Relocation (Domestic),Apple,740
US,Male,25 to 34,Senior,Open to Relocation (Domestic),Amazon,1200
US,Male,25 to 34,Senior,Open to Relocation (Domestic),Facebook,370
US,Male,25 to 34,Senior,Recently Switched Jobs,Amazon Web Services (AWS),300
US,Male,25 to 34,Senior,Recently Switched Jobs,Google,330
US,Male,25 to 34,Senior,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,Senior,Recently Switched Jobs,Apple,530
US,Male,25 to 34,Senior,Recently Switched Jobs,Amazon,910
US,Male,25 to 34,Senior,Recently Switched Jobs,Facebook,0
US,Male,25 to 34,Senior,Job Seekers,Amazon Web Services (AWS),2000
US,Male,25 to 34,Senior,Job Seekers,Google,2500
US,Male,25 to 34,Senior,Job Seekers,Netflix,380
US,Male,25 to 34,Senior,Job Seekers,Apple,3100
US,Male,25 to 34,Senior,Job Seekers,Amazon,5000
US,Male,25 to 34,Senior,Job Seekers,Facebook,1600
US,Male,25 to 34,Entry,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,Entry,Open to Relocation (International),Google,0
US,Male,25 to 34,Entry,Open to Relocation (International),Netflix,0
US,Male,25 to 34,Entry,Open to Relocation (International),Apple,0
US,Male,25 to 34,Entry,Open to Relocation (International),Amazon,0
US,Male,25 to 34,Entry,Open to Relocation (International),Facebook,0
US,Male,25 to 34,Entry,Open to Relocation (Domestic),Amazon Web Services (AWS),820
US,Male,25 to 34,Entry,Open to Relocation (Domestic),Google,400
US,Male,25 to 34,Entry,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,Entry,Open to Relocation (Domestic),Apple,670
US,Male,25 to 34,Entry,Open to Relocation (Domestic),Amazon,2100
US,Male,25 to 34,Entry,Open to Relocation (Domestic),Facebook,400
US,Male,25 to 34,Entry,Recently Switched Jobs,Amazon Web Services (AWS),480
US,Male,25 to 34,Entry,Recently Switched Jobs,Google,590
US,Male,25 to 34,Entry,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,Entry,Recently Switched Jobs,Apple,780
US,Male,25 to 34,Entry,Recently Switched Jobs,Amazon,1900
US,Male,25 to 34,Entry,Recently Switched Jobs,Facebook,380
US,Male,25 to 34,Entry,Job Seekers,Amazon Web Services (AWS),3100
US,Male,25 to 34,Entry,Job Seekers,Google,3100
US,Male,25 to 34,Entry,Job Seekers,Netflix,0
US,Male,25 to 34,Entry,Job Seekers,Apple,3600
US,Male,25 to 34,Entry,Job Seekers,Amazon,8700
US,Male,25 to 34,Entry,Job Seekers,Facebook,2700
US,Male,25 to 34,Training,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,Training,Open to Relocation (International),Google,0
US,Male,25 to 34,Training,Open to Relocation (International),Netflix,0
US,Male,25 to 34,Training,Open to Relocation (International),Apple,0
US,Male,25 to 34,Training,Open to Relocation (International),Amazon,0
US,Male,25 to 34,Training,Open to Relocation (International),Facebook,0
US,Male,25 to 34,Training,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,25 to 34,Training,Open to Relocation (Domestic),Google,0
US,Male,25 to 34,Training,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,Training,Open to Relocation (Domestic),Apple,0
US,Male,25 to 34,Training,Open to Relocation (Domestic),Amazon,0
US,Male,25 to 34,Training,Open to Relocation (Domestic),Facebook,0
US,Male,25 to 34,Training,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,25 to 34,Training,Recently Switched Jobs,Google,0
US,Male,25 to 34,Training,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,Training,Recently Switched Jobs,Apple,0
US,Male,25 to 34,Training,Recently Switched Jobs,Amazon,0
US,Male,25 to 34,Training,Recently Switched Jobs,Facebook,0
US,Male,25 to 34,Training,Job Seekers,Amazon Web Services (AWS),0
US,Male,25 to 34,Training,Job Seekers,Google,0
US,Male,25 to 34,Training,Job Seekers,Netflix,0
US,Male,25 to 34,Training,Job Seekers,Apple,0
US,Male,25 to 34,Training,Job Seekers,Amazon,0
US,Male,25 to 34,Training,Job Seekers,Facebook,0
US,Male,25 to 34,Unpaid,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,25 to 34,Unpaid,Open to Relocation (International),Google,0
US,Male,25 to 34,Unpaid,Open to Relocation (International),Netflix,0
US,Male,25 to 34,Unpaid,Open to Relocation (International),Apple,0
US,Male,25 to 34,Unpaid,Open to Relocation (International),Amazon,0
US,Male,25 to 34,Unpaid,Open to Relocation (International),Facebook,0
US,Male,25 to 34,Unpaid,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,25 to 34,Unpaid,Open to Relocation (Domestic),Google,0
US,Male,25 to 34,Unpaid,Open to Relocation (Domestic),Netflix,0
US,Male,25 to 34,Unpaid,Open to Relocation (Domestic),Apple,0
US,Male,25 to 34,Unpaid,Open to Relocation (Domestic),Amazon,0
US,Male,25 to 34,Unpaid,Open to Relocation (Domestic),Facebook,0
US,Male,25 to 34,Unpaid,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,25 to 34,Unpaid,Recently Switched Jobs,Google,0
US,Male,25 to 34,Unpaid,Recently Switched Jobs,Netflix,0
US,Male,25 to 34,Unpaid,Recently Switched Jobs,Apple,0
US,Male,25 to 34,Unpaid,Recently Switched Jobs,Amazon,0
US,Male,25 to 34,Unpaid,Recently Switched Jobs,Facebook,0
US,Male,25 to 34,Unpaid,Job Seekers,Amazon Web Services (AWS),0
US,Male,25 to 34,Unpaid,Job Seekers,Google,0
US,Male,25 to 34,Unpaid,Job Seekers,Netflix,0
US,Male,25 to 34,Unpaid,Job Seekers,Apple,0
US,Male,25 to 34,Unpaid,Job Seekers,Amazon,0
US,Male,25 to 34,Unpaid,Job Seekers,Facebook,0
US,Male,18 to 24,Owner,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,Owner,Open to Relocation (International),Google,0
US,Male,18 to 24,Owner,Open to Relocation (International),Netflix,0
US,Male,18 to 24,Owner,Open to Relocation (International),Apple,0
US,Male,18 to 24,Owner,Open to Relocation (International),Amazon,0
US,Male,18 to 24,Owner,Open to Relocation (International),Facebook,0
US,Male,18 to 24,Owner,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,Owner,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,Owner,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,Owner,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,Owner,Open to Relocation (Domestic),Amazon,0
US,Male,18 to 24,Owner,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,Owner,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,Owner,Recently Switched Jobs,Google,0
US,Male,18 to 24,Owner,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,Owner,Recently Switched Jobs,Apple,0
US,Male,18 to 24,Owner,Recently Switched Jobs,Amazon,0
US,Male,18 to 24,Owner,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,Owner,Job Seekers,Amazon Web Services (AWS),0
US,Male,18 to 24,Owner,Job Seekers,Google,0
US,Male,18 to 24,Owner,Job Seekers,Netflix,0
US,Male,18 to 24,Owner,Job Seekers,Apple,0
US,Male,18 to 24,Owner,Job Seekers,Amazon,0
US,Male,18 to 24,Owner,Job Seekers,Facebook,0
US,Male,18 to 24,Partner,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,Partner,Open to Relocation (International),Google,0
US,Male,18 to 24,Partner,Open to Relocation (International),Netflix,0
US,Male,18 to 24,Partner,Open to Relocation (International),Apple,0
US,Male,18 to 24,Partner,Open to Relocation (International),Amazon,0
US,Male,18 to 24,Partner,Open to Relocation (International),Facebook,0
US,Male,18 to 24,Partner,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,Partner,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,Partner,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,Partner,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,Partner,Open to Relocation (Domestic),Amazon,0
US,Male,18 to 24,Partner,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,Partner,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,Partner,Recently Switched Jobs,Google,0
US,Male,18 to 24,Partner,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,Partner,Recently Switched Jobs,Apple,0
US,Male,18 to 24,Partner,Recently Switched Jobs,Amazon,0
US,Male,18 to 24,Partner,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,Partner,Job Seekers,Amazon Web Services (AWS),0
US,Male,18 to 24,Partner,Job Seekers,Google,0
US,Male,18 to 24,Partner,Job Seekers,Netflix,0
US,Male,18 to 24,Partner,Job Seekers,Apple,0
US,Male,18 to 24,Partner,Job Seekers,Amazon,0
US,Male,18 to 24,Partner,Job Seekers,Facebook,0
US,Male,18 to 24,CXO,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,CXO,Open to Relocation (International),Google,0
US,Male,18 to 24,CXO,Open to Relocation (International),Netflix,0
US,Male,18 to 24,CXO,Open to Relocation (International),Apple,0
US,Male,18 to 24,CXO,Open to Relocation (International),Amazon,0
US,Male,18 to 24,CXO,Open to Relocation (International),Facebook,0
US,Male,18 to 24,CXO,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,CXO,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,CXO,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,CXO,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,CXO,Open to Relocation (Domestic),Amazon,0
US,Male,18 to 24,CXO,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,CXO,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,CXO,Recently Switched Jobs,Google,0
US,Male,18 to 24,CXO,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,CXO,Recently Switched Jobs,Apple,0
US,Male,18 to 24,CXO,Recently Switched Jobs,Amazon,0
US,Male,18 to 24,CXO,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,CXO,Job Seekers,Amazon Web Services (AWS),0
US,Male,18 to 24,CXO,Job Seekers,Google,0
US,Male,18 to 24,CXO,Job Seekers,Netflix,0
US,Male,18 to 24,CXO,Job Seekers,Apple,0
US,Male,18 to 24,CXO,Job Seekers,Amazon,0
US,Male,18 to 24,CXO,Job Seekers,Facebook,0
US,Male,18 to 24,VP,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,VP,Open to Relocation (International),Google,0
US,Male,18 to 24,VP,Open to Relocation (International),Netflix,0
US,Male,18 to 24,VP,Open to Relocation (International),Apple,0
US,Male,18 to 24,VP,Open to Relocation (International),Amazon,0
US,Male,18 to 24,VP,Open to Relocation (International),Facebook,0
US,Male,18 to 24,VP,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,VP,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,VP,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,VP,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,VP,Open to Relocation (Domestic),Amazon,0
US,Male,18 to 24,VP,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,VP,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,VP,Recently Switched Jobs,Google,0
US,Male,18 to 24,VP,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,VP,Recently Switched Jobs,Apple,0
US,Male,18 to 24,VP,Recently Switched Jobs,Amazon,0
US,Male,18 to 24,VP,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,VP,Job Seekers,Amazon Web Services (AWS),0
US,Male,18 to 24,VP,Job Seekers,Google,0
US,Male,18 to 24,VP,Job Seekers,Netflix,0
US,Male,18 to 24,VP,Job Seekers,Apple,0
US,Male,18 to 24,VP,Job Seekers,Amazon,0
US,Male,18 to 24,VP,Job Seekers,Facebook,0
US,Male,18 to 24,Director,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,Director,Open to Relocation (International),Google,0
US,Male,18 to 24,Director,Open to Relocation (International),Netflix,0
US,Male,18 to 24,Director,Open to Relocation (International),Apple,0
US,Male,18 to 24,Director,Open to Relocation (International),Amazon,0
US,Male,18 to 24,Director,Open to Relocation (International),Facebook,0
US,Male,18 to 24,Director,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,Director,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,Director,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,Director,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,Director,Open to Relocation (Domestic),Amazon,0
US,Male,18 to 24,Director,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,Director,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,Director,Recently Switched Jobs,Google,0
US,Male,18 to 24,Director,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,Director,Recently Switched Jobs,Apple,0
US,Male,18 to 24,Director,Recently Switched Jobs,Amazon,0
US,Male,18 to 24,Director,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,Director,Job Seekers,Amazon Web Services (AWS),0
US,Male,18 to 24,Director,Job Seekers,Google,0
US,Male,18 to 24,Director,Job Seekers,Netflix,0
US,Male,18 to 24,Director,Job Seekers,Apple,0
US,Male,18 to 24,Director,Job Seekers,Amazon,0
US,Male,18 to 24,Director,Job Seekers,Facebook,0
US,Male,18 to 24,Manager,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,Manager,Open to Relocation (International),Google,0
US,Male,18 to 24,Manager,Open to Relocation (International),Netflix,0
US,Male,18 to 24,Manager,Open to Relocation (International),Apple,0
US,Male,18 to 24,Manager,Open to Relocation (International),Amazon,0
US,Male,18 to 24,Manager,Open to Relocation (International),Facebook,0
US,Male,18 to 24,Manager,Open to Relocation (Domestic),Amazon Web Services (AWS),0
US,Male,18 to 24,Manager,Open to Relocation (Domestic),Google,0
US,Male,18 to 24,Manager,Open to Relocation (Domestic),Netflix,0
US,Male,18 to 24,Manager,Open to Relocation (Domestic),Apple,0
US,Male,18 to 24,Manager,Open to Relocation (Domestic),Amazon,380
US,Male,18 to 24,Manager,Open to Relocation (Domestic),Facebook,0
US,Male,18 to 24,Manager,Recently Switched Jobs,Amazon Web Services (AWS),0
US,Male,18 to 24,Manager,Recently Switched Jobs,Google,0
US,Male,18 to 24,Manager,Recently Switched Jobs,Netflix,0
US,Male,18 to 24,Manager,Recently Switched Jobs,Apple,0
US,Male,18 to 24,Manager,Recently Switched Jobs,Amazon,0
US,Male,18 to 24,Manager,Recently Switched Jobs,Facebook,0
US,Male,18 to 24,Manager,Job Seekers,Amazon Web Services (AWS),0
US,Male,18 to 24,Manager,Job Seekers,Google,0
US,Male,18 to 24,Manager,Job Seekers,Netflix,0
US,Male,18 to 24,Manager,Job Seekers,Apple,0
US,Male,18 to 24,Manager,Job Seekers,Amazon,1300
US,Male,18 to 24,Manager,Job Seekers,Facebook,0
US,Male,18 to 24,Senior,Open to Relocation (International),Amazon Web Services (AWS),0
US,Male,18 to 24,Senior,Open to Relocation (International),Google,0
US,Male,18 to 24,Senior,Open to Relocation (International),Netflix,0
