0,1,2,3,4,5,6,7,8
VNM,Any Gender,IT,Senior,Myself Only,Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,Any Age Range,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,Any Age Range,any recent status,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,Any Age Range,any recent status,connected to any,810
VNM,Any Gender,IT,Senior,Myself Only,55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,55+,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,55+,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,55+,recently relocated,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,55+,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,55+,recently promoted,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,55+,any recent status,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,55+,any recent status,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,35 to 54,recently relocated,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,35 to 54,any recent status,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,25 to 34,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,25 to 34,recently promoted,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,25 to 34,any recent status,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,25 to 34,any recent status,connected to any,590
VNM,Any Gender,IT,Senior,Myself Only,18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,18 to 24,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,18 to 24,recently relocated,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,18 to 24,recently promoted,connected to any,0
VNM,Any Gender,IT,Senior,Myself Only,18 to 24,any recent status,connected to big companies,0
VNM,Any Gender,IT,Senior,Myself Only,18 to 24,any recent status,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,Any Age Range,recently switched jobs,connected to big companies,650
VNM,Any Gender,IT,Entry,Any Company Size,Any Age Range,recently switched jobs,connected to any,8100
VNM,Any Gender,IT,Entry,Any Company Size,Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,Any Age Range,any recent status,connected to big companies,6100
VNM,Any Gender,IT,Entry,Any Company Size,Any Age Range,any recent status,connected to any,140000
VNM,Any Gender,IT,Entry,Any Company Size,55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,55+,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,55+,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,55+,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,55+,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,55+,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,55+,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,55+,any recent status,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,35 to 54,recently switched jobs,connected to any,480
VNM,Any Gender,IT,Entry,Any Company Size,35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,35 to 54,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,35 to 54,any recent status,connected to big companies,850
VNM,Any Gender,IT,Entry,Any Company Size,35 to 54,any recent status,connected to any,8600
VNM,Any Gender,IT,Entry,Any Company Size,25 to 34,recently switched jobs,connected to big companies,420
VNM,Any Gender,IT,Entry,Any Company Size,25 to 34,recently switched jobs,connected to any,5200
VNM,Any Gender,IT,Entry,Any Company Size,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,25 to 34,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,25 to 34,any recent status,connected to big companies,4200
VNM,Any Gender,IT,Entry,Any Company Size,25 to 34,any recent status,connected to any,89000
VNM,Any Gender,IT,Entry,Any Company Size,18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,18 to 24,recently switched jobs,connected to any,2400
VNM,Any Gender,IT,Entry,Any Company Size,18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,18 to 24,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,Any Company Size,18 to 24,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,Any Company Size,18 to 24,any recent status,connected to big companies,1100
VNM,Any Gender,IT,Entry,Any Company Size,18 to 24,any recent status,connected to any,41000
VNM,Any Gender,IT,Entry,"10,001+ employees",Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",Any Age Range,recently switched jobs,connected to any,1600
VNM,Any Gender,IT,Entry,"10,001+ employees",Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",Any Age Range,any recent status,connected to big companies,1100
VNM,Any Gender,IT,Entry,"10,001+ employees",Any Age Range,any recent status,connected to any,31000
VNM,Any Gender,IT,Entry,"10,001+ employees",55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",55+,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",55+,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",55+,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",55+,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",55+,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",55+,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",55+,any recent status,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",35 to 54,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",35 to 54,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",35 to 54,any recent status,connected to any,1600
VNM,Any Gender,IT,Entry,"10,001+ employees",25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",25 to 34,recently switched jobs,connected to any,930
VNM,Any Gender,IT,Entry,"10,001+ employees",25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",25 to 34,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",25 to 34,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",25 to 34,any recent status,connected to big companies,690
VNM,Any Gender,IT,Entry,"10,001+ employees",25 to 34,any recent status,connected to any,17000
VNM,Any Gender,IT,Entry,"10,001+ employees",18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",18 to 24,recently switched jobs,connected to any,590
VNM,Any Gender,IT,Entry,"10,001+ employees",18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",18 to 24,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",18 to 24,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"10,001+ employees",18 to 24,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,"10,001+ employees",18 to 24,any recent status,connected to any,13000
VNM,Any Gender,IT,Entry,"5001-10,000 employees",Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",Any Age Range,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",Any Age Range,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",Any Age Range,any recent status,connected to any,3400
VNM,Any Gender,IT,Entry,"5001-10,000 employees",55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",55+,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",55+,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",55+,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",55+,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",55+,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",55+,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",55+,any recent status,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",35 to 54,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",35 to 54,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",35 to 54,any recent status,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",25 to 34,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",25 to 34,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",25 to 34,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",25 to 34,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",25 to 34,any recent status,connected to any,2100
VNM,Any Gender,IT,Entry,"5001-10,000 employees",18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",18 to 24,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",18 to 24,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",18 to 24,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",18 to 24,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,"5001-10,000 employees",18 to 24,any recent status,connected to any,1200
VNM,Any Gender,IT,Entry,1001-5000 employees,Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,Any Age Range,recently switched jobs,connected to any,860
VNM,Any Gender,IT,Entry,1001-5000 employees,Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,Any Age Range,any recent status,connected to big companies,860
VNM,Any Gender,IT,Entry,1001-5000 employees,Any Age Range,any recent status,connected to any,13000
VNM,Any Gender,IT,Entry,1001-5000 employees,55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,55+,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,55+,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,55+,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,55+,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,55+,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,55+,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,55+,any recent status,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,35 to 54,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,35 to 54,any recent status,connected to any,760
VNM,Any Gender,IT,Entry,1001-5000 employees,25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,25 to 34,recently switched jobs,connected to any,570
VNM,Any Gender,IT,Entry,1001-5000 employees,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,25 to 34,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,25 to 34,any recent status,connected to big companies,590
VNM,Any Gender,IT,Entry,1001-5000 employees,25 to 34,any recent status,connected to any,8600
VNM,Any Gender,IT,Entry,1001-5000 employees,18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,18 to 24,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,18 to 24,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,18 to 24,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,1001-5000 employees,18 to 24,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,1001-5000 employees,18 to 24,any recent status,connected to any,3500
VNM,Any Gender,IT,Entry,501-1000 employees,Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,Any Age Range,recently switched jobs,connected to any,640
VNM,Any Gender,IT,Entry,501-1000 employees,Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,Any Age Range,any recent status,connected to big companies,680
VNM,Any Gender,IT,Entry,501-1000 employees,Any Age Range,any recent status,connected to any,8800
VNM,Any Gender,IT,Entry,501-1000 employees,55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,55+,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,55+,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,55+,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,55+,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,55+,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,55+,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,55+,any recent status,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,35 to 54,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,35 to 54,any recent status,connected to any,550
VNM,Any Gender,IT,Entry,501-1000 employees,25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,25 to 34,recently switched jobs,connected to any,400
VNM,Any Gender,IT,Entry,501-1000 employees,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,25 to 34,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,25 to 34,any recent status,connected to big companies,470
VNM,Any Gender,IT,Entry,501-1000 employees,25 to 34,any recent status,connected to any,6100
VNM,Any Gender,IT,Entry,501-1000 employees,18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,18 to 24,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,18 to 24,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,18 to 24,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,501-1000 employees,18 to 24,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,501-1000 employees,18 to 24,any recent status,connected to any,2200
VNM,Any Gender,IT,Entry,201-500 employees,Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,Any Age Range,recently switched jobs,connected to any,790
VNM,Any Gender,IT,Entry,201-500 employees,Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,Any Age Range,any recent status,connected to big companies,770
VNM,Any Gender,IT,Entry,201-500 employees,Any Age Range,any recent status,connected to any,12000
VNM,Any Gender,IT,Entry,201-500 employees,55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,55+,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,55+,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,55+,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,55+,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,55+,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,55+,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,55+,any recent status,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,35 to 54,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,35 to 54,any recent status,connected to any,620
VNM,Any Gender,IT,Entry,201-500 employees,25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,25 to 34,recently switched jobs,connected to any,550
VNM,Any Gender,IT,Entry,201-500 employees,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,25 to 34,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,25 to 34,any recent status,connected to big companies,550
VNM,Any Gender,IT,Entry,201-500 employees,25 to 34,any recent status,connected to any,8700
VNM,Any Gender,IT,Entry,201-500 employees,18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,18 to 24,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,18 to 24,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,18 to 24,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,201-500 employees,18 to 24,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,201-500 employees,18 to 24,any recent status,connected to any,2600
VNM,Any Gender,IT,Entry,51-200 employees,Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,Any Age Range,recently switched jobs,connected to any,940
VNM,Any Gender,IT,Entry,51-200 employees,Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,Any Age Range,any recent status,connected to big companies,1000
VNM,Any Gender,IT,Entry,51-200 employees,Any Age Range,any recent status,connected to any,14000
VNM,Any Gender,IT,Entry,51-200 employees,55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,55+,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,55+,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,55+,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,55+,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,55+,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,55+,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,55+,any recent status,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,35 to 54,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,35 to 54,any recent status,connected to any,880
VNM,Any Gender,IT,Entry,51-200 employees,25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,25 to 34,recently switched jobs,connected to any,620
VNM,Any Gender,IT,Entry,51-200 employees,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,IT,Entry,51-200 employees,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,IT,Entry,51-200 employees,25 to 34,recently promoted,connected to any,0
