,Unnamed: 0,Country,Gender,Sector,Job Seniority,Company Size,Age Ranges,Connectivity Status,Count
9357,9357,VNM,Female,IT,Director,201-500 employees,25 to 34,connected to any,0
9358,9358,VNM,Female,IT,Director,201-500 employees,18 to 24,connected to big companies,0
9359,9359,VNM,Female,IT,Director,201-500 employees,18 to 24,connected to any,0
9360,9360,VNM,Female,IT,Director,51-200 employees,Any Age Range,connected to big companies,0
9361,9361,VNM,Female,IT,Director,51-200 employees,Any Age Range,connected to any,430
9362,9362,VNM,Female,IT,Director,51-200 employees,55+,connected to big companies,0
9363,9363,VNM,Female,IT,Director,51-200 employees,55+,connected to any,0
9364,9364,VNM,Female,IT,Director,51-200 employees,35 to 54,connected to big companies,0
9365,9365,VNM,Female,IT,Director,51-200 employees,35 to 54,connected to any,0
9366,9366,VNM,Female,IT,Director,51-200 employees,25 to 34,connected to big companies,0
9367,9367,VNM,Female,IT,Director,51-200 employees,25 to 34,connected to any,0
9368,9368,VNM,Female,IT,Director,51-200 employees,18 to 24,connected to big companies,0
9369,9369,VNM,Female,IT,Director,51-200 employees,18 to 24,connected to any,0
9370,9370,VNM,Female,IT,Director,11-50 employees,Any Age Range,connected to big companies,0
9371,9371,VNM,Female,IT,Director,11-50 employees,Any Age Range,connected to any,430
9372,9372,VNM,Female,IT,Director,11-50 employees,55+,connected to big companies,0
9373,9373,VNM,Female,IT,Director,11-50 employees,55+,connected to any,0
9374,9374,VNM,Female,IT,Director,11-50 employees,35 to 54,connected to big companies,0
9375,9375,VNM,Female,IT,Director,11-50 employees,35 to 54,connected to any,0
9376,9376,VNM,Female,IT,Director,11-50 employees,25 to 34,connected to big companies,0
9377,9377,VNM,Female,IT,Director,11-50 employees,25 to 34,connected to any,0
9378,9378,VNM,Female,IT,Director,11-50 employees,18 to 24,connected to big companies,0
9379,9379,VNM,Female,IT,Director,11-50 employees,18 to 24,connected to any,0
9380,9380,VNM,Female,IT,Director,2-10 employees,Any Age Range,connected to big companies,0
9381,9381,VNM,Female,IT,Director,2-10 employees,Any Age Range,connected to any,0
9382,9382,VNM,Female,IT,Director,2-10 employees,55+,connected to big companies,0
9383,9383,VNM,Female,IT,Director,2-10 employees,55+,connected to any,0
9384,9384,VNM,Female,IT,Director,2-10 employees,35 to 54,connected to big companies,0
9385,9385,VNM,Female,IT,Director,2-10 employees,35 to 54,connected to any,0
9386,9386,VNM,Female,IT,Director,2-10 employees,25 to 34,connected to big companies,0
9387,9387,VNM,Female,IT,Director,2-10 employees,25 to 34,connected to any,0
9388,9388,VNM,Female,IT,Director,2-10 employees,18 to 24,connected to big companies,0
9389,9389,VNM,Female,IT,Director,2-10 employees,18 to 24,connected to any,0
9390,9390,VNM,Female,IT,Director,Myself Only,Any Age Range,connected to big companies,0
9391,9391,VNM,Female,IT,Director,Myself Only,Any Age Range,connected to any,0
9392,9392,VNM,Female,IT,Director,Myself Only,55+,connected to big companies,0
9393,9393,VNM,Female,IT,Director,Myself Only,55+,connected to any,0
9394,9394,VNM,Female,IT,Director,Myself Only,35 to 54,connected to big companies,0
9395,9395,VNM,Female,IT,Director,Myself Only,35 to 54,connected to any,0
9396,9396,VNM,Female,IT,Director,Myself Only,25 to 34,connected to big companies,0
9397,9397,VNM,Female,IT,Director,Myself Only,25 to 34,connected to any,0
9398,9398,VNM,Female,IT,Director,Myself Only,18 to 24,connected to big companies,0
9399,9399,VNM,Female,IT,Director,Myself Only,18 to 24,connected to any,0
9400,9400,VNM,Female,IT,Manager,Any Company Size,Any Age Range,connected to big companies,660
9401,9401,VNM,Female,IT,Manager,Any Company Size,Any Age Range,connected to any,5000
9402,9402,VNM,Female,IT,Manager,Any Company Size,55+,connected to big companies,0
9403,9403,VNM,Female,IT,Manager,Any Company Size,55+,connected to any,0
9404,9404,VNM,Female,IT,Manager,Any Company Size,35 to 54,connected to big companies,0
9405,9405,VNM,Female,IT,Manager,Any Company Size,35 to 54,connected to any,1200
9406,9406,VNM,Female,IT,Manager,Any Company Size,25 to 34,connected to big companies,350
9407,9407,VNM,Female,IT,Manager,Any Company Size,25 to 34,connected to any,2900
9408,9408,VNM,Female,IT,Manager,Any Company Size,18 to 24,connected to big companies,0
9409,9409,VNM,Female,IT,Manager,Any Company Size,18 to 24,connected to any,860
9410,9410,VNM,Female,IT,Manager,"10,001+ employees",Any Age Range,connected to big companies,0
9411,9411,VNM,Female,IT,Manager,"10,001+ employees",Any Age Range,connected to any,1200
9412,9412,VNM,Female,IT,Manager,"10,001+ employees",55+,connected to big companies,0
9413,9413,VNM,Female,IT,Manager,"10,001+ employees",55+,connected to any,0
9414,9414,VNM,Female,IT,Manager,"10,001+ employees",35 to 54,connected to big companies,0
9415,9415,VNM,Female,IT,Manager,"10,001+ employees",35 to 54,connected to any,310
9416,9416,VNM,Female,IT,Manager,"10,001+ employees",25 to 34,connected to big companies,0
9417,9417,VNM,Female,IT,Manager,"10,001+ employees",25 to 34,connected to any,640
9418,9418,VNM,Female,IT,Manager,"10,001+ employees",18 to 24,connected to big companies,0
9419,9419,VNM,Female,IT,Manager,"10,001+ employees",18 to 24,connected to any,0
9420,9420,VNM,Female,IT,Manager,"5001-10,000 employees",Any Age Range,connected to big companies,0
9421,9421,VNM,Female,IT,Manager,"5001-10,000 employees",Any Age Range,connected to any,0
9422,9422,VNM,Female,IT,Manager,"5001-10,000 employees",55+,connected to big companies,0
9423,9423,VNM,Female,IT,Manager,"5001-10,000 employees",55+,connected to any,0
9424,9424,VNM,Female,IT,Manager,"5001-10,000 employees",35 to 54,connected to big companies,0
9425,9425,VNM,Female,IT,Manager,"5001-10,000 employees",35 to 54,connected to any,0
9426,9426,VNM,Female,IT,Manager,"5001-10,000 employees",25 to 34,connected to big companies,0
9427,9427,VNM,Female,IT,Manager,"5001-10,000 employees",25 to 34,connected to any,0
9428,9428,VNM,Female,IT,Manager,"5001-10,000 employees",18 to 24,connected to big companies,0
9429,9429,VNM,Female,IT,Manager,"5001-10,000 employees",18 to 24,connected to any,0
9430,9430,VNM,Female,IT,Manager,1001-5000 employees,Any Age Range,connected to big companies,0
9431,9431,VNM,Female,IT,Manager,1001-5000 employees,Any Age Range,connected to any,550
9432,9432,VNM,Female,IT,Manager,1001-5000 employees,55+,connected to big companies,0
9433,9433,VNM,Female,IT,Manager,1001-5000 employees,55+,connected to any,0
9434,9434,VNM,Female,IT,Manager,1001-5000 employees,35 to 54,connected to big companies,0
9435,9435,VNM,Female,IT,Manager,1001-5000 employees,35 to 54,connected to any,0
9436,9436,VNM,Female,IT,Manager,1001-5000 employees,25 to 34,connected to big companies,0
9437,9437,VNM,Female,IT,Manager,1001-5000 employees,25 to 34,connected to any,320
9438,9438,VNM,Female,IT,Manager,1001-5000 employees,18 to 24,connected to big companies,0
9439,9439,VNM,Female,IT,Manager,1001-5000 employees,18 to 24,connected to any,0
9440,9440,VNM,Female,IT,Manager,501-1000 employees,Any Age Range,connected to big companies,0
9441,9441,VNM,Female,IT,Manager,501-1000 employees,Any Age Range,connected to any,390
9442,9442,VNM,Female,IT,Manager,501-1000 employees,55+,connected to big companies,0
9443,9443,VNM,Female,IT,Manager,501-1000 employees,55+,connected to any,0
9444,9444,VNM,Female,IT,Manager,501-1000 employees,35 to 54,connected to big companies,0
9445,9445,VNM,Female,IT,Manager,501-1000 employees,35 to 54,connected to any,0
9446,9446,VNM,Female,IT,Manager,501-1000 employees,25 to 34,connected to big companies,0
9447,9447,VNM,Female,IT,Manager,501-1000 employees,25 to 34,connected to any,0
9448,9448,VNM,Female,IT,Manager,501-1000 employees,18 to 24,connected to big companies,0
9449,9449,VNM,Female,IT,Manager,501-1000 employees,18 to 24,connected to any,0
9450,9450,VNM,Female,IT,Manager,201-500 employees,Any Age Range,connected to big companies,0
9451,9451,VNM,Female,IT,Manager,201-500 employees,Any Age Range,connected to any,370
9452,9452,VNM,Female,IT,Manager,201-500 employees,55+,connected to big companies,0
9453,9453,VNM,Female,IT,Manager,201-500 employees,55+,connected to any,0
9454,9454,VNM,Female,IT,Manager,201-500 employees,35 to 54,connected to big companies,0
9455,9455,VNM,Female,IT,Manager,201-500 employees,35 to 54,connected to any,0
9456,9456,VNM,Female,IT,Manager,201-500 employees,25 to 34,connected to big companies,0
9457,9457,VNM,Female,IT,Manager,201-500 employees,25 to 34,connected to any,0
9458,9458,VNM,Female,IT,Manager,201-500 employees,18 to 24,connected to big companies,0
9459,9459,VNM,Female,IT,Manager,201-500 employees,18 to 24,connected to any,0
9460,9460,VNM,Female,IT,Manager,51-200 employees,Any Age Range,connected to big companies,0
9461,9461,VNM,Female,IT,Manager,51-200 employees,Any Age Range,connected to any,510
9462,9462,VNM,Female,IT,Manager,51-200 employees,55+,connected to big companies,0
9463,9463,VNM,Female,IT,Manager,51-200 employees,55+,connected to any,0
9464,9464,VNM,Female,IT,Manager,51-200 employees,35 to 54,connected to big companies,0
9465,9465,VNM,Female,IT,Manager,51-200 employees,35 to 54,connected to any,0
9466,9466,VNM,Female,IT,Manager,51-200 employees,25 to 34,connected to big companies,0
9467,9467,VNM,Female,IT,Manager,51-200 employees,25 to 34,connected to any,330
9468,9468,VNM,Female,IT,Manager,51-200 employees,18 to 24,connected to big companies,0
9469,9469,VNM,Female,IT,Manager,51-200 employees,18 to 24,connected to any,0
9470,9470,VNM,Female,IT,Manager,11-50 employees,Any Age Range,connected to big companies,0
9471,9471,VNM,Female,IT,Manager,11-50 employees,Any Age Range,connected to any,490
9472,9472,VNM,Female,IT,Manager,11-50 employees,55+,connected to big companies,0
9473,9473,VNM,Female,IT,Manager,11-50 employees,55+,connected to any,0
9474,9474,VNM,Female,IT,Manager,11-50 employees,35 to 54,connected to big companies,0
9475,9475,VNM,Female,IT,Manager,11-50 employees,35 to 54,connected to any,0
9476,9476,VNM,Female,IT,Manager,11-50 employees,25 to 34,connected to big companies,0
9477,9477,VNM,Female,IT,Manager,11-50 employees,25 to 34,connected to any,320
9478,9478,VNM,Female,IT,Manager,11-50 employees,18 to 24,connected to big companies,0
9479,9479,VNM,Female,IT,Manager,11-50 employees,18 to 24,connected to any,0
9480,9480,VNM,Female,IT,Manager,2-10 employees,Any Age Range,connected to big companies,0
9481,9481,VNM,Female,IT,Manager,2-10 employees,Any Age Range,connected to any,0
9482,9482,VNM,Female,IT,Manager,2-10 employees,55+,connected to big companies,0
9483,9483,VNM,Female,IT,Manager,2-10 employees,55+,connected to any,0
9484,9484,VNM,Female,IT,Manager,2-10 employees,35 to 54,connected to big companies,0
9485,9485,VNM,Female,IT,Manager,2-10 employees,35 to 54,connected to any,0
9486,9486,VNM,Female,IT,Manager,2-10 employees,25 to 34,connected to big companies,0
9487,9487,VNM,Female,IT,Manager,2-10 employees,25 to 34,connected to any,0
9488,9488,VNM,Female,IT,Manager,2-10 employees,18 to 24,connected to big companies,0
9489,9489,VNM,Female,IT,Manager,2-10 employees,18 to 24,connected to any,0
9490,9490,VNM,Female,IT,Manager,Myself Only,Any Age Range,connected to big companies,0
9491,9491,VNM,Female,IT,Manager,Myself Only,Any Age Range,connected to any,0
9492,9492,VNM,Female,IT,Manager,Myself Only,55+,connected to big companies,0
9493,9493,VNM,Female,IT,Manager,Myself Only,55+,connected to any,0
9494,9494,VNM,Female,IT,Manager,Myself Only,35 to 54,connected to big companies,0
9495,9495,VNM,Female,IT,Manager,Myself Only,35 to 54,connected to any,0
9496,9496,VNM,Female,IT,Manager,Myself Only,25 to 34,connected to big companies,0
9497,9497,VNM,Female,IT,Manager,Myself Only,25 to 34,connected to any,0
9498,9498,VNM,Female,IT,Manager,Myself Only,18 to 24,connected to big companies,0
9499,9499,VNM,Female,IT,Manager,Myself Only,18 to 24,connected to any,0
9500,9500,VNM,Female,IT,Senior,Any Company Size,Any Age Range,connected to big companies,2600
9501,9501,VNM,Female,IT,Senior,Any Company Size,Any Age Range,connected to any,23000
9502,9502,VNM,Female,IT,Senior,Any Company Size,55+,connected to big companies,0
9503,9503,VNM,Female,IT,Senior,Any Company Size,55+,connected to any,0
9504,9504,VNM,Female,IT,Senior,Any Company Size,35 to 54,connected to big companies,580
9505,9505,VNM,Female,IT,Senior,Any Company Size,35 to 54,connected to any,3100
9506,9506,VNM,Female,IT,Senior,Any Company Size,25 to 34,connected to big companies,1800
9507,9507,VNM,Female,IT,Senior,Any Company Size,25 to 34,connected to any,16000
9508,9508,VNM,Female,IT,Senior,Any Company Size,18 to 24,connected to big companies,0
9509,9509,VNM,Female,IT,Senior,Any Company Size,18 to 24,connected to any,4200
9510,9510,VNM,Female,IT,Senior,"10,001+ employees",Any Age Range,connected to big companies,460
9511,9511,VNM,Female,IT,Senior,"10,001+ employees",Any Age Range,connected to any,4500
9512,9512,VNM,Female,IT,Senior,"10,001+ employees",55+,connected to big companies,0
9513,9513,VNM,Female,IT,Senior,"10,001+ employees",55+,connected to any,0
9514,9514,VNM,Female,IT,Senior,"10,001+ employees",35 to 54,connected to big companies,0
9515,9515,VNM,Female,IT,Senior,"10,001+ employees",35 to 54,connected to any,650
9516,9516,VNM,Female,IT,Senior,"10,001+ employees",25 to 34,connected to big companies,0
9517,9517,VNM,Female,IT,Senior,"10,001+ employees",25 to 34,connected to any,2800
9518,9518,VNM,Female,IT,Senior,"10,001+ employees",18 to 24,connected to big companies,0
9519,9519,VNM,Female,IT,Senior,"10,001+ employees",18 to 24,connected to any,1000
9520,9520,VNM,Female,IT,Senior,"5001-10,000 employees",Any Age Range,connected to big companies,0
9521,9521,VNM,Female,IT,Senior,"5001-10,000 employees",Any Age Range,connected to any,1000
9522,9522,VNM,Female,IT,Senior,"5001-10,000 employees",55+,connected to big companies,0
9523,9523,VNM,Female,IT,Senior,"5001-10,000 employees",55+,connected to any,0
9524,9524,VNM,Female,IT,Senior,"5001-10,000 employees",35 to 54,connected to big companies,0
9525,9525,VNM,Female,IT,Senior,"5001-10,000 employees",35 to 54,connected to any,0
9526,9526,VNM,Female,IT,Senior,"5001-10,000 employees",25 to 34,connected to big companies,0
9527,9527,VNM,Female,IT,Senior,"5001-10,000 employees",25 to 34,connected to any,770
9528,9528,VNM,Female,IT,Senior,"5001-10,000 employees",18 to 24,connected to big companies,0
9529,9529,VNM,Female,IT,Senior,"5001-10,000 employees",18 to 24,connected to any,0
9530,9530,VNM,Female,IT,Senior,1001-5000 employees,Any Age Range,connected to big companies,440
9531,9531,VNM,Female,IT,Senior,1001-5000 employees,Any Age Range,connected to any,2800
9532,9532,VNM,Female,IT,Senior,1001-5000 employees,55+,connected to big companies,0
9533,9533,VNM,Female,IT,Senior,1001-5000 employees,55+,connected to any,0
9534,9534,VNM,Female,IT,Senior,1001-5000 employees,35 to 54,connected to big companies,0
9535,9535,VNM,Female,IT,Senior,1001-5000 employees,35 to 54,connected to any,420
9536,9536,VNM,Female,IT,Senior,1001-5000 employees,25 to 34,connected to big companies,330
9537,9537,VNM,Female,IT,Senior,1001-5000 employees,25 to 34,connected to any,2000
9538,9538,VNM,Female,IT,Senior,1001-5000 employees,18 to 24,connected to big companies,0
9539,9539,VNM,Female,IT,Senior,1001-5000 employees,18 to 24,connected to any,400
9540,9540,VNM,Female,IT,Senior,501-1000 employees,Any Age Range,connected to big companies,330
9541,9541,VNM,Female,IT,Senior,501-1000 employees,Any Age Range,connected to any,2100
9542,9542,VNM,Female,IT,Senior,501-1000 employees,55+,connected to big companies,0
9543,9543,VNM,Female,IT,Senior,501-1000 employees,55+,connected to any,0
9544,9544,VNM,Female,IT,Senior,501-1000 employees,35 to 54,connected to big companies,0
9545,9545,VNM,Female,IT,Senior,501-1000 employees,35 to 54,connected to any,0
9546,9546,VNM,Female,IT,Senior,501-1000 employees,25 to 34,connected to big companies,0
9547,9547,VNM,Female,IT,Senior,501-1000 employees,25 to 34,connected to any,1500
9548,9548,VNM,Female,IT,Senior,501-1000 employees,18 to 24,connected to big companies,0
9549,9549,VNM,Female,IT,Senior,501-1000 employees,18 to 24,connected to any,320
9550,9550,VNM,Female,IT,Senior,201-500 employees,Any Age Range,connected to big companies,340
9551,9551,VNM,Female,IT,Senior,201-500 employees,Any Age Range,connected to any,2200
9552,9552,VNM,Female,IT,Senior,201-500 employees,55+,connected to big companies,0
9553,9553,VNM,Female,IT,Senior,201-500 employees,55+,connected to any,0
9554,9554,VNM,Female,IT,Senior,201-500 employees,35 to 54,connected to big companies,0
9555,9555,VNM,Female,IT,Senior,201-500 employees,35 to 54,connected to any,320
9556,9556,VNM,Female,IT,Senior,201-500 employees,25 to 34,connected to big companies,0
9557,9557,VNM,Female,IT,Senior,201-500 employees,25 to 34,connected to any,1600
9558,9558,VNM,Female,IT,Senior,201-500 employees,18 to 24,connected to big companies,0
9559,9559,VNM,Female,IT,Senior,201-500 employees,18 to 24,connected to any,0
9560,9560,VNM,Female,IT,Senior,51-200 employees,Any Age Range,connected to big companies,460
9561,9561,VNM,Female,IT,Senior,51-200 employees,Any Age Range,connected to any,3100
9562,9562,VNM,Female,IT,Senior,51-200 employees,55+,connected to big companies,0
9563,9563,VNM,Female,IT,Senior,51-200 employees,55+,connected to any,0
9564,9564,VNM,Female,IT,Senior,51-200 employees,35 to 54,connected to big companies,0
9565,9565,VNM,Female,IT,Senior,51-200 employees,35 to 54,connected to any,370
9566,9566,VNM,Female,IT,Senior,51-200 employees,25 to 34,connected to big companies,330
9567,9567,VNM,Female,IT,Senior,51-200 employees,25 to 34,connected to any,2200
9568,9568,VNM,Female,IT,Senior,51-200 employees,18 to 24,connected to big companies,0
9569,9569,VNM,Female,IT,Senior,51-200 employees,18 to 24,connected to any,500
9570,9570,VNM,Female,IT,Senior,11-50 employees,Any Age Range,connected to big companies,300
9571,9571,VNM,Female,IT,Senior,11-50 employees,Any Age Range,connected to any,2500
9572,9572,VNM,Female,IT,Senior,11-50 employees,55+,connected to big companies,0
9573,9573,VNM,Female,IT,Senior,11-50 employees,55+,connected to any,0
9574,9574,VNM,Female,IT,Senior,11-50 employees,35 to 54,connected to big companies,0
9575,9575,VNM,Female,IT,Senior,11-50 employees,35 to 54,connected to any,0
9576,9576,VNM,Female,IT,Senior,11-50 employees,25 to 34,connected to big companies,0
9577,9577,VNM,Female,IT,Senior,11-50 employees,25 to 34,connected to any,1800
9578,9578,VNM,Female,IT,Senior,11-50 employees,18 to 24,connected to big companies,0
9579,9579,VNM,Female,IT,Senior,11-50 employees,18 to 24,connected to any,510
9580,9580,VNM,Female,IT,Senior,2-10 employees,Any Age Range,connected to big companies,0
9581,9581,VNM,Female,IT,Senior,2-10 employees,Any Age Range,connected to any,1100
9582,9582,VNM,Female,IT,Senior,2-10 employees,55+,connected to big companies,0
9583,9583,VNM,Female,IT,Senior,2-10 employees,55+,connected to any,0
9584,9584,VNM,Female,IT,Senior,2-10 employees,35 to 54,connected to big companies,0
9585,9585,VNM,Female,IT,Senior,2-10 employees,35 to 54,connected to any,0
9586,9586,VNM,Female,IT,Senior,2-10 employees,25 to 34,connected to big companies,0
9587,9587,VNM,Female,IT,Senior,2-10 employees,25 to 34,connected to any,770
9588,9588,VNM,Female,IT,Senior,2-10 employees,18 to 24,connected to big companies,0
9589,9589,VNM,Female,IT,Senior,2-10 employees,18 to 24,connected to any,0
9590,9590,VNM,Female,IT,Senior,Myself Only,Any Age Range,connected to big companies,0
9591,9591,VNM,Female,IT,Senior,Myself Only,Any Age Range,connected to any,0
9592,9592,VNM,Female,IT,Senior,Myself Only,55+,connected to big companies,0
9593,9593,VNM,Female,IT,Senior,Myself Only,55+,connected to any,0
9594,9594,VNM,Female,IT,Senior,Myself Only,35 to 54,connected to big companies,0
9595,9595,VNM,Female,IT,Senior,Myself Only,35 to 54,connected to any,0
9596,9596,VNM,Female,IT,Senior,Myself Only,25 to 34,connected to big companies,0
9597,9597,VNM,Female,IT,Senior,Myself Only,25 to 34,connected to any,0
9598,9598,VNM,Female,IT,Senior,Myself Only,18 to 24,connected to big companies,0
9599,9599,VNM,Female,IT,Senior,Myself Only,18 to 24,connected to any,0
9600,9600,VNM,Female,IT,Entry,Any Company Size,Any Age Range,connected to big companies,1900
9601,9601,VNM,Female,IT,Entry,Any Company Size,Any Age Range,connected to any,39000
9602,9602,VNM,Female,IT,Entry,Any Company Size,55+,connected to big companies,0
9603,9603,VNM,Female,IT,Entry,Any Company Size,55+,connected to any,0
9604,9604,VNM,Female,IT,Entry,Any Company Size,35 to 54,connected to big companies,0
9605,9605,VNM,Female,IT,Entry,Any Company Size,35 to 54,connected to any,2600
9606,9606,VNM,Female,IT,Entry,Any Company Size,25 to 34,connected to big companies,1300
9607,9607,VNM,Female,IT,Entry,Any Company Size,25 to 34,connected to any,26000
9608,9608,VNM,Female,IT,Entry,Any Company Size,18 to 24,connected to big companies,330
9609,9609,VNM,Female,IT,Entry,Any Company Size,18 to 24,connected to any,10000
9610,9610,VNM,Female,IT,Entry,"10,001+ employees",Any Age Range,connected to big companies,310
9611,9611,VNM,Female,IT,Entry,"10,001+ employees",Any Age Range,connected to any,8600
9612,9612,VNM,Female,IT,Entry,"10,001+ employees",55+,connected to big companies,0
9613,9613,VNM,Female,IT,Entry,"10,001+ employees",55+,connected to any,0
9614,9614,VNM,Female,IT,Entry,"10,001+ employees",35 to 54,connected to big companies,0
9615,9615,VNM,Female,IT,Entry,"10,001+ employees",35 to 54,connected to any,510
9616,9616,VNM,Female,IT,Entry,"10,001+ employees",25 to 34,connected to big companies,0
9617,9617,VNM,Female,IT,Entry,"10,001+ employees",25 to 34,connected to any,4900
9618,9618,VNM,Female,IT,Entry,"10,001+ employees",18 to 24,connected to big companies,0
9619,9619,VNM,Female,IT,Entry,"10,001+ employees",18 to 24,connected to any,3200
9620,9620,VNM,Female,IT,Entry,"5001-10,000 employees",Any Age Range,connected to big companies,0
9621,9621,VNM,Female,IT,Entry,"5001-10,000 employees",Any Age Range,connected to any,1100
9622,9622,VNM,Female,IT,Entry,"5001-10,000 employees",55+,connected to big companies,0
9623,9623,VNM,Female,IT,Entry,"5001-10,000 employees",55+,connected to any,0
9624,9624,VNM,Female,IT,Entry,"5001-10,000 employees",35 to 54,connected to big companies,0
9625,9625,VNM,Female,IT,Entry,"5001-10,000 employees",35 to 54,connected to any,0
9626,9626,VNM,Female,IT,Entry,"5001-10,000 employees",25 to 34,connected to big companies,0
9627,9627,VNM,Female,IT,Entry,"5001-10,000 employees",25 to 34,connected to any,730
9628,9628,VNM,Female,IT,Entry,"5001-10,000 employees",18 to 24,connected to big companies,0
9629,9629,VNM,Female,IT,Entry,"5001-10,000 employees",18 to 24,connected to any,360
9630,9630,VNM,Female,IT,Entry,1001-5000 employees,Any Age Range,connected to big companies,0
9631,9631,VNM,Female,IT,Entry,1001-5000 employees,Any Age Range,connected to any,3700
9632,9632,VNM,Female,IT,Entry,1001-5000 employees,55+,connected to big companies,0
9633,9633,VNM,Female,IT,Entry,1001-5000 employees,55+,connected to any,0
9634,9634,VNM,Female,IT,Entry,1001-5000 employees,35 to 54,connected to big companies,0
9635,9635,VNM,Female,IT,Entry,1001-5000 employees,35 to 54,connected to any,0
9636,9636,VNM,Female,IT,Entry,1001-5000 employees,25 to 34,connected to big companies,0
9637,9637,VNM,Female,IT,Entry,1001-5000 employees,25 to 34,connected to any,2600
9638,9638,VNM,Female,IT,Entry,1001-5000 employees,18 to 24,connected to big companies,0
9639,9639,VNM,Female,IT,Entry,1001-5000 employees,18 to 24,connected to any,940
9640,9640,VNM,Female,IT,Entry,501-1000 employees,Any Age Range,connected to big companies,0
9641,9641,VNM,Female,IT,Entry,501-1000 employees,Any Age Range,connected to any,2700
9642,9642,VNM,Female,IT,Entry,501-1000 employees,55+,connected to big companies,0
9643,9643,VNM,Female,IT,Entry,501-1000 employees,55+,connected to any,0
9644,9644,VNM,Female,IT,Entry,501-1000 employees,35 to 54,connected to big companies,0
9645,9645,VNM,Female,IT,Entry,501-1000 employees,35 to 54,connected to any,0
9646,9646,VNM,Female,IT,Entry,501-1000 employees,25 to 34,connected to big companies,0
9647,9647,VNM,Female,IT,Entry,501-1000 employees,25 to 34,connected to any,1900
9648,9648,VNM,Female,IT,Entry,501-1000 employees,18 to 24,connected to big companies,0
9649,9649,VNM,Female,IT,Entry,501-1000 employees,18 to 24,connected to any,600
9650,9650,VNM,Female,IT,Entry,201-500 employees,Any Age Range,connected to big companies,0
9651,9651,VNM,Female,IT,Entry,201-500 employees,Any Age Range,connected to any,3900
9652,9652,VNM,Female,IT,Entry,201-500 employees,55+,connected to big companies,0
9653,9653,VNM,Female,IT,Entry,201-500 employees,55+,connected to any,0
9654,9654,VNM,Female,IT,Entry,201-500 employees,35 to 54,connected to big companies,0
9655,9655,VNM,Female,IT,Entry,201-500 employees,35 to 54,connected to any,0
9656,9656,VNM,Female,IT,Entry,201-500 employees,25 to 34,connected to big companies,0
9657,9657,VNM,Female,IT,Entry,201-500 employees,25 to 34,connected to any,3100
9658,9658,VNM,Female,IT,Entry,201-500 employees,18 to 24,connected to big companies,0
9659,9659,VNM,Female,IT,Entry,201-500 employees,18 to 24,connected to any,610
9660,9660,VNM,Female,IT,Entry,51-200 employees,Any Age Range,connected to big companies,320
9661,9661,VNM,Female,IT,Entry,51-200 employees,Any Age Range,connected to any,4200
9662,9662,VNM,Female,IT,Entry,51-200 employees,55+,connected to big companies,0
9663,9663,VNM,Female,IT,Entry,51-200 employees,55+,connected to any,0
9664,9664,VNM,Female,IT,Entry,51-200 employees,35 to 54,connected to big companies,0
9665,9665,VNM,Female,IT,Entry,51-200 employees,35 to 54,connected to any,0
9666,9666,VNM,Female,IT,Entry,51-200 employees,25 to 34,connected to big companies,0
9667,9667,VNM,Female,IT,Entry,51-200 employees,25 to 34,connected to any,2900
9668,9668,VNM,Female,IT,Entry,51-200 employees,18 to 24,connected to big companies,0
9669,9669,VNM,Female,IT,Entry,51-200 employees,18 to 24,connected to any,990
9670,9670,VNM,Female,IT,Entry,11-50 employees,Any Age Range,connected to big companies,0
9671,9671,VNM,Female,IT,Entry,11-50 employees,Any Age Range,connected to any,3900
9672,9672,VNM,Female,IT,Entry,11-50 employees,55+,connected to big companies,0
9673,9673,VNM,Female,IT,Entry,11-50 employees,55+,connected to any,0
9674,9674,VNM,Female,IT,Entry,11-50 employees,35 to 54,connected to big companies,0
9675,9675,VNM,Female,IT,Entry,11-50 employees,35 to 54,connected to any,0
9676,9676,VNM,Female,IT,Entry,11-50 employees,25 to 34,connected to big companies,0
9677,9677,VNM,Female,IT,Entry,11-50 employees,25 to 34,connected to any,2700
9678,9678,VNM,Female,IT,Entry,11-50 employees,18 to 24,connected to big companies,0
9679,9679,VNM,Female,IT,Entry,11-50 employees,18 to 24,connected to any,1000
9680,9680,VNM,Female,IT,Entry,2-10 employees,Any Age Range,connected to big companies,0
9681,9681,VNM,Female,IT,Entry,2-10 employees,Any Age Range,connected to any,2000
9682,9682,VNM,Female,IT,Entry,2-10 employees,55+,connected to big companies,0
9683,9683,VNM,Female,IT,Entry,2-10 employees,55+,connected to any,0
9684,9684,VNM,Female,IT,Entry,2-10 employees,35 to 54,connected to big companies,0
9685,9685,VNM,Female,IT,Entry,2-10 employees,35 to 54,connected to any,0
9686,9686,VNM,Female,IT,Entry,2-10 employees,25 to 34,connected to big companies,0
9687,9687,VNM,Female,IT,Entry,2-10 employees,25 to 34,connected to any,1400
9688,9688,VNM,Female,IT,Entry,2-10 employees,18 to 24,connected to big companies,0
9689,9689,VNM,Female,IT,Entry,2-10 employees,18 to 24,connected to any,470
9690,9690,VNM,Female,IT,Entry,Myself Only,Any Age Range,connected to big companies,0
9691,9691,VNM,Female,IT,Entry,Myself Only,Any Age Range,connected to any,800
9692,9692,VNM,Female,IT,Entry,Myself Only,55+,connected to big companies,0
9693,9693,VNM,Female,IT,Entry,Myself Only,55+,connected to any,0
