,Country,Sector,Job Seniority,Company Size,Age Ranges,Any_Gender_any,Male_any,Female_any,Any_Gender_with,Male_with,Female_with
945,USA,Finance,Partner,11-50 employees,Any Age Range,54000.0,41000.0,10000.0,24000.0,19000.0,4200.0
946,USA,Finance,Partner,11-50 employees,18 to 24,1900.0,1200.0,560.0,1000.0,650.0,0.0
947,USA,Finance,Partner,11-50 employees,25 to 34,9000.0,6400.0,2100.0,4100.0,3100.0,840.0
948,USA,Finance,Partner,11-50 employees,35 to 54,30000.0,23000.0,5800.0,14000.0,11000.0,2400.0
949,USA,Finance,Partner,11-50 employees,55+,13000.0,11000.0,1800.0,5000.0,4200.0,670.0
950,USA,Finance,CXO,11-50 employees,Any Age Range,94000.0,70000.0,20000.0,28000.0,22000.0,5000.0
951,USA,Finance,CXO,11-50 employees,18 to 24,3500.0,2300.0,970.0,1600.0,1000.0,500.0
952,USA,Finance,CXO,11-50 employees,25 to 34,20000.0,13000.0,5400.0,3800.0,2800.0,830.0
953,USA,Finance,CXO,11-50 employees,35 to 54,48000.0,36000.0,10000.0,16000.0,13000.0,2900.0
954,USA,Finance,CXO,11-50 employees,55+,21000.0,18000.0,3000.0,6400.0,5600.0,780.0
955,USA,Finance,VP,11-50 employees,Any Age Range,80000.0,55000.0,22000.0,26000.0,20000.0,5800.0
956,USA,Finance,VP,11-50 employees,18 to 24,2900.0,1700.0,1100.0,1400.0,800.0,540.0
957,USA,Finance,VP,11-50 employees,25 to 34,18000.0,12000.0,5800.0,5100.0,3700.0,1200.0
958,USA,Finance,VP,11-50 employees,35 to 54,44000.0,30000.0,13000.0,15000.0,11000.0,3400.0
959,USA,Finance,VP,11-50 employees,55+,15000.0,12000.0,2800.0,4400.0,3700.0,660.0
960,USA,Finance,Director,11-50 employees,Any Age Range,78000.0,47000.0,27000.0,25000.0,17000.0,6900.0
961,USA,Finance,Director,11-50 employees,18 to 24,4200.0,2300.0,1600.0,2000.0,1100.0,690.0
962,USA,Finance,Director,11-50 employees,25 to 34,20000.0,11000.0,8000.0,5900.0,3800.0,1800.0
963,USA,Finance,Director,11-50 employees,35 to 54,41000.0,25000.0,15000.0,14000.0,9600.0,3800.0
964,USA,Finance,Director,11-50 employees,55+,12000.0,9000.0,2900.0,3400.0,2700.0,590.0
965,USA,Finance,Manager,11-50 employees,Any Age Range,68000.0,34000.0,30000.0,10000.0,6600.0,3100.0
966,USA,Finance,Manager,11-50 employees,18 to 24,4000.0,1900.0,1800.0,670.0,390.0,0.0
967,USA,Finance,Manager,11-50 employees,25 to 34,26000.0,12000.0,12000.0,2700.0,1600.0,920.0
968,USA,Finance,Manager,11-50 employees,35 to 54,30000.0,15000.0,14000.0,5400.0,3500.0,1700.0
969,USA,Finance,Manager,11-50 employees,55+,7500.0,5000.0,2400.0,1400.0,1100.0,0.0
970,USA,Finance,Senior,11-50 employees,Any Age Range,220000.0,100000.0,110000.0,35000.0,22000.0,11000.0
971,USA,Finance,Senior,11-50 employees,18 to 24,21000.0,10000.0,8900.0,4800.0,3000.0,1400.0
972,USA,Finance,Senior,11-50 employees,25 to 34,99000.0,44000.0,49000.0,15000.0,9500.0,4800.0
973,USA,Finance,Senior,11-50 employees,35 to 54,85000.0,38000.0,43000.0,13000.0,8000.0,4400.0
974,USA,Finance,Senior,11-50 employees,55+,18000.0,9900.0,7400.0,2300.0,1600.0,700.0
975,USA,Finance,Entry,11-50 employees,Any Age Range,220000.0,84000.0,120000.0,20000.0,12000.0,7000.0
976,USA,Finance,Entry,11-50 employees,18 to 24,28000.0,13000.0,13000.0,4100.0,2600.0,1300.0
977,USA,Finance,Entry,11-50 employees,25 to 34,120000.0,46000.0,65000.0,11000.0,6900.0,3400.0
978,USA,Finance,Entry,11-50 employees,35 to 54,58000.0,21000.0,35000.0,4500.0,2300.0,2000.0
979,USA,Finance,Entry,11-50 employees,55+,11000.0,4700.0,5700.0,700.0,430.0,0.0
980,USA,Finance,Training,11-50 employees,Any Age Range,5000.0,2900.0,1600.0,1600.0,1000.0,410.0
981,USA,Finance,Training,11-50 employees,18 to 24,2300.0,1400.0,710.0,890.0,580.0,0.0
982,USA,Finance,Training,11-50 employees,25 to 34,2400.0,1300.0,800.0,630.0,420.0,0.0
983,USA,Finance,Training,11-50 employees,35 to 54,0.0,0.0,0.0,0.0,0.0,0.0
984,USA,Finance,Training,11-50 employees,55+,0.0,0.0,0.0,0.0,0.0,0.0
985,USA,Finance,Unpaid,11-50 employees,Any Age Range,4500.0,2100.0,2100.0,0.0,0.0,0.0
986,USA,Finance,Unpaid,11-50 employees,18 to 24,470.0,0.0,0.0,0.0,0.0,0.0
987,USA,Finance,Unpaid,11-50 employees,25 to 34,3100.0,1400.0,1500.0,0.0,0.0,0.0
988,USA,Finance,Unpaid,11-50 employees,35 to 54,500.0,0.0,0.0,0.0,0.0,0.0
989,USA,Finance,Unpaid,11-50 employees,55+,360.0,0.0,0.0,0.0,0.0,0.0
990,USA,Finance,Any Job Seniority,2-10 employees,Any Age Range,880000.0,470000.0,350000.0,120000.0,83000.0,29000.0
991,USA,Finance,Any Job Seniority,2-10 employees,18 to 24,90000.0,44000.0,38000.0,11000.0,6800.0,3600.0
992,USA,Finance,Any Job Seniority,2-10 employees,25 to 34,370000.0,180000.0,170000.0,31000.0,21000.0,8800.0
993,USA,Finance,Any Job Seniority,2-10 employees,35 to 54,310000.0,180000.0,120000.0,57000.0,41000.0,14000.0
994,USA,Finance,Any Job Seniority,2-10 employees,55+,99000.0,70000.0,27000.0,18000.0,15000.0,3100.0
995,USA,Finance,Owner,2-10 employees,Any Age Range,140000.0,99000.0,38000.0,30000.0,23000.0,6000.0
996,USA,Finance,Owner,2-10 employees,18 to 24,6300.0,3900.0,1900.0,1900.0,1300.0,480.0
997,USA,Finance,Owner,2-10 employees,25 to 34,39000.0,25000.0,12000.0,6400.0,4700.0,1400.0
998,USA,Finance,Owner,2-10 employees,35 to 54,71000.0,49000.0,20000.0,16000.0,12000.0,3300.0
999,USA,Finance,Owner,2-10 employees,55+,26000.0,21000.0,5300.0,5300.0,4400.0,810.0
1000,USA,Finance,Partner,2-10 employees,Any Age Range,62000.0,47000.0,12000.0,26000.0,21000.0,4600.0
1001,USA,Finance,Partner,2-10 employees,18 to 24,2300.0,1500.0,650.0,1000.0,670.0,0.0
1002,USA,Finance,Partner,2-10 employees,25 to 34,11000.0,7900.0,2400.0,4600.0,3500.0,920.0
1003,USA,Finance,Partner,2-10 employees,35 to 54,34000.0,26000.0,7000.0,15000.0,12000.0,2700.0
1004,USA,Finance,Partner,2-10 employees,55+,14000.0,12000.0,2100.0,5200.0,4500.0,690.0
1005,USA,Finance,CXO,2-10 employees,Any Age Range,110000.0,86000.0,23000.0,30000.0,24000.0,5400.0
1006,USA,Finance,CXO,2-10 employees,18 to 24,4100.0,2600.0,1100.0,1500.0,920.0,430.0
1007,USA,Finance,CXO,2-10 employees,25 to 34,25000.0,18000.0,5900.0,4600.0,3400.0,1000.0
1008,USA,Finance,CXO,2-10 employees,35 to 54,57000.0,43000.0,12000.0,17000.0,13000.0,3200.0
1009,USA,Finance,CXO,2-10 employees,55+,26000.0,22000.0,3800.0,6900.0,6000.0,850.0
1010,USA,Finance,VP,2-10 employees,Any Age Range,59000.0,40000.0,16000.0,17000.0,13000.0,3700.0
1011,USA,Finance,VP,2-10 employees,18 to 24,2300.0,1400.0,810.0,920.0,530.0,320.0
1012,USA,Finance,VP,2-10 employees,25 to 34,14000.0,8900.0,4300.0,3300.0,2400.0,800.0
1013,USA,Finance,VP,2-10 employees,35 to 54,31000.0,21000.0,8800.0,10000.0,7600.0,2100.0
1014,USA,Finance,VP,2-10 employees,55+,11000.0,8900.0,2200.0,3200.0,2700.0,470.0
1015,USA,Finance,Director,2-10 employees,Any Age Range,71000.0,43000.0,24000.0,20000.0,14000.0,5200.0
1016,USA,Finance,Director,2-10 employees,18 to 24,3900.0,2000.0,1500.0,1400.0,770.0,500.0
1017,USA,Finance,Director,2-10 employees,25 to 34,19000.0,10000.0,7300.0,4500.0,2900.0,1400.0
1018,USA,Finance,Director,2-10 employees,35 to 54,35000.0,22000.0,12000.0,11000.0,7500.0,2800.0
1019,USA,Finance,Director,2-10 employees,55+,12000.0,9200.0,2900.0,3200.0,2600.0,550.0
1020,USA,Finance,Manager,2-10 employees,Any Age Range,65000.0,35000.0,27000.0,8300.0,5700.0,2300.0
1021,USA,Finance,Manager,2-10 employees,18 to 24,4600.0,2400.0,1900.0,530.0,320.0,0.0
1022,USA,Finance,Manager,2-10 employees,25 to 34,25000.0,13000.0,11000.0,2000.0,1200.0,660.0
1023,USA,Finance,Manager,2-10 employees,35 to 54,27000.0,15000.0,11000.0,4400.0,3000.0,1200.0
1024,USA,Finance,Manager,2-10 employees,55+,7600.0,5100.0,2200.0,1300.0,1100.0,0.0
1025,USA,Finance,Senior,2-10 employees,Any Age Range,210000.0,97000.0,97000.0,22000.0,14000.0,7200.0
1026,USA,Finance,Senior,2-10 employees,18 to 24,24000.0,12000.0,9800.0,3000.0,1700.0,1000.0
1027,USA,Finance,Senior,2-10 employees,25 to 34,92000.0,41000.0,45000.0,8100.0,5100.0,2600.0
1028,USA,Finance,Senior,2-10 employees,35 to 54,71000.0,33000.0,35000.0,8600.0,5400.0,2900.0
1029,USA,Finance,Senior,2-10 employees,55+,19000.0,11000.0,7300.0,2200.0,1500.0,610.0
1030,USA,Finance,Entry,2-10 employees,Any Age Range,250000.0,100000.0,130000.0,11000.0,6500.0,4100.0
1031,USA,Finance,Entry,2-10 employees,18 to 24,41000.0,18000.0,19000.0,2600.0,1600.0,820.0
1032,USA,Finance,Entry,2-10 employees,25 to 34,140000.0,56000.0,75000.0,5200.0,3100.0,1700.0
1033,USA,Finance,Entry,2-10 employees,35 to 54,55000.0,22000.0,31000.0,2800.0,1400.0,1300.0
1034,USA,Finance,Entry,2-10 employees,55+,11000.0,5500.0,5600.0,650.0,390.0,0.0
1035,USA,Finance,Training,2-10 employees,Any Age Range,4200.0,2400.0,1400.0,1200.0,790.0,350.0
1036,USA,Finance,Training,2-10 employees,18 to 24,1900.0,1100.0,610.0,710.0,460.0,0.0
1037,USA,Finance,Training,2-10 employees,25 to 34,2000.0,1100.0,680.0,480.0,310.0,0.0
1038,USA,Finance,Training,2-10 employees,35 to 54,0.0,0.0,0.0,0.0,0.0,0.0
1039,USA,Finance,Training,2-10 employees,55+,0.0,0.0,0.0,0.0,0.0,0.0
1040,USA,Finance,Unpaid,2-10 employees,Any Age Range,11000.0,5700.0,4400.0,0.0,0.0,0.0
1041,USA,Finance,Unpaid,2-10 employees,18 to 24,1200.0,650.0,500.0,0.0,0.0,0.0
1042,USA,Finance,Unpaid,2-10 employees,25 to 34,7300.0,3800.0,3100.0,0.0,0.0,0.0
1043,USA,Finance,Unpaid,2-10 employees,35 to 54,1100.0,600.0,470.0,0.0,0.0,0.0
1044,USA,Finance,Unpaid,2-10 employees,55+,940.0,630.0,0.0,0.0,0.0,0.0
1045,USA,Finance,Any Job Seniority,Myself Only,Any Age Range,61000.0,32000.0,25000.0,9500.0,6300.0,2800.0
1046,USA,Finance,Any Job Seniority,Myself Only,18 to 24,7300.0,3800.0,2800.0,840.0,500.0,0.0
1047,USA,Finance,Any Job Seniority,Myself Only,25 to 34,24000.0,11000.0,11000.0,2500.0,1600.0,770.0
1048,USA,Finance,Any Job Seniority,Myself Only,35 to 54,22000.0,12000.0,9000.0,4800.0,3200.0,1400.0
1049,USA,Finance,Any Job Seniority,Myself Only,55+,6600.0,4400.0,2000.0,1300.0,990.0,0.0
1050,USA,Finance,Owner,Myself Only,Any Age Range,12000.0,7600.0,3800.0,3600.0,2500.0,980.0
1051,USA,Finance,Owner,Myself Only,18 to 24,860.0,530.0,0.0,0.0,0.0,0.0
1052,USA,Finance,Owner,Myself Only,25 to 34,3300.0,2000.0,1100.0,990.0,680.0,0.0
1053,USA,Finance,Owner,Myself Only,35 to 54,6000.0,3800.0,2000.0,1900.0,1300.0,530.0
1054,USA,Finance,Owner,Myself Only,55+,1700.0,1200.0,460.0,400.0,0.0,0.0
1055,USA,Finance,Partner,Myself Only,Any Age Range,4200.0,2900.0,1100.0,1700.0,1200.0,420.0
1056,USA,Finance,Partner,Myself Only,18 to 24,0.0,0.0,0.0,0.0,0.0,0.0
1057,USA,Finance,Partner,Myself Only,25 to 34,800.0,550.0,0.0,330.0,0.0,0.0
1058,USA,Finance,Partner,Myself Only,35 to 54,2200.0,1600.0,560.0,920.0,650.0,0.0
1059,USA,Finance,Partner,Myself Only,55+,810.0,620.0,0.0,310.0,0.0,0.0
1060,USA,Finance,CXO,Myself Only,Any Age Range,6900.0,4900.0,1700.0,2300.0,1700.0,520.0
1061,USA,Finance,CXO,Myself Only,18 to 24,370.0,0.0,0.0,0.0,0.0,0.0
1062,USA,Finance,CXO,Myself Only,25 to 34,1500.0,1000.0,410.0,460.0,330.0,0.0
1063,USA,Finance,CXO,Myself Only,35 to 54,3600.0,2500.0,890.0,1300.0,940.0,310.0
1064,USA,Finance,CXO,Myself Only,55+,1400.0,1100.0,0.0,410.0,330.0,0.0
1065,USA,Finance,VP,Myself Only,Any Age Range,4800.0,2900.0,1600.0,1200.0,810.0,330.0
1066,USA,Finance,VP,Myself Only,18 to 24,0.0,0.0,0.0,0.0,0.0,0.0
1067,USA,Finance,VP,Myself Only,25 to 34,1300.0,680.0,530.0,0.0,0.0,0.0
1068,USA,Finance,VP,Myself Only,35 to 54,2400.0,1600.0,770.0,690.0,490.0,0.0
1069,USA,Finance,VP,Myself Only,55+,750.0,560.0,0.0,0.0,0.0,0.0
1070,USA,Finance,Director,Myself Only,Any Age Range,5700.0,3500.0,1900.0,1600.0,1100.0,490.0
1071,USA,Finance,Director,Myself Only,18 to 24,300.0,0.0,0.0,0.0,0.0,0.0
1072,USA,Finance,Director,Myself Only,25 to 34,1500.0,840.0,550.0,370.0,0.0,0.0
1073,USA,Finance,Director,Myself Only,35 to 54,2900.0,1800.0,1000.0,940.0,630.0,0.0
1074,USA,Finance,Director,Myself Only,55+,900.0,660.0,0.0,0.0,0.0,0.0
1075,USA,Finance,Manager,Myself Only,Any Age Range,5400.0,2700.0,2300.0,820.0,520.0,0.0
1076,USA,Finance,Manager,Myself Only,18 to 24,460.0,0.0,0.0,0.0,0.0,0.0
1077,USA,Finance,Manager,Myself Only,25 to 34,2200.0,960.0,1000.0,0.0,0.0,0.0
1078,USA,Finance,Manager,Myself Only,35 to 54,2200.0,1100.0,910.0,430.0,0.0,0.0
1079,USA,Finance,Manager,Myself Only,55+,590.0,370.0,0.0,0.0,0.0,0.0
1080,USA,Finance,Senior,Myself Only,Any Age Range,16000.0,7400.0,7200.0,1700.0,1000.0,610.0
1081,USA,Finance,Senior,Myself Only,18 to 24,2000.0,1000.0,750.0,0.0,0.0,0.0
1082,USA,Finance,Senior,Myself Only,25 to 34,6400.0,2800.0,3200.0,560.0,310.0,0.0
1083,USA,Finance,Senior,Myself Only,35 to 54,5700.0,2600.0,2700.0,790.0,460.0,0.0
1084,USA,Finance,Senior,Myself Only,55+,1500.0,950.0,530.0,0.0,0.0,0.0
1085,USA,Finance,Entry,Myself Only,Any Age Range,14000.0,5800.0,6900.0,720.0,400.0,0.0
1086,USA,Finance,Entry,Myself Only,18 to 24,2500.0,1200.0,1100.0,0.0,0.0,0.0
1087,USA,Finance,Entry,Myself Only,25 to 34,7200.0,2800.0,3800.0,0.0,0.0,0.0
1088,USA,Finance,Entry,Myself Only,35 to 54,3400.0,1400.0,1800.0,0.0,0.0,0.0
1089,USA,Finance,Entry,Myself Only,55+,750.0,390.0,340.0,0.0,0.0,0.0
1090,USA,Finance,Training,Myself Only,Any Age Range,0.0,0.0,0.0,0.0,0.0,0.0
1091,USA,Finance,Training,Myself Only,18 to 24,0.0,0.0,0.0,0.0,0.0,0.0
1092,USA,Finance,Training,Myself Only,25 to 34,0.0,0.0,0.0,0.0,0.0,0.0
1093,USA,Finance,Training,Myself Only,35 to 54,0.0,0.0,0.0,0.0,0.0,0.0
1094,USA,Finance,Training,Myself Only,55+,0.0,0.0,0.0,0.0,0.0,0.0
1095,USA,Finance,Unpaid,Myself Only,Any Age Range,1900.0,1000.0,760.0,0.0,0.0,0.0
1096,USA,Finance,Unpaid,Myself Only,18 to 24,560.0,0.0,0.0,0.0,0.0,0.0
1097,USA,Finance,Unpaid,Myself Only,25 to 34,840.0,410.0,370.0,0.0,0.0,0.0
1098,USA,Finance,Unpaid,Myself Only,35 to 54,0.0,0.0,0.0,0.0,0.0,0.0
1099,USA,Finance,Unpaid,Myself Only,55+,0.0,0.0,0.0,0.0,0.0,0.0
1100,GBR,IT,Any Job Seniority,Any Company Size,Any Age Range,2100000.0,1400000.0,590000.0,480000.0,330000.0,120000.0
1101,GBR,IT,Any Job Seniority,Any Company Size,18 to 24,210000.0,130000.0,60000.0,18000.0,11000.0,5900.0
1102,GBR,IT,Any Job Seniority,Any Company Size,25 to 34,980000.0,580000.0,300000.0,130000.0,80000.0,43000.0
1103,GBR,IT,Any Job Seniority,Any Company Size,35 to 54,800000.0,550000.0,210000.0,270000.0,200000.0,64000.0
1104,GBR,IT,Any Job Seniority,Any Company Size,55+,160000.0,130000.0,27000.0,53000.0,45000.0,6800.0
1105,GBR,IT,Owner,Any Company Size,Any Age Range,110000.0,81000.0,19000.0,33000.0,25000.0,5300.0
1106,GBR,IT,Owner,Any Company Size,18 to 24,4600.0,2800.0,1100.0,960.0,650.0,0.0
1107,GBR,IT,Owner,Any Company Size,25 to 34,33000.0,23000.0,6600.0,6800.0,4800.0,1500.0
1108,GBR,IT,Owner,Any Company Size,35 to 54,54000.0,42000.0,9200.0,19000.0,15000.0,3200.0
1109,GBR,IT,Owner,Any Company Size,55+,15000.0,13000.0,1700.0,5100.0,4500.0,450.0
1110,GBR,IT,Partner,Any Company Size,Any Age Range,21000.0,15000.0,4200.0,11000.0,8300.0,2000.0
1111,GBR,IT,Partner,Any Company Size,18 to 24,670.0,410.0,0.0,0.0,0.0,0.0
1112,GBR,IT,Partner,Any Company Size,25 to 34,4100.0,2700.0,1000.0,1500.0,1000.0,410.0
1113,GBR,IT,Partner,Any Company Size,35 to 54,11000.0,8400.0,2400.0,6600.0,5100.0,1300.0
1114,GBR,IT,Partner,Any Company Size,55+,4400.0,3800.0,580.0,2300.0,2100.0,0.0
1115,GBR,IT,CXO,Any Company Size,Any Age Range,57000.0,44000.0,8000.0,25000.0,21000.0,3400.0
1116,GBR,IT,CXO,Any Company Size,18 to 24,3000.0,1900.0,570.0,560.0,400.0,0.0
1117,GBR,IT,CXO,Any Company Size,25 to 34,15000.0,11000.0,2600.0,3700.0,2800.0,670.0
1118,GBR,IT,CXO,Any Company Size,35 to 54,28000.0,23000.0,4100.0,16000.0,13000.0,2200.0
1119,GBR,IT,CXO,Any Company Size,55+,9200.0,8200.0,810.0,4900.0,4500.0,360.0
1120,GBR,IT,VP,Any Company Size,Any Age Range,65000.0,51000.0,9900.0,24000.0,19000.0,3400.0
1121,GBR,IT,VP,Any Company Size,18 to 24,2600.0,1600.0,600.0,320.0,0.0,0.0
1122,GBR,IT,VP,Any Company Size,25 to 34,18000.0,13000.0,3400.0,2500.0,1800.0,600.0
1123,GBR,IT,VP,Any Company Size,35 to 54,34000.0,27000.0,5000.0,16000.0,13000.0,2400.0
1124,GBR,IT,VP,Any Company Size,55+,11000.0,9600.0,910.0,4900.0,4400.0,370.0
1125,GBR,IT,Director,Any Company Size,Any Age Range,230000.0,170000.0,52000.0,94000.0,71000.0,20000.0
1126,GBR,IT,Director,Any Company Size,18 to 24,6600.0,4000.0,1800.0,1200.0,740.0,380.0
1127,GBR,IT,Director,Any Company Size,25 to 34,58000.0,38000.0,16000.0,13000.0,8200.0,3800.0
1128,GBR,IT,Director,Any Company Size,35 to 54,130000.0,97000.0,30000.0,64000.0,48000.0,14000.0
1129,GBR,IT,Director,Any Company Size,55+,33000.0,28000.0,4700.0,15000.0,13000.0,1700.0
1130,GBR,IT,Manager,Any Company Size,Any Age Range,170000.0,110000.0,52000.0,51000.0,33000.0,15000.0
1131,GBR,IT,Manager,Any Company Size,18 to 24,10000.0,6100.0,3000.0,880.0,480.0,340.0
1132,GBR,IT,Manager,Any Company Size,25 to 34,65000.0,38000.0,22000.0,12000.0,6300.0,4700.0
1133,GBR,IT,Manager,Any Company Size,35 to 54,81000.0,53000.0,24000.0,33000.0,22000.0,9500.0
1134,GBR,IT,Manager,Any Company Size,55+,14000.0,11000.0,2800.0,5200.0,4200.0,880.0
1135,GBR,IT,Senior,Any Company Size,Any Age Range,610000.0,380000.0,190000.0,170000.0,120000.0,47000.0
1136,GBR,IT,Senior,Any Company Size,18 to 24,43000.0,23000.0,15000.0,5000.0,2600.0,1900.0
1137,GBR,IT,Senior,Any Company Size,25 to 34,250000.0,140000.0,90000.0,53000.0,31000.0,19000.0
1138,GBR,IT,Senior,Any Company Size,35 to 54,270000.0,180000.0,75000.0,98000.0,69000.0,24000.0
1139,GBR,IT,Senior,Any Company Size,55+,43000.0,34000.0,8500.0,15000.0,12000.0,2200.0
1140,GBR,IT,Entry,Any Company Size,Any Age Range,610000.0,370000.0,180000.0,80000.0,53000.0,22000.0
1141,GBR,IT,Entry,Any Company Size,18 to 24,89000.0,52000.0,26000.0,5700.0,3400.0,1800.0
1142,GBR,IT,Entry,Any Company Size,25 to 34,330000.0,200000.0,110000.0,35000.0,21000.0,11000.0
1143,GBR,IT,Entry,Any Company Size,35 to 54,160000.0,100000.0,43000.0,35000.0,24000.0,8700.0
1144,GBR,IT,Entry,Any Company Size,55+,23000.0,18000.0,4700.0,4700.0,3900.0,720.0
1145,GBR,IT,Training,Any Company Size,Any Age Range,15000.0,8600.0,4800.0,1600.0,830.0,640.0
1146,GBR,IT,Training,Any Company Size,18 to 24,4700.0,2600.0,1500.0,490.0,0.0,0.0
1147,GBR,IT,Training,Any Company Size,25 to 34,9100.0,5200.0,2800.0,860.0,430.0,350.0
1148,GBR,IT,Training,Any Company Size,35 to 54,1200.0,710.0,400.0,0.0,0.0,0.0
1149,GBR,IT,Training,Any Company Size,55+,0.0,0.0,0.0,0.0,0.0,0.0
1150,GBR,IT,Unpaid,Any Company Size,Any Age Range,49000.0,31000.0,15000.0,2000.0,1600.0,310.0
1151,GBR,IT,Unpaid,Any Company Size,18 to 24,3200.0,1900.0,900.0,0.0,0.0,0.0
1152,GBR,IT,Unpaid,Any Company Size,25 to 34,35000.0,21000.0,12000.0,0.0,0.0,0.0
1153,GBR,IT,Unpaid,Any Company Size,35 to 54,5400.0,4000.0,1200.0,840.0,640.0,0.0
1154,GBR,IT,Unpaid,Any Company Size,55+,4900.0,4100.0,660.0,1000.0,940.0,0.0
1155,GBR,IT,Any Job Seniority,"10,001+ employees",Any Age Range,470000.0,290000.0,130000.0,130000.0,85000.0,35000.0
1156,GBR,IT,Any Job Seniority,"10,001+ employees",18 to 24,49000.0,27000.0,15000.0,3700.0,1900.0,1400.0
1157,GBR,IT,Any Job Seniority,"10,001+ employees",25 to 34,180000.0,100000.0,57000.0,32000.0,18000.0,12000.0
1158,GBR,IT,Any Job Seniority,"10,001+ employees",35 to 54,200000.0,130000.0,55000.0,77000.0,54000.0,20000.0
1159,GBR,IT,Any Job Seniority,"10,001+ employees",55+,35000.0,28000.0,6500.0,14000.0,11000.0,2000.0
1160,GBR,IT,Owner,"10,001+ employees",Any Age Range,7400.0,5000.0,1700.0,3000.0,2100.0,650.0
1161,GBR,IT,Owner,"10,001+ employees",18 to 24,680.0,360.0,0.0,0.0,0.0,0.0
1162,GBR,IT,Owner,"10,001+ employees",25 to 34,1900.0,1100.0,560.0,680.0,420.0,0.0
1163,GBR,IT,Owner,"10,001+ employees",35 to 54,3700.0,2800.0,800.0,1700.0,1300.0,360.0
1164,GBR,IT,Owner,"10,001+ employees",55+,970.0,800.0,0.0,430.0,380.0,0.0
1165,GBR,IT,Partner,"10,001+ employees",Any Age Range,3200.0,2200.0,780.0,1900.0,1300.0,450.0
1166,GBR,IT,Partner,"10,001+ employees",18 to 24,0.0,0.0,0.0,0.0,0.0,0.0
1167,GBR,IT,Partner,"10,001+ employees",25 to 34,560.0,340.0,0.0,0.0,0.0,0.0
1168,GBR,IT,Partner,"10,001+ employees",35 to 54,1800.0,1300.0,500.0,1200.0,840.0,310.0
1169,GBR,IT,Partner,"10,001+ employees",55+,620.0,520.0,0.0,370.0,320.0,0.0
1170,GBR,IT,CXO,"10,001+ employees",Any Age Range,5400.0,3600.0,1200.0,2300.0,1700.0,480.0
1171,GBR,IT,CXO,"10,001+ employees",18 to 24,510.0,0.0,0.0,0.0,0.0,0.0
1172,GBR,IT,CXO,"10,001+ employees",25 to 34,1400.0,810.0,390.0,320.0,0.0,0.0
1173,GBR,IT,CXO,"10,001+ employees",35 to 54,2500.0,1800.0,630.0,1400.0,1000.0,300.0
1174,GBR,IT,CXO,"10,001+ employees",55+,860.0,740.0,0.0,480.0,410.0,0.0
1175,GBR,IT,VP,"10,001+ employees",Any Age Range,9900.0,7000.0,2100.0,5000.0,3700.0,1000.0
1176,GBR,IT,VP,"10,001+ employees",18 to 24,580.0,320.0,0.0,0.0,0.0,0.0
1177,GBR,IT,VP,"10,001+ employees",25 to 34,2000.0,1200.0,520.0,390.0,0.0,0.0
1178,GBR,IT,VP,"10,001+ employees",35 to 54,5700.0,4200.0,1200.0,3600.0,2700.0,760.0
1179,GBR,IT,VP,"10,001+ employees",55+,1500.0,1300.0,0.0,900.0,780.0,0.0
1180,GBR,IT,Director,"10,001+ employees",Any Age Range,44000.0,30000.0,11000.0,22000.0,16000.0,5400.0
1181,GBR,IT,Director,"10,001+ employees",18 to 24,1300.0,710.0,390.0,0.0,0.0,0.0
1182,GBR,IT,Director,"10,001+ employees",25 to 34,7400.0,4600.0,2300.0,2200.0,1400.0,720.0
1183,GBR,IT,Director,"10,001+ employees",35 to 54,28000.0,19000.0,7400.0,16000.0,11000.0,4100.0
1184,GBR,IT,Director,"10,001+ employees",55+,6600.0,5400.0,1100.0,3600.0,3000.0,500.0
1185,GBR,IT,Manager,"10,001+ employees",Any Age Range,59000.0,37000.0,18000.0,21000.0,13000.0,6600.0
1186,GBR,IT,Manager,"10,001+ employees",18 to 24,3200.0,1800.0,1000.0,340.0,0.0,0.0
1187,GBR,IT,Manager,"10,001+ employees",25 to 34,18000.0,10000.0,6300.0,4400.0,2300.0,1800.0
1188,GBR,IT,Manager,"10,001+ employees",35 to 54,32000.0,21000.0,9900.0,14000.0,9100.0,4200.0
1189,GBR,IT,Manager,"10,001+ employees",55+,5700.0,4400.0,1200.0,2200.0,1800.0,400.0
1190,GBR,IT,Senior,"10,001+ employees",Any Age Range,180000.0,110000.0,56000.0,57000.0,38000.0,16000.0
1191,GBR,IT,Senior,"10,001+ employees",18 to 24,13000.0,6500.0,4700.0,1400.0,700.0,560.0
1192,GBR,IT,Senior,"10,001+ employees",25 to 34,66000.0,37000.0,24000.0,16000.0,8700.0,5800.0
1193,GBR,IT,Senior,"10,001+ employees",35 to 54,88000.0,59000.0,25000.0,34000.0,24000.0,8600.0
1194,GBR,IT,Senior,"10,001+ employees",55+,14000.0,11000.0,2700.0,5400.0,4500.0,810.0
1195,GBR,IT,Entry,"10,001+ employees",Any Age Range,150000.0,91000.0,41000.0,21000.0,13000.0,6000.0
1196,GBR,IT,Entry,"10,001+ employees",18 to 24,26000.0,15000.0,7400.0,1300.0,710.0,470.0
1197,GBR,IT,Entry,"10,001+ employees",25 to 34,70000.0,42000.0,21000.0,8300.0,4800.0,2700.0
1198,GBR,IT,Entry,"10,001+ employees",35 to 54,42000.0,29000.0,11000.0,9900.0,6800.0,2500.0
