Country,Gender,Age Range,Job seniority,Company Industry,Company Size,Count
US,Male,35 to 54,Manager,Information Technology & Services,2-10 employees,8600
US,Male,35 to 54,Manager,Information Technology & Services,Myself Only,1100
US,Male,35 to 54,Manager,Internet,"10,001+ employees",26000
US,Male,35 to 54,Manager,Internet,"5001-10,000 employees",2700
US,Male,35 to 54,Manager,Internet,1001-5000 employees,5700
US,Male,35 to 54,Manager,Internet,501-1000 employees,2200
US,Male,35 to 54,Manager,Internet,201-500 employees,2500
US,Male,35 to 54,Manager,Internet,51-200 employees,3400
US,Male,35 to 54,Manager,Internet,11-50 employees,3500
US,Male,35 to 54,Manager,Internet,2-10 employees,3800
US,Male,35 to 54,Manager,Internet,Myself Only,620
US,Male,35 to 54,Senior,Venture Capital & Private Equity,"10,001+ employees",2800
US,Male,35 to 54,Senior,Venture Capital & Private Equity,"5001-10,000 employees",0
US,Male,35 to 54,Senior,Venture Capital & Private Equity,1001-5000 employees,650
US,Male,35 to 54,Senior,Venture Capital & Private Equity,501-1000 employees,0
US,Male,35 to 54,Senior,Venture Capital & Private Equity,201-500 employees,430
US,Male,35 to 54,Senior,Venture Capital & Private Equity,51-200 employees,860
US,Male,35 to 54,Senior,Venture Capital & Private Equity,11-50 employees,1200
US,Male,35 to 54,Senior,Venture Capital & Private Equity,2-10 employees,4100
US,Male,35 to 54,Senior,Venture Capital & Private Equity,Myself Only,0
US,Male,35 to 54,Senior,Investment Management,"10,001+ employees",33000
US,Male,35 to 54,Senior,Investment Management,"5001-10,000 employees",3100
US,Male,35 to 54,Senior,Investment Management,1001-5000 employees,6300
US,Male,35 to 54,Senior,Investment Management,501-1000 employees,2400
US,Male,35 to 54,Senior,Investment Management,201-500 employees,2400
US,Male,35 to 54,Senior,Investment Management,51-200 employees,3800
US,Male,35 to 54,Senior,Investment Management,11-50 employees,4100
US,Male,35 to 54,Senior,Investment Management,2-10 employees,3200
US,Male,35 to 54,Senior,Investment Management,Myself Only,310
US,Male,35 to 54,Senior,Investment Banking,"10,001+ employees",2200
US,Male,35 to 54,Senior,Investment Banking,"5001-10,000 employees",420
US,Male,35 to 54,Senior,Investment Banking,1001-5000 employees,840
US,Male,35 to 54,Senior,Investment Banking,501-1000 employees,0
US,Male,35 to 54,Senior,Investment Banking,201-500 employees,0
US,Male,35 to 54,Senior,Investment Banking,51-200 employees,550
US,Male,35 to 54,Senior,Investment Banking,11-50 employees,830
US,Male,35 to 54,Senior,Investment Banking,2-10 employees,800
US,Male,35 to 54,Senior,Investment Banking,Myself Only,0
US,Male,35 to 54,Senior,Insurance,"10,001+ employees",55000
US,Male,35 to 54,Senior,Insurance,"5001-10,000 employees",17000
US,Male,35 to 54,Senior,Insurance,1001-5000 employees,27000
US,Male,35 to 54,Senior,Insurance,501-1000 employees,8800
US,Male,35 to 54,Senior,Insurance,201-500 employees,9200
US,Male,35 to 54,Senior,Insurance,51-200 employees,11000
US,Male,35 to 54,Senior,Insurance,11-50 employees,9700
US,Male,35 to 54,Senior,Insurance,2-10 employees,7200
US,Male,35 to 54,Senior,Insurance,Myself Only,560
US,Male,35 to 54,Senior,Financial Services,"10,001+ employees",160000
US,Male,35 to 54,Senior,Financial Services,"5001-10,000 employees",30000
US,Male,35 to 54,Senior,Financial Services,1001-5000 employees,46000
US,Male,35 to 54,Senior,Financial Services,501-1000 employees,17000
US,Male,35 to 54,Senior,Financial Services,201-500 employees,18000
US,Male,35 to 54,Senior,Financial Services,51-200 employees,23000
US,Male,35 to 54,Senior,Financial Services,11-50 employees,21000
US,Male,35 to 54,Senior,Financial Services,2-10 employees,17000
US,Male,35 to 54,Senior,Financial Services,Myself Only,1300
US,Male,35 to 54,Senior,Capital Markets,"10,001+ employees",840
US,Male,35 to 54,Senior,Capital Markets,"5001-10,000 employees",0
US,Male,35 to 54,Senior,Capital Markets,1001-5000 employees,500
US,Male,35 to 54,Senior,Capital Markets,501-1000 employees,420
US,Male,35 to 54,Senior,Capital Markets,201-500 employees,380
US,Male,35 to 54,Senior,Capital Markets,51-200 employees,510
US,Male,35 to 54,Senior,Capital Markets,11-50 employees,400
US,Male,35 to 54,Senior,Capital Markets,2-10 employees,590
US,Male,35 to 54,Senior,Capital Markets,Myself Only,0
US,Male,35 to 54,Senior,Banking,"10,001+ employees",55000
US,Male,35 to 54,Senior,Banking,"5001-10,000 employees",6000
US,Male,35 to 54,Senior,Banking,1001-5000 employees,15000
US,Male,35 to 54,Senior,Banking,501-1000 employees,5700
US,Male,35 to 54,Senior,Banking,201-500 employees,6900
US,Male,35 to 54,Senior,Banking,51-200 employees,6800
US,Male,35 to 54,Senior,Banking,11-50 employees,3400
US,Male,35 to 54,Senior,Banking,2-10 employees,2100
US,Male,35 to 54,Senior,Banking,Myself Only,380
US,Male,35 to 54,Senior,Consumer Electronics,"10,001+ employees",13000
US,Male,35 to 54,Senior,Consumer Electronics,"5001-10,000 employees",990
US,Male,35 to 54,Senior,Consumer Electronics,1001-5000 employees,4800
US,Male,35 to 54,Senior,Consumer Electronics,501-1000 employees,920
US,Male,35 to 54,Senior,Consumer Electronics,201-500 employees,1100
US,Male,35 to 54,Senior,Consumer Electronics,51-200 employees,1400
US,Male,35 to 54,Senior,Consumer Electronics,11-50 employees,1500
US,Male,35 to 54,Senior,Consumer Electronics,2-10 employees,980
US,Male,35 to 54,Senior,Consumer Electronics,Myself Only,0
US,Male,35 to 54,Senior,Nanotechnology,"10,001+ employees",0
US,Male,35 to 54,Senior,Nanotechnology,"5001-10,000 employees",0
US,Male,35 to 54,Senior,Nanotechnology,1001-5000 employees,0
US,Male,35 to 54,Senior,Nanotechnology,501-1000 employees,0
US,Male,35 to 54,Senior,Nanotechnology,201-500 employees,0
US,Male,35 to 54,Senior,Nanotechnology,51-200 employees,0
US,Male,35 to 54,Senior,Nanotechnology,11-50 employees,0
US,Male,35 to 54,Senior,Nanotechnology,2-10 employees,0
US,Male,35 to 54,Senior,Nanotechnology,Myself Only,0
US,Male,35 to 54,Senior,Semiconductors,"10,001+ employees",23000
US,Male,35 to 54,Senior,Semiconductors,"5001-10,000 employees",5300
US,Male,35 to 54,Senior,Semiconductors,1001-5000 employees,4300
US,Male,35 to 54,Senior,Semiconductors,501-1000 employees,1700
US,Male,35 to 54,Senior,Semiconductors,201-500 employees,1500
US,Male,35 to 54,Senior,Semiconductors,51-200 employees,1600
US,Male,35 to 54,Senior,Semiconductors,11-50 employees,1200
US,Male,35 to 54,Senior,Semiconductors,2-10 employees,530
US,Male,35 to 54,Senior,Semiconductors,Myself Only,0
US,Male,35 to 54,Senior,Telecommunications,"10,001+ employees",68000
US,Male,35 to 54,Senior,Telecommunications,"5001-10,000 employees",3200
US,Male,35 to 54,Senior,Telecommunications,1001-5000 employees,13000
US,Male,35 to 54,Senior,Telecommunications,501-1000 employees,4700
US,Male,35 to 54,Senior,Telecommunications,201-500 employees,5300
US,Male,35 to 54,Senior,Telecommunications,51-200 employees,7700
US,Male,35 to 54,Senior,Telecommunications,11-50 employees,6400
US,Male,35 to 54,Senior,Telecommunications,2-10 employees,3400
US,Male,35 to 54,Senior,Telecommunications,Myself Only,380
US,Male,35 to 54,Senior,Wireless,"10,001+ employees",9000
US,Male,35 to 54,Senior,Wireless,"5001-10,000 employees",1200
US,Male,35 to 54,Senior,Wireless,1001-5000 employees,1100
US,Male,35 to 54,Senior,Wireless,501-1000 employees,490
US,Male,35 to 54,Senior,Wireless,201-500 employees,830
US,Male,35 to 54,Senior,Wireless,51-200 employees,1300
US,Male,35 to 54,Senior,Wireless,11-50 employees,870
US,Male,35 to 54,Senior,Wireless,2-10 employees,360
US,Male,35 to 54,Senior,Wireless,Myself Only,0
US,Male,35 to 54,Senior,Computer Networking,"10,001+ employees",8600
US,Male,35 to 54,Senior,Computer Networking,"5001-10,000 employees",1500
US,Male,35 to 54,Senior,Computer Networking,1001-5000 employees,2500
US,Male,35 to 54,Senior,Computer Networking,501-1000 employees,710
US,Male,35 to 54,Senior,Computer Networking,201-500 employees,540
US,Male,35 to 54,Senior,Computer Networking,51-200 employees,1100
US,Male,35 to 54,Senior,Computer Networking,11-50 employees,1200
US,Male,35 to 54,Senior,Computer Networking,2-10 employees,950
US,Male,35 to 54,Senior,Computer Networking,Myself Only,0
US,Male,35 to 54,Senior,Computer Hardware,"10,001+ employees",4600
US,Male,35 to 54,Senior,Computer Hardware,"5001-10,000 employees",500
US,Male,35 to 54,Senior,Computer Hardware,1001-5000 employees,1100
US,Male,35 to 54,Senior,Computer Hardware,501-1000 employees,450
US,Male,35 to 54,Senior,Computer Hardware,201-500 employees,1300
US,Male,35 to 54,Senior,Computer Hardware,51-200 employees,1300
US,Male,35 to 54,Senior,Computer Hardware,11-50 employees,1200
US,Male,35 to 54,Senior,Computer Hardware,2-10 employees,680
US,Male,35 to 54,Senior,Computer Hardware,Myself Only,0
US,Male,35 to 54,Senior,Computer & Network Security,"10,001+ employees",71000
US,Male,35 to 54,Senior,Computer & Network Security,"5001-10,000 employees",4700
US,Male,35 to 54,Senior,Computer & Network Security,1001-5000 employees,5700
US,Male,35 to 54,Senior,Computer & Network Security,501-1000 employees,2300
US,Male,35 to 54,Senior,Computer & Network Security,201-500 employees,2000
US,Male,35 to 54,Senior,Computer & Network Security,51-200 employees,3500
US,Male,35 to 54,Senior,Computer & Network Security,11-50 employees,2600
US,Male,35 to 54,Senior,Computer & Network Security,2-10 employees,1600
US,Male,35 to 54,Senior,Computer & Network Security,Myself Only,310
US,Male,35 to 54,Senior,Computer Software,"10,001+ employees",130000
US,Male,35 to 54,Senior,Computer Software,"5001-10,000 employees",18000
US,Male,35 to 54,Senior,Computer Software,1001-5000 employees,40000
US,Male,35 to 54,Senior,Computer Software,501-1000 employees,14000
US,Male,35 to 54,Senior,Computer Software,201-500 employees,18000
US,Male,35 to 54,Senior,Computer Software,51-200 employees,26000
US,Male,35 to 54,Senior,Computer Software,11-50 employees,19000
US,Male,35 to 54,Senior,Computer Software,2-10 employees,9300
US,Male,35 to 54,Senior,Computer Software,Myself Only,1800
US,Male,35 to 54,Senior,Information Technology & Services,"10,001+ employees",250000
US,Male,35 to 54,Senior,Information Technology & Services,"5001-10,000 employees",30000
US,Male,35 to 54,Senior,Information Technology & Services,1001-5000 employees,49000
US,Male,35 to 54,Senior,Information Technology & Services,501-1000 employees,23000
US,Male,35 to 54,Senior,Information Technology & Services,201-500 employees,35000
US,Male,35 to 54,Senior,Information Technology & Services,51-200 employees,48000
US,Male,35 to 54,Senior,Information Technology & Services,11-50 employees,36000
US,Male,35 to 54,Senior,Information Technology & Services,2-10 employees,20000
US,Male,35 to 54,Senior,Information Technology & Services,Myself Only,3000
US,Male,35 to 54,Senior,Internet,"10,001+ employees",49000
US,Male,35 to 54,Senior,Internet,"5001-10,000 employees",6200
US,Male,35 to 54,Senior,Internet,1001-5000 employees,13000
US,Male,35 to 54,Senior,Internet,501-1000 employees,5400
US,Male,35 to 54,Senior,Internet,201-500 employees,5600
US,Male,35 to 54,Senior,Internet,51-200 employees,8500
US,Male,35 to 54,Senior,Internet,11-50 employees,6800
US,Male,35 to 54,Senior,Internet,2-10 employees,5200
US,Male,35 to 54,Senior,Internet,Myself Only,1100
US,Male,35 to 54,Entry,Venture Capital & Private Equity,"10,001+ employees",1400
US,Male,35 to 54,Entry,Venture Capital & Private Equity,"5001-10,000 employees",0
US,Male,35 to 54,Entry,Venture Capital & Private Equity,1001-5000 employees,0
US,Male,35 to 54,Entry,Venture Capital & Private Equity,501-1000 employees,0
US,Male,35 to 54,Entry,Venture Capital & Private Equity,201-500 employees,0
US,Male,35 to 54,Entry,Venture Capital & Private Equity,51-200 employees,410
US,Male,35 to 54,Entry,Venture Capital & Private Equity,11-50 employees,710
US,Male,35 to 54,Entry,Venture Capital & Private Equity,2-10 employees,4200
US,Male,35 to 54,Entry,Venture Capital & Private Equity,Myself Only,0
US,Male,35 to 54,Entry,Investment Management,"10,001+ employees",15000
US,Male,35 to 54,Entry,Investment Management,"5001-10,000 employees",1000
US,Male,35 to 54,Entry,Investment Management,1001-5000 employees,2300
US,Male,35 to 54,Entry,Investment Management,501-1000 employees,840
US,Male,35 to 54,Entry,Investment Management,201-500 employees,880
US,Male,35 to 54,Entry,Investment Management,51-200 employees,1300
US,Male,35 to 54,Entry,Investment Management,11-50 employees,1400
US,Male,35 to 54,Entry,Investment Management,2-10 employees,1200
US,Male,35 to 54,Entry,Investment Management,Myself Only,0
US,Male,35 to 54,Entry,Investment Banking,"10,001+ employees",1000
US,Male,35 to 54,Entry,Investment Banking,"5001-10,000 employees",0
US,Male,35 to 54,Entry,Investment Banking,1001-5000 employees,490
US,Male,35 to 54,Entry,Investment Banking,501-1000 employees,0
US,Male,35 to 54,Entry,Investment Banking,201-500 employees,0
US,Male,35 to 54,Entry,Investment Banking,51-200 employees,0
US,Male,35 to 54,Entry,Investment Banking,11-50 employees,430
US,Male,35 to 54,Entry,Investment Banking,2-10 employees,0
US,Male,35 to 54,Entry,Investment Banking,Myself Only,0
US,Male,35 to 54,Entry,Insurance,"10,001+ employees",37000
US,Male,35 to 54,Entry,Insurance,"5001-10,000 employees",9100
US,Male,35 to 54,Entry,Insurance,1001-5000 employees,16000
US,Male,35 to 54,Entry,Insurance,501-1000 employees,4500
US,Male,35 to 54,Entry,Insurance,201-500 employees,5300
US,Male,35 to 54,Entry,Insurance,51-200 employees,5500
US,Male,35 to 54,Entry,Insurance,11-50 employees,7200
US,Male,35 to 54,Entry,Insurance,2-10 employees,7100
US,Male,35 to 54,Entry,Insurance,Myself Only,440
US,Male,35 to 54,Entry,Financial Services,"10,001+ employees",71000
US,Male,35 to 54,Entry,Financial Services,"5001-10,000 employees",13000
US,Male,35 to 54,Entry,Financial Services,1001-5000 employees,21000
US,Male,35 to 54,Entry,Financial Services,501-1000 employees,8300
US,Male,35 to 54,Entry,Financial Services,201-500 employees,9600
US,Male,35 to 54,Entry,Financial Services,51-200 employees,12000
US,Male,35 to 54,Entry,Financial Services,11-50 employees,9600
US,Male,35 to 54,Entry,Financial Services,2-10 employees,7600
US,Male,35 to 54,Entry,Financial Services,Myself Only,570
US,Male,35 to 54,Entry,Capital Markets,"10,001+ employees",680
US,Male,35 to 54,Entry,Capital Markets,"5001-10,000 employees",0
US,Male,35 to 54,Entry,Capital Markets,1001-5000 employees,0
US,Male,35 to 54,Entry,Capital Markets,501-1000 employees,310
US,Male,35 to 54,Entry,Capital Markets,201-500 employees,320
US,Male,35 to 54,Entry,Capital Markets,51-200 employees,0
US,Male,35 to 54,Entry,Capital Markets,11-50 employees,0
US,Male,35 to 54,Entry,Capital Markets,2-10 employees,310
US,Male,35 to 54,Entry,Capital Markets,Myself Only,0
US,Male,35 to 54,Entry,Banking,"10,001+ employees",27000
US,Male,35 to 54,Entry,Banking,"5001-10,000 employees",2700
US,Male,35 to 54,Entry,Banking,1001-5000 employees,7300
US,Male,35 to 54,Entry,Banking,501-1000 employees,3200
US,Male,35 to 54,Entry,Banking,201-500 employees,4200
US,Male,35 to 54,Entry,Banking,51-200 employees,4300
US,Male,35 to 54,Entry,Banking,11-50 employees,2200
US,Male,35 to 54,Entry,Banking,2-10 employees,1500
US,Male,35 to 54,Entry,Banking,Myself Only,0
US,Male,35 to 54,Entry,Consumer Electronics,"10,001+ employees",11000
US,Male,35 to 54,Entry,Consumer Electronics,"5001-10,000 employees",700
US,Male,35 to 54,Entry,Consumer Electronics,1001-5000 employees,3100
US,Male,35 to 54,Entry,Consumer Electronics,501-1000 employees,650
US,Male,35 to 54,Entry,Consumer Electronics,201-500 employees,870
US,Male,35 to 54,Entry,Consumer Electronics,51-200 employees,1400
US,Male,35 to 54,Entry,Consumer Electronics,11-50 employees,1500
US,Male,35 to 54,Entry,Consumer Electronics,2-10 employees,1000
US,Male,35 to 54,Entry,Consumer Electronics,Myself Only,0
US,Male,35 to 54,Entry,Nanotechnology,"10,001+ employees",0
US,Male,35 to 54,Entry,Nanotechnology,"5001-10,000 employees",0
US,Male,35 to 54,Entry,Nanotechnology,1001-5000 employees,0
US,Male,35 to 54,Entry,Nanotechnology,501-1000 employees,0
US,Male,35 to 54,Entry,Nanotechnology,201-500 employees,0
US,Male,35 to 54,Entry,Nanotechnology,51-200 employees,0
US,Male,35 to 54,Entry,Nanotechnology,11-50 employees,0
US,Male,35 to 54,Entry,Nanotechnology,2-10 employees,0
US,Male,35 to 54,Entry,Nanotechnology,Myself Only,0
US,Male,35 to 54,Entry,Semiconductors,"10,001+ employees",24000
US,Male,35 to 54,Entry,Semiconductors,"5001-10,000 employees",3800
US,Male,35 to 54,Entry,Semiconductors,1001-5000 employees,3400
US,Male,35 to 54,Entry,Semiconductors,501-1000 employees,1300
US,Male,35 to 54,Entry,Semiconductors,201-500 employees,1500
US,Male,35 to 54,Entry,Semiconductors,51-200 employees,1400
US,Male,35 to 54,Entry,Semiconductors,11-50 employees,1000
US,Male,35 to 54,Entry,Semiconductors,2-10 employees,420
US,Male,35 to 54,Entry,Semiconductors,Myself Only,0
US,Male,35 to 54,Entry,Telecommunications,"10,001+ employees",53000
US,Male,35 to 54,Entry,Telecommunications,"5001-10,000 employees",2500
US,Male,35 to 54,Entry,Telecommunications,1001-5000 employees,11000
US,Male,35 to 54,Entry,Telecommunications,501-1000 employees,4100
US,Male,35 to 54,Entry,Telecommunications,201-500 employees,5300
US,Male,35 to 54,Entry,Telecommunications,51-200 employees,7800
US,Male,35 to 54,Entry,Telecommunications,11-50 employees,6600
US,Male,35 to 54,Entry,Telecommunications,2-10 employees,3400
US,Male,35 to 54,Entry,Telecommunications,Myself Only,340
US,Male,35 to 54,Entry,Wireless,"10,001+ employees",4200
US,Male,35 to 54,Entry,Wireless,"5001-10,000 employees",750
US,Male,35 to 54,Entry,Wireless,1001-5000 employees,850
US,Male,35 to 54,Entry,Wireless,501-1000 employees,0
US,Male,35 to 54,Entry,Wireless,201-500 employees,590
US,Male,35 to 54,Entry,Wireless,51-200 employees,980
US,Male,35 to 54,Entry,Wireless,11-50 employees,790
US,Male,35 to 54,Entry,Wireless,2-10 employees,330
US,Male,35 to 54,Entry,Wireless,Myself Only,0
US,Male,35 to 54,Entry,Computer Networking,"10,001+ employees",4400
US,Male,35 to 54,Entry,Computer Networking,"5001-10,000 employees",790
US,Male,35 to 54,Entry,Computer Networking,1001-5000 employees,1700
US,Male,35 to 54,Entry,Computer Networking,501-1000 employees,430
US,Male,35 to 54,Entry,Computer Networking,201-500 employees,0
US,Male,35 to 54,Entry,Computer Networking,51-200 employees,820
US,Male,35 to 54,Entry,Computer Networking,11-50 employees,1200
US,Male,35 to 54,Entry,Computer Networking,2-10 employees,870
US,Male,35 to 54,Entry,Computer Networking,Myself Only,0
US,Male,35 to 54,Entry,Computer Hardware,"10,001+ employees",2300
US,Male,35 to 54,Entry,Computer Hardware,"5001-10,000 employees",480
US,Male,35 to 54,Entry,Computer Hardware,1001-5000 employees,880
US,Male,35 to 54,Entry,Computer Hardware,501-1000 employees,390
US,Male,35 to 54,Entry,Computer Hardware,201-500 employees,1400
US,Male,35 to 54,Entry,Computer Hardware,51-200 employees,1200
US,Male,35 to 54,Entry,Computer Hardware,11-50 employees,1200
US,Male,35 to 54,Entry,Computer Hardware,2-10 employees,810
US,Male,35 to 54,Entry,Computer Hardware,Myself Only,0
US,Male,35 to 54,Entry,Computer & Network Security,"10,001+ employees",36000
US,Male,35 to 54,Entry,Computer & Network Security,"5001-10,000 employees",2000
US,Male,35 to 54,Entry,Computer & Network Security,1001-5000 employees,1800
US,Male,35 to 54,Entry,Computer & Network Security,501-1000 employees,980
US,Male,35 to 54,Entry,Computer & Network Security,201-500 employees,900
US,Male,35 to 54,Entry,Computer & Network Security,51-200 employees,1700
US,Male,35 to 54,Entry,Computer & Network Security,11-50 employees,1500
US,Male,35 to 54,Entry,Computer & Network Security,2-10 employees,990
US,Male,35 to 54,Entry,Computer & Network Security,Myself Only,0
US,Male,35 to 54,Entry,Computer Software,"10,001+ employees",66000
US,Male,35 to 54,Entry,Computer Software,"5001-10,000 employees",7500
US,Male,35 to 54,Entry,Computer Software,1001-5000 employees,15000
US,Male,35 to 54,Entry,Computer Software,501-1000 employees,6000
US,Male,35 to 54,Entry,Computer Software,201-500 employees,9100
US,Male,35 to 54,Entry,Computer Software,51-200 employees,15000
US,Male,35 to 54,Entry,Computer Software,11-50 employees,14000
US,Male,35 to 54,Entry,Computer Software,2-10 employees,6400
US,Male,35 to 54,Entry,Computer Software,Myself Only,1300
US,Male,35 to 54,Entry,Information Technology & Services,"10,001+ employees",130000
US,Male,35 to 54,Entry,Information Technology & Services,"5001-10,000 employees",13000
US,Male,35 to 54,Entry,Information Technology & Services,1001-5000 employees,25000
US,Male,35 to 54,Entry,Information Technology & Services,501-1000 employees,12000
US,Male,35 to 54,Entry,Information Technology & Services,201-500 employees,20000
US,Male,35 to 54,Entry,Information Technology & Services,51-200 employees,27000
US,Male,35 to 54,Entry,Information Technology & Services,11-50 employees,24000
US,Male,35 to 54,Entry,Information Technology & Services,2-10 employees,13000
US,Male,35 to 54,Entry,Information Technology & Services,Myself Only,1600
US,Male,35 to 54,Entry,Internet,"10,001+ employees",33000
US,Male,35 to 54,Entry,Internet,"5001-10,000 employees",4300
US,Male,35 to 54,Entry,Internet,1001-5000 employees,8300
US,Male,35 to 54,Entry,Internet,501-1000 employees,2900
US,Male,35 to 54,Entry,Internet,201-500 employees,3200
US,Male,35 to 54,Entry,Internet,51-200 employees,6000
US,Male,35 to 54,Entry,Internet,11-50 employees,5200
US,Male,35 to 54,Entry,Internet,2-10 employees,4200
US,Male,35 to 54,Entry,Internet,Myself Only,1100
US,Male,35 to 54,Training,Venture Capital & Private Equity,"10,001+ employees",0
US,Male,35 to 54,Training,Venture Capital & Private Equity,"5001-10,000 employees",0
US,Male,35 to 54,Training,Venture Capital & Private Equity,1001-5000 employees,0
US,Male,35 to 54,Training,Venture Capital & Private Equity,501-1000 employees,0
US,Male,35 to 54,Training,Venture Capital & Private Equity,201-500 employees,0
US,Male,35 to 54,Training,Venture Capital & Private Equity,51-200 employees,0
US,Male,35 to 54,Training,Venture Capital & Private Equity,11-50 employees,0
US,Male,35 to 54,Training,Venture Capital & Private Equity,2-10 employees,0
US,Male,35 to 54,Training,Venture Capital & Private Equity,Myself Only,0
US,Male,35 to 54,Training,Investment Management,"10,001+ employees",0
US,Male,35 to 54,Training,Investment Management,"5001-10,000 employees",0
US,Male,35 to 54,Training,Investment Management,1001-5000 employees,0
US,Male,35 to 54,Training,Investment Management,501-1000 employees,0
US,Male,35 to 54,Training,Investment Management,201-500 employees,0
US,Male,35 to 54,Training,Investment Management,51-200 employees,0
US,Male,35 to 54,Training,Investment Management,11-50 employees,0
US,Male,35 to 54,Training,Investment Management,2-10 employees,0
US,Male,35 to 54,Training,Investment Management,Myself Only,0
US,Male,35 to 54,Training,Investment Banking,"10,001+ employees",0
US,Male,35 to 54,Training,Investment Banking,"5001-10,000 employees",0
US,Male,35 to 54,Training,Investment Banking,1001-5000 employees,0
US,Male,35 to 54,Training,Investment Banking,501-1000 employees,0
US,Male,35 to 54,Training,Investment Banking,201-500 employees,0
US,Male,35 to 54,Training,Investment Banking,51-200 employees,0
US,Male,35 to 54,Training,Investment Banking,11-50 employees,0
US,Male,35 to 54,Training,Investment Banking,2-10 employees,0
US,Male,35 to 54,Training,Investment Banking,Myself Only,0
US,Male,35 to 54,Training,Insurance,"10,001+ employees",0
US,Male,35 to 54,Training,Insurance,"5001-10,000 employees",0
US,Male,35 to 54,Training,Insurance,1001-5000 employees,0
US,Male,35 to 54,Training,Insurance,501-1000 employees,0
US,Male,35 to 54,Training,Insurance,201-500 employees,0
US,Male,35 to 54,Training,Insurance,51-200 employees,0
US,Male,35 to 54,Training,Insurance,11-50 employees,0
US,Male,35 to 54,Training,Insurance,2-10 employees,0
US,Male,35 to 54,Training,Insurance,Myself Only,0
US,Male,35 to 54,Training,Financial Services,"10,001+ employees",440
US,Male,35 to 54,Training,Financial Services,"5001-10,000 employees",0
US,Male,35 to 54,Training,Financial Services,1001-5000 employees,0
US,Male,35 to 54,Training,Financial Services,501-1000 employees,0
US,Male,35 to 54,Training,Financial Services,201-500 employees,0
US,Male,35 to 54,Training,Financial Services,51-200 employees,0
US,Male,35 to 54,Training,Financial Services,11-50 employees,0
US,Male,35 to 54,Training,Financial Services,2-10 employees,0
US,Male,35 to 54,Training,Financial Services,Myself Only,0
US,Male,35 to 54,Training,Capital Markets,"10,001+ employees",0
US,Male,35 to 54,Training,Capital Markets,"5001-10,000 employees",0
US,Male,35 to 54,Training,Capital Markets,1001-5000 employees,0
US,Male,35 to 54,Training,Capital Markets,501-1000 employees,0
US,Male,35 to 54,Training,Capital Markets,201-500 employees,0
US,Male,35 to 54,Training,Capital Markets,51-200 employees,0
US,Male,35 to 54,Training,Capital Markets,11-50 employees,0
US,Male,35 to 54,Training,Capital Markets,2-10 employees,0
US,Male,35 to 54,Training,Capital Markets,Myself Only,0
US,Male,35 to 54,Training,Banking,"10,001+ employees",0
US,Male,35 to 54,Training,Banking,"5001-10,000 employees",0
US,Male,35 to 54,Training,Banking,1001-5000 employees,0
US,Male,35 to 54,Training,Banking,501-1000 employees,0
US,Male,35 to 54,Training,Banking,201-500 employees,0
US,Male,35 to 54,Training,Banking,51-200 employees,0
US,Male,35 to 54,Training,Banking,11-50 employees,0
US,Male,35 to 54,Training,Banking,2-10 employees,0
US,Male,35 to 54,Training,Banking,Myself Only,0
US,Male,35 to 54,Training,Consumer Electronics,"10,001+ employees",0
US,Male,35 to 54,Training,Consumer Electronics,"5001-10,000 employees",0
US,Male,35 to 54,Training,Consumer Electronics,1001-5000 employees,0
US,Male,35 to 54,Training,Consumer Electronics,501-1000 employees,0
US,Male,35 to 54,Training,Consumer Electronics,201-500 employees,0
US,Male,35 to 54,Training,Consumer Electronics,51-200 employees,0
US,Male,35 to 54,Training,Consumer Electronics,11-50 employees,0
US,Male,35 to 54,Training,Consumer Electronics,2-10 employees,0
US,Male,35 to 54,Training,Consumer Electronics,Myself Only,0
US,Male,35 to 54,Training,Nanotechnology,"10,001+ employees",0
US,Male,35 to 54,Training,Nanotechnology,"5001-10,000 employees",0
US,Male,35 to 54,Training,Nanotechnology,1001-5000 employees,0
US,Male,35 to 54,Training,Nanotechnology,501-1000 employees,0
US,Male,35 to 54,Training,Nanotechnology,201-500 employees,0
US,Male,35 to 54,Training,Nanotechnology,51-200 employees,0
US,Male,35 to 54,Training,Nanotechnology,11-50 employees,0
US,Male,35 to 54,Training,Nanotechnology,2-10 employees,0
US,Male,35 to 54,Training,Nanotechnology,Myself Only,0
US,Male,35 to 54,Training,Semiconductors,"10,001+ employees",0
US,Male,35 to 54,Training,Semiconductors,"5001-10,000 employees",0
US,Male,35 to 54,Training,Semiconductors,1001-5000 employees,0
US,Male,35 to 54,Training,Semiconductors,501-1000 employees,0
US,Male,35 to 54,Training,Semiconductors,201-500 employees,0
US,Male,35 to 54,Training,Semiconductors,51-200 employees,0
US,Male,35 to 54,Training,Semiconductors,11-50 employees,0
US,Male,35 to 54,Training,Semiconductors,2-10 employees,0
US,Male,35 to 54,Training,Semiconductors,Myself Only,0
US,Male,35 to 54,Training,Telecommunications,"10,001+ employees",0
US,Male,35 to 54,Training,Telecommunications,"5001-10,000 employees",0
US,Male,35 to 54,Training,Telecommunications,1001-5000 employees,0
US,Male,35 to 54,Training,Telecommunications,501-1000 employees,0
US,Male,35 to 54,Training,Telecommunications,201-500 employees,0
US,Male,35 to 54,Training,Telecommunications,51-200 employees,0
US,Male,35 to 54,Training,Telecommunications,11-50 employees,0
US,Male,35 to 54,Training,Telecommunications,2-10 employees,0
US,Male,35 to 54,Training,Telecommunications,Myself Only,0
